Time period;Average power, day;Average power, night;Average power;Temperature
2.7. 06:00:00;;0,690;0,690;
2.7. 07:00:00;0,290;;0,290;
2.7. 08:00:00;0,390;;0,390;
2.7. 09:00:00;0,320;;0,320;
2.7. 10:00:00;0,330;;0,330;
2.7. 11:00:00;0,260;;0,260;
2.7. 12:00:00;0,970;;0,970;
2.7. 13:00:00;0,370;;0,370;
2.7. 14:00:00;0,410;;0,410;
2.7. 15:00:00;0,390;;0,390;
2.7. 16:00:00;0,260;;0,260;
2.7. 17:00:00;0,240;;0,240;
2.7. 18:00:00;0,260;;0,260;
2.7. 19:00:00;0,680;;0,680;
2.7. 20:00:00;0,510;;0,510;
2.7. 21:00:00;0,540;;0,540;
2.7. 22:00:00;;0,490;0,490;
2.7. 23:00:00;;1,000;1,000;
3.7. 00:00:00;;1,640;1,640;
3.7. 01:00:00;;1,310;1,310;
3.7. 02:00:00;;1,310;1,310;
3.7. 03:00:00;;1,290;1,290;
3.7. 04:00:00;;1,300;1,300;
3.7. 05:00:00;;1,290;1,290;
3.7. 06:00:00;;1,720;1,720;
3.7. 07:00:00;0,380;;0,380;
3.7. 08:00:00;0,970;;0,970;
3.7. 09:00:00;1,590;;1,590;
3.7. 10:00:00;1,510;;1,510;
3.7. 11:00:00;0,680;;0,680;
3.7. 12:00:00;0,520;;0,520;
3.7. 13:00:00;0,820;;0,820;
3.7. 14:00:00;0,480;;0,480;
3.7. 15:00:00;0,510;;0,510;
3.7. 16:00:00;1,460;;1,460;
3.7. 17:00:00;1,430;;1,430;
3.7. 18:00:00;0,490;;0,490;
3.7. 19:00:00;0,810;;0,810;
3.7. 20:00:00;0,800;;0,800;
3.7. 21:00:00;1,770;;1,770;
3.7. 22:00:00;;1,420;1,420;
3.7. 23:00:00;;0,990;0,990;
4.7. 00:00:00;;1,620;1,620;
4.7. 01:00:00;;1,740;1,740;
4.7. 02:00:00;;1,610;1,610;
4.7. 03:00:00;;1,310;1,310;
4.7. 04:00:00;;1,310;1,310;
4.7. 05:00:00;;0,900;0,900;
4.7. 06:00:00;;0,300;0,300;
4.7. 07:00:00;0,560;;0,560;
4.7. 08:00:00;0,390;;0,390;
4.7. 09:00:00;0,830;;0,830;
4.7. 10:00:00;1,060;;1,060;
4.7. 11:00:00;0,830;;0,830;
4.7. 12:00:00;1,540;;1,540;
4.7. 13:00:00;1,910;;1,910;
4.7. 14:00:00;0,490;;0,490;
4.7. 15:00:00;0,400;;0,400;
4.7. 16:00:00;0,570;;0,570;
4.7. 17:00:00;0,410;;0,410;
4.7. 18:00:00;0,570;;0,570;
4.7. 19:00:00;0,640;;0,640;
4.7. 20:00:00;0,720;;0,720;
4.7. 21:00:00;0,750;;0,750;
4.7. 22:00:00;;0,480;0,480;
4.7. 23:00:00;;1,140;1,140;
5.7. 00:00:00;;1,640;1,640;
5.7. 01:00:00;;1,310;1,310;
5.7. 02:00:00;;1,310;1,310;
5.7. 03:00:00;;1,850;1,850;
5.7. 04:00:00;;2,330;2,330;
5.7. 05:00:00;;1,510;1,510;
5.7. 06:00:00;;1,550;1,550;
5.7. 07:00:00;0,540;;0,540;
5.7. 08:00:00;0,510;;0,510;
5.7. 09:00:00;1,330;;1,330;
5.7. 10:00:00;0,540;;0,540;
5.7. 11:00:00;0,550;;0,550;
5.7. 12:00:00;0,820;;0,820;
5.7. 13:00:00;0,530;;0,530;
5.7. 14:00:00;0,800;;0,800;
5.7. 15:00:00;2,430;;2,430;
5.7. 16:00:00;2,560;;2,560;
5.7. 17:00:00;1,400;;1,400;
5.7. 18:00:00;2,140;;2,140;
5.7. 19:00:00;0,460;;0,460;
5.7. 20:00:00;2,100;;2,100;
5.7. 21:00:00;0,620;;0,620;
5.7. 22:00:00;;0,450;0,450;
5.7. 23:00:00;;1,640;1,640;
6.7. 00:00:00;;3,200;3,200;
6.7. 01:00:00;;2,350;2,350;
6.7. 02:00:00;;2,220;2,220;
6.7. 03:00:00;;1,540;1,540;
6.7. 04:00:00;;1,530;1,530;
6.7. 05:00:00;;1,950;1,950;
6.7. 06:00:00;;1,520;1,520;
6.7. 07:00:00;0,860;;0,860;
6.7. 08:00:00;0,500;;0,500;
6.7. 09:00:00;0,440;;0,440;
6.7. 10:00:00;0,710;;0,710;
6.7. 11:00:00;1,310;;1,310;
6.7. 12:00:00;0,450;;0,450;
6.7. 13:00:00;0,390;;0,390;
6.7. 14:00:00;0,330;;0,330;
6.7. 15:00:00;0,250;;0,250;
6.7. 16:00:00;0,180;;0,180;
6.7. 17:00:00;0,380;;0,380;
6.7. 18:00:00;0,980;;0,980;
6.7. 19:00:00;0,980;;0,980;
6.7. 20:00:00;0,370;;0,370;
6.7. 21:00:00;0,320;;0,320;
6.7. 22:00:00;;0,440;0,440;
6.7. 23:00:00;;2,010;2,010;
7.7. 00:00:00;;2,600;2,600;
7.7. 01:00:00;;1,530;1,530;
7.7. 02:00:00;;0,970;0,970;
7.7. 03:00:00;;0,600;0,600;
7.7. 04:00:00;;1,120;1,120;
7.7. 05:00:00;;0,860;0,860;
7.7. 06:00:00;;0,540;0,540;
7.7. 07:00:00;0,970;;0,970;
7.7. 08:00:00;1,090;;1,090;
7.7. 09:00:00;0,250;;0,250;
7.7. 10:00:00;0,250;;0,250;
7.7. 11:00:00;0,170;;0,170;
7.7. 12:00:00;0,170;;0,170;
7.7. 13:00:00;0,170;;0,170;
7.7. 14:00:00;0,160;;0,160;
7.7. 15:00:00;0,700;;0,700;
7.7. 16:00:00;1,530;;1,530;
7.7. 17:00:00;0,510;;0,510;
7.7. 18:00:00;0,630;;0,630;
7.7. 19:00:00;5,330;;5,330;
7.7. 20:00:00;1,540;;1,540;
7.7. 21:00:00;0,400;;0,400;
7.7. 22:00:00;;0,400;0,400;
7.7. 23:00:00;;1,210;1,210;
8.7. 00:00:00;;1,900;1,900;
8.7. 01:00:00;;0,520;0,520;
8.7. 02:00:00;;0,490;0,490;
8.7. 03:00:00;;0,330;0,330;
8.7. 04:00:00;;0,570;0,570;
8.7. 05:00:00;;0,200;0,200;
8.7. 06:00:00;;0,630;0,630;
8.7. 07:00:00;0,180;;0,180;
8.7. 08:00:00;0,550;;0,550;
8.7. 09:00:00;1,120;;1,120;
8.7. 10:00:00;1,100;;1,100;
8.7. 11:00:00;0,420;;0,420;
8.7. 12:00:00;0,790;;0,790;
8.7. 13:00:00;0,240;;0,240;
8.7. 14:00:00;0,200;;0,200;
8.7. 15:00:00;0,920;;0,920;
8.7. 16:00:00;0,380;;0,380;
8.7. 17:00:00;0,270;;0,270;
8.7. 18:00:00;0,280;;0,280;
8.7. 19:00:00;0,300;;0,300;
8.7. 20:00:00;0,350;;0,350;
8.7. 21:00:00;0,360;;0,360;
8.7. 22:00:00;;0,350;0,350;
8.7. 23:00:00;;1,570;1,570;
9.7. 00:00:00;;2,150;2,150;
9.7. 01:00:00;;1,510;1,510;
9.7. 02:00:00;;2,100;2,100;
9.7. 03:00:00;;0,780;0,780;
9.7. 04:00:00;;0,190;0,190;
9.7. 05:00:00;;0,190;0,190;
9.7. 06:00:00;;0,850;0,850;
9.7. 07:00:00;0,320;;0,320;
9.7. 08:00:00;0,240;;0,240;
9.7. 09:00:00;0,950;;0,950;
9.7. 10:00:00;1,880;;1,880;
9.7. 11:00:00;1,790;;1,790;
9.7. 12:00:00;0,860;;0,860;
9.7. 13:00:00;0,400;;0,400;
9.7. 14:00:00;0,370;;0,370;
9.7. 15:00:00;0,440;;0,440;
9.7. 16:00:00;0,470;;0,470;
9.7. 17:00:00;0,550;;0,550;
9.7. 18:00:00;0,540;;0,540;
9.7. 19:00:00;0,780;;0,780;
9.7. 20:00:00;0,560;;0,560;
9.7. 21:00:00;0,270;;0,270;
9.7. 22:00:00;;0,270;0,270;
9.7. 23:00:00;;0,850;0,850;
10.7. 00:00:00;;1,570;1,570;
10.7. 01:00:00;;1,220;1,220;
10.7. 02:00:00;;1,190;1,190;
10.7. 03:00:00;;1,200;1,200;
10.7. 04:00:00;;1,000;1,000;
10.7. 05:00:00;;0,190;0,190;
10.7. 06:00:00;;0,340;0,340;
10.7. 07:00:00;0,210;;0,210;
10.7. 08:00:00;0,370;;0,370;
10.7. 09:00:00;0,170;;0,170;
10.7. 10:00:00;0,160;;0,160;
10.7. 11:00:00;0,160;;0,160;
10.7. 12:00:00;0,170;;0,170;
10.7. 13:00:00;0,160;;0,160;
10.7. 14:00:00;0,170;;0,170;
10.7. 15:00:00;0,150;;0,150;
10.7. 16:00:00;0,170;;0,170;
10.7. 17:00:00;0,230;;0,230;
10.7. 18:00:00;1,130;;1,130;
10.7. 19:00:00;0,400;;0,400;
10.7. 20:00:00;0,310;;0,310;
10.7. 21:00:00;0,360;;0,360;
10.7. 22:00:00;;0,380;0,380;
10.7. 23:00:00;;0,790;0,790;
11.7. 00:00:00;;1,300;1,300;
11.7. 01:00:00;;0,200;0,200;
11.7. 02:00:00;;0,660;0,660;
11.7. 03:00:00;;0,440;0,440;
11.7. 04:00:00;;0,190;0,190;
11.7. 05:00:00;;0,610;0,610;
11.7. 06:00:00;;0,330;0,330;
11.7. 07:00:00;0,200;;0,200;
11.7. 08:00:00;0,160;;0,160;
11.7. 09:00:00;0,170;;0,170;
11.7. 10:00:00;0,150;;0,150;
11.7. 11:00:00;0,170;;0,170;
11.7. 12:00:00;0,160;;0,160;
11.7. 13:00:00;0,380;;0,380;
11.7. 14:00:00;0,630;;0,630;
11.7. 15:00:00;0,150;;0,150;
11.7. 16:00:00;0,160;;0,160;
11.7. 17:00:00;0,250;;0,250;
11.7. 18:00:00;0,730;;0,730;
11.7. 19:00:00;0,860;;0,860;
11.7. 20:00:00;0,350;;0,350;
11.7. 21:00:00;0,360;;0,360;
11.7. 22:00:00;;0,270;0,270;
11.7. 23:00:00;;1,060;1,060;
12.7. 00:00:00;;1,730;1,730;
12.7. 01:00:00;;0,820;0,820;
12.7. 02:00:00;;0,200;0,200;
12.7. 03:00:00;;0,550;0,550;
12.7. 04:00:00;;0,260;0,260;
12.7. 05:00:00;;0,190;0,190;
12.7. 06:00:00;;0,330;0,330;
12.7. 07:00:00;0,190;;0,190;
12.7. 08:00:00;0,180;;0,180;
12.7. 09:00:00;0,160;;0,160;
12.7. 10:00:00;0,160;;0,160;
12.7. 11:00:00;0,160;;0,160;
12.7. 12:00:00;0,160;;0,160;
12.7. 13:00:00;0,160;;0,160;
12.7. 14:00:00;0,160;;0,160;
12.7. 15:00:00;0,170;;0,170;
12.7. 16:00:00;0,150;;0,150;
12.7. 17:00:00;0,160;;0,160;
12.7. 18:00:00;0,230;;0,230;
12.7. 19:00:00;0,460;;0,460;
12.7. 20:00:00;1,340;;1,340;
12.7. 21:00:00;0,590;;0,590;
12.7. 22:00:00;;0,320;0,320;
12.7. 23:00:00;;1,040;1,040;
13.7. 00:00:00;;1,680;1,680;
13.7. 01:00:00;;1,220;1,220;
13.7. 02:00:00;;1,210;1,210;
13.7. 03:00:00;;0,200;0,200;
13.7. 04:00:00;;0,840;0,840;
13.7. 05:00:00;;0,640;0,640;
13.7. 06:00:00;;0,340;0,340;
13.7. 07:00:00;0,190;;0,190;
13.7. 08:00:00;0,170;;0,170;
13.7. 09:00:00;0,160;;0,160;
13.7. 10:00:00;0,170;;0,170;
13.7. 11:00:00;0,510;;0,510;
13.7. 12:00:00;0,780;;0,780;
13.7. 13:00:00;0,540;;0,540;
13.7. 14:00:00;0,180;;0,180;
13.7. 15:00:00;0,520;;0,520;
13.7. 16:00:00;0,560;;0,560;
13.7. 17:00:00;0,470;;0,470;
13.7. 18:00:00;0,520;;0,520;
13.7. 19:00:00;0,460;;0,460;
13.7. 20:00:00;0,420;;0,420;
13.7. 21:00:00;0,650;;0,650;
13.7. 22:00:00;;0,740;0,740;
13.7. 23:00:00;;1,650;1,650;
14.7. 00:00:00;;1,870;1,870;
14.7. 01:00:00;;0,210;0,210;
14.7. 02:00:00;;0,410;0,410;
14.7. 03:00:00;;0,450;0,450;
14.7. 04:00:00;;0,570;0,570;
14.7. 05:00:00;;0,180;0,180;
14.7. 06:00:00;;0,780;0,780;
14.7. 07:00:00;0,600;;0,600;
14.7. 08:00:00;0,480;;0,480;
14.7. 09:00:00;0,570;;0,570;
14.7. 10:00:00;0,480;;0,480;
14.7. 11:00:00;0,390;;0,390;
14.7. 12:00:00;1,130;;1,130;
14.7. 13:00:00;1,030;;1,030;
14.7. 14:00:00;0,240;;0,240;
14.7. 15:00:00;0,540;;0,540;
14.7. 16:00:00;1,700;;1,700;
14.7. 17:00:00;1,160;;1,160;
14.7. 18:00:00;1,000;;1,000;
14.7. 19:00:00;0,430;;0,430;
14.7. 20:00:00;0,370;;0,370;
14.7. 21:00:00;0,680;;0,680;
14.7. 22:00:00;;0,970;0,970;
14.7. 23:00:00;;1,140;1,140;
15.7. 00:00:00;;1,720;1,720;
15.7. 01:00:00;;1,210;1,210;
15.7. 02:00:00;;1,330;1,330;
15.7. 03:00:00;;1,540;1,540;
15.7. 04:00:00;;1,220;1,220;
15.7. 05:00:00;;1,570;1,570;
15.7. 06:00:00;;0,680;0,680;
15.7. 07:00:00;1,220;;1,220;
15.7. 08:00:00;1,210;;1,210;
15.7. 09:00:00;0,610;;0,610;
15.7. 10:00:00;0,420;;0,420;
15.7. 11:00:00;0,320;;0,320;
15.7. 12:00:00;0,180;;0,180;
15.7. 13:00:00;0,170;;0,170;
15.7. 14:00:00;0,180;;0,180;
15.7. 15:00:00;0,620;;0,620;
15.7. 16:00:00;0,800;;0,800;
15.7. 17:00:00;0,510;;0,510;
15.7. 18:00:00;0,170;;0,170;
15.7. 19:00:00;0,170;;0,170;
15.7. 20:00:00;0,170;;0,170;
15.7. 21:00:00;0,180;;0,180;
15.7. 22:00:00;;0,160;0,160;
15.7. 23:00:00;;1,050;1,050;
16.7. 00:00:00;;1,820;1,820;
16.7. 01:00:00;;1,630;1,630;
16.7. 02:00:00;;1,030;1,030;
16.7. 03:00:00;;0,190;0,190;
16.7. 04:00:00;;0,330;0,330;
16.7. 05:00:00;;0,710;0,710;
16.7. 06:00:00;;0,310;0,310;
16.7. 07:00:00;0,190;;0,190;
16.7. 08:00:00;0,180;;0,180;
16.7. 09:00:00;0,170;;0,170;
16.7. 10:00:00;0,180;;0,180;
16.7. 11:00:00;0,170;;0,170;
16.7. 12:00:00;0,170;;0,170;
16.7. 13:00:00;0,170;;0,170;
16.7. 14:00:00;0,180;;0,180;
16.7. 15:00:00;0,220;;0,220;
16.7. 16:00:00;0,950;;0,950;
16.7. 17:00:00;0,430;;0,430;
16.7. 18:00:00;0,260;;0,260;
16.7. 19:00:00;0,460;;0,460;
16.7. 20:00:00;0,400;;0,400;
16.7. 21:00:00;0,510;;0,510;
16.7. 22:00:00;;0,610;0,610;
16.7. 23:00:00;;1,470;1,470;
17.7. 00:00:00;;1,910;1,910;
17.7. 01:00:00;;1,830;1,830;
17.7. 02:00:00;;1,890;1,890;
17.7. 03:00:00;;1,880;1,880;
17.7. 04:00:00;;1,250;1,250;
17.7. 05:00:00;;0,440;0,440;
17.7. 06:00:00;;0,720;0,720;
17.7. 07:00:00;0,300;;0,300;
17.7. 08:00:00;0,740;;0,740;
17.7. 09:00:00;0,360;;0,360;
17.7. 10:00:00;0,400;;0,400;
17.7. 11:00:00;0,390;;0,390;
17.7. 12:00:00;0,820;;0,820;
17.7. 13:00:00;1,520;;1,520;
17.7. 14:00:00;0,880;;0,880;
17.7. 15:00:00;0,320;;0,320;
17.7. 16:00:00;0,350;;0,350;
17.7. 17:00:00;0,310;;0,310;
17.7. 18:00:00;0,790;;0,790;
17.7. 19:00:00;0,370;;0,370;
17.7. 20:00:00;0,420;;0,420;
17.7. 21:00:00;0,310;;0,310;
17.7. 22:00:00;;0,390;0,390;
17.7. 23:00:00;;1,010;1,010;
18.7. 00:00:00;;1,580;1,580;
18.7. 01:00:00;;1,240;1,240;
18.7. 02:00:00;;1,240;1,240;
18.7. 03:00:00;;1,250;1,250;
18.7. 04:00:00;;2,090;2,090;
18.7. 05:00:00;;2,220;2,220;
18.7. 06:00:00;;1,370;1,370;
18.7. 07:00:00;0,270;;0,270;
18.7. 08:00:00;0,760;;0,760;
18.7. 09:00:00;0,390;;0,390;
18.7. 10:00:00;0,340;;0,340;
18.7. 11:00:00;0,190;;0,190;
18.7. 12:00:00;0,470;;0,470;
18.7. 13:00:00;1,540;;1,540;
18.7. 14:00:00;1,220;;1,220;
18.7. 15:00:00;0,280;;0,280;
18.7. 16:00:00;1,240;;1,240;
18.7. 17:00:00;1,080;;1,080;
18.7. 18:00:00;0,400;;0,400;
18.7. 19:00:00;0,580;;0,580;
18.7. 20:00:00;0,660;;0,660;
18.7. 21:00:00;0,410;;0,410;
18.7. 22:00:00;;0,960;0,960;
18.7. 23:00:00;;1,530;1,530;
19.7. 00:00:00;;2,290;2,290;
19.7. 01:00:00;;0,620;0,620;
19.7. 02:00:00;;0,730;0,730;
19.7. 03:00:00;;0,640;0,640;
19.7. 04:00:00;;0,630;0,630;
19.7. 05:00:00;;1,320;1,320;
19.7. 06:00:00;;1,300;1,300;
19.7. 07:00:00;1,270;;1,270;
19.7. 08:00:00;0,580;;0,580;
19.7. 09:00:00;0,880;;0,880;
19.7. 10:00:00;0,730;;0,730;
19.7. 11:00:00;0,740;;0,740;
19.7. 12:00:00;0,750;;0,750;
19.7. 13:00:00;0,280;;0,280;
19.7. 14:00:00;0,200;;0,200;
19.7. 15:00:00;1,190;;1,190;
19.7. 16:00:00;0,720;;0,720;
19.7. 17:00:00;0,650;;0,650;
19.7. 18:00:00;0,920;;0,920;
19.7. 19:00:00;0,650;;0,650;
19.7. 20:00:00;0,480;;0,480;
19.7. 21:00:00;0,530;;0,530;
19.7. 22:00:00;;0,510;0,510;
19.7. 23:00:00;;1,220;1,220;
20.7. 00:00:00;;2,750;2,750;
20.7. 01:00:00;;1,840;1,840;
20.7. 02:00:00;;1,930;1,930;
20.7. 03:00:00;;2,220;2,220;
20.7. 04:00:00;;1,310;1,310;
20.7. 05:00:00;;1,670;1,670;
20.7. 06:00:00;;1,710;1,710;
20.7. 07:00:00;0,850;;0,850;
20.7. 08:00:00;0,910;;0,910;
20.7. 09:00:00;0,670;;0,670;
20.7. 10:00:00;0,670;;0,670;
20.7. 11:00:00;0,760;;0,760;
20.7. 12:00:00;1,420;;1,420;
20.7. 13:00:00;0,660;;0,660;
20.7. 14:00:00;0,210;;0,210;
20.7. 15:00:00;0,360;;0,360;
20.7. 16:00:00;0,350;;0,350;
20.7. 17:00:00;0,290;;0,290;
20.7. 18:00:00;0,280;;0,280;
20.7. 19:00:00;0,790;;0,790;
20.7. 20:00:00;0,330;;0,330;
20.7. 21:00:00;0,830;;0,830;
20.7. 22:00:00;;1,040;1,040;
20.7. 23:00:00;;1,490;1,490;
21.7. 00:00:00;;2,370;2,370;
21.7. 01:00:00;;1,510;1,510;
21.7. 02:00:00;;1,370;1,370;
21.7. 03:00:00;;0,250;0,250;
21.7. 04:00:00;;0,630;0,630;
21.7. 05:00:00;;0,320;0,320;
21.7. 06:00:00;;1,350;1,350;
21.7. 07:00:00;0,580;;0,580;
21.7. 08:00:00;0,400;;0,400;
21.7. 09:00:00;0,510;;0,510;
21.7. 10:00:00;0,720;;0,720;
21.7. 11:00:00;0,550;;0,550;
21.7. 12:00:00;0,720;;0,720;
21.7. 13:00:00;1,250;;1,250;
21.7. 14:00:00;0,390;;0,390;
21.7. 15:00:00;0,470;;0,470;
21.7. 16:00:00;0,270;;0,270;
21.7. 17:00:00;0,280;;0,280;
21.7. 18:00:00;0,390;;0,390;
21.7. 19:00:00;0,580;;0,580;
21.7. 20:00:00;0,430;;0,430;
21.7. 21:00:00;0,710;;0,710;
21.7. 22:00:00;;1,140;1,140;
21.7. 23:00:00;;1,870;1,870;
22.7. 00:00:00;;2,460;2,460;
22.7. 01:00:00;;1,540;1,540;
22.7. 02:00:00;;1,350;1,350;
22.7. 03:00:00;;1,790;1,790;
22.7. 04:00:00;;1,000;1,000;
22.7. 05:00:00;;0,580;0,580;
22.7. 06:00:00;;0,510;0,510;
22.7. 07:00:00;0,780;;0,780;
22.7. 08:00:00;0,540;;0,540;
22.7. 09:00:00;0,630;;0,630;
22.7. 10:00:00;0,280;;0,280;
22.7. 11:00:00;0,260;;0,260;
22.7. 12:00:00;0,900;;0,900;
22.7. 13:00:00;0,470;;0,470;
22.7. 14:00:00;0,380;;0,380;
22.7. 15:00:00;0,390;;0,390;
22.7. 16:00:00;0,620;;0,620;
22.7. 17:00:00;0,470;;0,470;
22.7. 18:00:00;0,490;;0,490;
22.7. 19:00:00;0,600;;0,600;
22.7. 20:00:00;0,470;;0,470;
22.7. 21:00:00;0,490;;0,490;
22.7. 22:00:00;;0,390;0,390;
22.7. 23:00:00;;1,210;1,210;
23.7. 00:00:00;;1,680;1,680;
23.7. 01:00:00;;1,620;1,620;
23.7. 02:00:00;;0,930;0,930;
23.7. 03:00:00;;0,740;0,740;
23.7. 04:00:00;;0,740;0,740;
23.7. 05:00:00;;0,310;0,310;
23.7. 06:00:00;;0,310;0,310;
23.7. 07:00:00;0,310;;0,310;
23.7. 08:00:00;0,760;;0,760;
23.7. 09:00:00;0,900;;0,900;
23.7. 10:00:00;0,360;;0,360;
23.7. 11:00:00;0,430;;0,430;
23.7. 12:00:00;0,380;;0,380;
23.7. 13:00:00;0,340;;0,340;
23.7. 14:00:00;0,950;;0,950;
23.7. 15:00:00;0,400;;0,400;
23.7. 16:00:00;0,410;;0,410;
23.7. 17:00:00;0,410;;0,410;
23.7. 18:00:00;2,620;;2,620;
23.7. 19:00:00;5,030;;5,030;
23.7. 20:00:00;1,560;;1,560;
23.7. 21:00:00;0,840;;0,840;
23.7. 22:00:00;;0,450;0,450;
23.7. 23:00:00;;0,920;0,920;
24.7. 00:00:00;;1,510;1,510;
24.7. 01:00:00;;1,350;1,350;
24.7. 02:00:00;;1,350;1,350;
24.7. 03:00:00;;1,330;1,330;
24.7. 04:00:00;;1,310;1,310;
24.7. 05:00:00;;1,320;1,320;
24.7. 06:00:00;;1,410;1,410;
24.7. 07:00:00;0,660;;0,660;
24.7. 08:00:00;1,630;;1,630;
24.7. 09:00:00;1,050;;1,050;
24.7. 10:00:00;0,510;;0,510;
24.7. 11:00:00;0,400;;0,400;
24.7. 12:00:00;0,530;;0,530;
24.7. 13:00:00;1,110;;1,110;
24.7. 14:00:00;0,560;;0,560;
24.7. 15:00:00;0,580;;0,580;
24.7. 16:00:00;0,520;;0,520;
24.7. 17:00:00;0,300;;0,300;
24.7. 18:00:00;1,420;;1,420;
24.7. 19:00:00;0,630;;0,630;
24.7. 20:00:00;0,480;;0,480;
24.7. 21:00:00;0,720;;0,720;
24.7. 22:00:00;;0,610;0,610;
24.7. 23:00:00;;0,950;0,950;
25.7. 00:00:00;;1,490;1,490;
25.7. 01:00:00;;1,320;1,320;
25.7. 02:00:00;;1,320;1,320;
25.7. 03:00:00;;1,330;1,330;
25.7. 04:00:00;;1,310;1,310;
25.7. 05:00:00;;1,130;1,130;
25.7. 06:00:00;;0,860;0,860;
25.7. 07:00:00;0,530;;0,530;
25.7. 08:00:00;0,840;;0,840;
25.7. 09:00:00;0,910;;0,910;
25.7. 10:00:00;0,480;;0,480;
25.7. 11:00:00;0,550;;0,550;
25.7. 12:00:00;0,310;;0,310;
25.7. 13:00:00;0,820;;0,820;
25.7. 14:00:00;0,410;;0,410;
25.7. 15:00:00;0,530;;0,530;
25.7. 16:00:00;0,560;;0,560;
25.7. 17:00:00;1,680;;1,680;
25.7. 18:00:00;1,520;;1,520;
25.7. 19:00:00;1,250;;1,250;
25.7. 20:00:00;1,190;;1,190;
25.7. 21:00:00;1,060;;1,060;
25.7. 22:00:00;;0,730;0,730;
25.7. 23:00:00;;1,510;1,510;
26.7. 00:00:00;;2,190;2,190;
26.7. 01:00:00;;1,510;1,510;
26.7. 02:00:00;;2,040;2,040;
26.7. 03:00:00;;1,650;1,650;
26.7. 04:00:00;;0,590;0,590;
26.7. 05:00:00;;0,500;0,500;
26.7. 06:00:00;;1,490;1,490;
26.7. 07:00:00;0,920;;0,920;
26.7. 08:00:00;0,800;;0,800;
26.7. 09:00:00;0,560;;0,560;
26.7. 10:00:00;0,420;;0,420;
26.7. 11:00:00;0,330;;0,330;
26.7. 12:00:00;0,390;;0,390;
26.7. 13:00:00;0,300;;0,300;
26.7. 14:00:00;0,360;;0,360;
26.7. 15:00:00;0,390;;0,390;
26.7. 16:00:00;0,270;;0,270;
26.7. 17:00:00;0,260;;0,260;
26.7. 18:00:00;0,590;;0,590;
26.7. 19:00:00;1,100;;1,100;
26.7. 20:00:00;0,580;;0,580;
26.7. 21:00:00;0,800;;0,800;
26.7. 22:00:00;;0,590;0,590;
26.7. 23:00:00;;1,100;1,100;
27.7. 00:00:00;;1,800;1,800;
27.7. 01:00:00;;1,330;1,330;
27.7. 02:00:00;;1,330;1,330;
27.7. 03:00:00;;1,980;1,980;
27.7. 04:00:00;;1,800;1,800;
27.7. 05:00:00;;1,290;1,290;
27.7. 06:00:00;;0,530;0,530;
27.7. 07:00:00;0,390;;0,390;
27.7. 08:00:00;0,340;;0,340;
27.7. 09:00:00;0,370;;0,370;
27.7. 10:00:00;0,530;;0,530;
27.7. 11:00:00;0,970;;0,970;
27.7. 12:00:00;1,040;;1,040;
27.7. 13:00:00;0,700;;0,700;
27.7. 14:00:00;0,290;;0,290;
27.7. 15:00:00;0,800;;0,800;
27.7. 16:00:00;1,160;;1,160;
27.7. 17:00:00;0,330;;0,330;
27.7. 18:00:00;1,230;;1,230;
27.7. 19:00:00;0,760;;0,760;
27.7. 20:00:00;0,810;;0,810;
27.7. 21:00:00;0,760;;0,760;
27.7. 22:00:00;;0,560;0,560;
27.7. 23:00:00;;1,100;1,100;
28.7. 00:00:00;;1,630;1,630;
28.7. 01:00:00;;1,330;1,330;
28.7. 02:00:00;;1,300;1,300;
28.7. 03:00:00;;1,300;1,300;
28.7. 04:00:00;;1,320;1,320;
28.7. 05:00:00;;1,510;1,510;
28.7. 06:00:00;;1,130;1,130;
28.7. 07:00:00;0,430;;0,430;
28.7. 08:00:00;0,470;;0,470;
28.7. 09:00:00;0,580;;0,580;
28.7. 10:00:00;0,720;;0,720;
28.7. 11:00:00;0,900;;0,900;
28.7. 12:00:00;0,410;;0,410;
28.7. 13:00:00;0,510;;0,510;
28.7. 14:00:00;0,560;;0,560;
28.7. 15:00:00;0,550;;0,550;
28.7. 16:00:00;0,510;;0,510;
28.7. 17:00:00;0,510;;0,510;
28.7. 18:00:00;0,550;;0,550;
28.7. 19:00:00;0,570;;0,570;
28.7. 20:00:00;0,750;;0,750;
28.7. 21:00:00;0,420;;0,420;
28.7. 22:00:00;;0,490;0,490;
28.7. 23:00:00;;1,240;1,240;
29.7. 00:00:00;;1,780;1,780;
29.7. 01:00:00;;0,520;0,520;
29.7. 02:00:00;;0,370;0,370;
29.7. 03:00:00;;0,370;0,370;
29.7. 04:00:00;;0,380;0,380;
29.7. 05:00:00;;0,330;0,330;
29.7. 06:00:00;;0,740;0,740;
29.7. 07:00:00;0,440;;0,440;
29.7. 08:00:00;0,470;;0,470;
29.7. 09:00:00;1,340;;1,340;
29.7. 10:00:00;0,270;;0,270;
29.7. 11:00:00;0,610;;0,610;
29.7. 12:00:00;0,550;;0,550;
29.7. 13:00:00;0,650;;0,650;
29.7. 14:00:00;0,620;;0,620;
29.7. 15:00:00;1,680;;1,680;
29.7. 16:00:00;1,280;;1,280;
29.7. 17:00:00;0,830;;0,830;
29.7. 18:00:00;0,680;;0,680;
29.7. 19:00:00;0,640;;0,640;
29.7. 20:00:00;0,650;;0,650;
29.7. 21:00:00;0,600;;0,600;
29.7. 22:00:00;;0,510;0,510;
