Time period;Average power, day;Average power, night;Average power;Temperature
24.3. 05:00:00;;2,370;2,370;
24.3. 06:00:00;;3,180;3,180;
24.3. 07:00:00;2,380;;2,380;
24.3. 08:00:00;1,510;;1,510;
24.3. 09:00:00;1,550;;1,550;
24.3. 10:00:00;2,360;;2,360;
24.3. 11:00:00;1,780;;1,780;
24.3. 12:00:00;1,690;;1,690;
24.3. 13:00:00;1,640;;1,640;
24.3. 14:00:00;1,850;;1,850;
24.3. 15:00:00;1,800;;1,800;
24.3. 16:00:00;3,580;;3,580;
24.3. 17:00:00;1,420;;1,420;
24.3. 18:00:00;1,170;;1,170;
24.3. 19:00:00;1,290;;1,290;
24.3. 20:00:00;2,340;;2,340;
24.3. 21:00:00;2,310;;2,310;
24.3. 22:00:00;;2,500;2,500;
24.3. 23:00:00;;3,120;3,120;
25.3. 00:00:00;;2,380;2,380;0,4
25.3. 01:00:00;;2,380;2,380;
25.3. 02:00:00;;1,770;1,770;
25.3. 03:00:00;;1,390;1,390;
25.3. 04:00:00;;1,320;1,320;
25.3. 05:00:00;;2,260;2,260;
25.3. 06:00:00;;2,830;2,830;
25.3. 07:00:00;2,480;;2,480;
25.3. 08:00:00;2,130;;2,130;
25.3. 09:00:00;1,690;;1,690;
25.3. 10:00:00;1,670;;1,670;
25.3. 11:00:00;1,110;;1,110;
25.3. 12:00:00;2,010;;2,010;
25.3. 13:00:00;2,790;;2,790;
25.3. 14:00:00;2,310;;2,310;
25.3. 15:00:00;2,510;;2,510;
25.3. 16:00:00;3,430;;3,430;
25.3. 17:00:00;2,890;;2,890;
25.3. 18:00:00;1,280;;1,280;
25.3. 19:00:00;1,570;;1,570;
25.3. 20:00:00;2,010;;2,010;
25.3. 21:00:00;1,860;;1,860;
25.3. 22:00:00;;2,300;2,300;
25.3. 23:00:00;;2,880;2,880;
26.3. 00:00:00;;2,710;2,710;4,6
26.3. 01:00:00;;3,120;3,120;
26.3. 02:00:00;;3,680;3,680;
26.3. 04:00:00;;3,410;3,410;
26.3. 05:00:00;;4,730;4,730;
26.3. 06:00:00;;3,540;3,540;
26.3. 07:00:00;2,920;;2,920;
26.3. 08:00:00;3,050;;3,050;
26.3. 09:00:00;1,740;;1,740;
26.3. 10:00:00;2,210;;2,210;
26.3. 11:00:00;2,110;;2,110;
26.3. 12:00:00;2,790;;2,790;
26.3. 13:00:00;4,010;;4,010;
26.3. 14:00:00;3,340;;3,340;
26.3. 15:00:00;1,890;;1,890;
26.3. 16:00:00;2,480;;2,480;
26.3. 17:00:00;2,120;;2,120;
26.3. 18:00:00;3,090;;3,090;
26.3. 19:00:00;4,730;;4,730;
26.3. 20:00:00;3,270;;3,270;
26.3. 21:00:00;1,390;;1,390;
26.3. 22:00:00;;1,130;1,130;
26.3. 23:00:00;;2,070;2,070;
27.3. 00:00:00;;3,220;3,220;
27.3. 01:00:00;;2,510;2,510;
27.3. 02:00:00;;2,600;2,600;
27.3. 03:00:00;;2,510;2,510;
27.3. 04:00:00;;1,930;1,930;
27.3. 05:00:00;;2,210;2,210;
27.3. 06:00:00;;3,030;3,030;
27.3. 07:00:00;3,480;;3,480;
27.3. 08:00:00;2,190;;2,190;
27.3. 09:00:00;1,080;;1,080;
27.3. 10:00:00;1,560;;1,560;
27.3. 11:00:00;1,910;;1,910;
27.3. 12:00:00;1,870;;1,870;
27.3. 13:00:00;0,860;;0,860;
27.3. 14:00:00;0,860;;0,860;
27.3. 15:00:00;1,060;;1,060;
27.3. 16:00:00;2,130;;2,130;
27.3. 17:00:00;2,160;;2,160;
27.3. 18:00:00;0,910;;0,910;
27.3. 19:00:00;2,050;;2,050;
27.3. 20:00:00;2,530;;2,530;
27.3. 21:00:00;1,600;;1,600;
27.3. 22:00:00;;2,080;2,080;
27.3. 23:00:00;;2,390;2,390;
28.3. 00:00:00;;2,470;2,470;
28.3. 01:00:00;;1,940;1,940;
28.3. 02:00:00;;1,900;1,900;
28.3. 03:00:00;;2,260;2,260;
28.3. 04:00:00;;3,430;3,430;
28.3. 05:00:00;;3,050;3,050;
28.3. 06:00:00;;2,930;2,930;
28.3. 07:00:00;2,340;;2,340;
28.3. 08:00:00;2,130;;2,130;
28.3. 09:00:00;2,480;;2,480;
28.3. 10:00:00;2,390;;2,390;
28.3. 11:00:00;1,530;;1,530;
28.3. 12:00:00;1,160;;1,160;
28.3. 13:00:00;1,580;;1,580;
28.3. 14:00:00;1,460;;1,460;
28.3. 15:00:00;1,060;;1,060;
28.3. 16:00:00;0,880;;0,880;
28.3. 17:00:00;0,860;;0,860;
28.3. 18:00:00;1,350;;1,350;
28.3. 19:00:00;2,140;;2,140;
28.3. 20:00:00;2,850;;2,850;
28.3. 21:00:00;1,840;;1,840;
28.3. 22:00:00;;1,150;1,150;
28.3. 23:00:00;;1,940;1,940;
29.3. 00:00:00;;3,430;3,430;
29.3. 01:00:00;;2,240;2,240;
29.3. 02:00:00;;2,350;2,350;
29.3. 03:00:00;;3,520;3,520;
29.3. 04:00:00;;2,970;2,970;
29.3. 05:00:00;;2,850;2,850;
29.3. 06:00:00;;3,280;3,280;
29.3. 07:00:00;1,990;;1,990;
29.3. 08:00:00;1,950;;1,950;
29.3. 09:00:00;1,810;;1,810;
29.3. 10:00:00;1,370;;1,370;
29.3. 11:00:00;1,320;;1,320;
29.3. 12:00:00;1,160;;1,160;
29.3. 13:00:00;2,200;;2,200;
29.3. 14:00:00;1,830;;1,830;
29.3. 15:00:00;1,730;;1,730;
29.3. 16:00:00;2,080;;2,080;
29.3. 17:00:00;1,790;;1,790;
29.3. 18:00:00;1,890;;1,890;
29.3. 19:00:00;1,810;;1,810;
29.3. 20:00:00;1,470;;1,470;
29.3. 21:00:00;1,340;;1,340;
29.3. 22:00:00;;1,690;1,690;
29.3. 23:00:00;;3,090;3,090;
30.3. 00:00:00;;3,780;3,780;
30.3. 01:00:00;;2,590;2,590;
30.3. 02:00:00;;2,740;2,740;
30.3. 03:00:00;;2,660;2,660;
30.3. 04:00:00;;3,450;3,450;
30.3. 05:00:00;;2,960;2,960;
30.3. 06:00:00;;3,340;3,340;
30.3. 07:00:00;2,850;;2,850;
30.3. 08:00:00;3,330;;3,330;
30.3. 09:00:00;2,470;;2,470;
30.3. 10:00:00;1,670;;1,670;
30.3. 11:00:00;1,220;;1,220;
30.3. 12:00:00;1,190;;1,190;
30.3. 13:00:00;1,650;;1,650;
30.3. 14:00:00;1,130;;1,130;
30.3. 15:00:00;1,110;;1,110;
30.3. 16:00:00;2,530;;2,530;
30.3. 17:00:00;2,750;;2,750;
30.3. 18:00:00;2,290;;2,290;
30.3. 19:00:00;2,090;;2,090;
30.3. 20:00:00;1,830;;1,830;
30.3. 21:00:00;1,510;;1,510;
30.3. 22:00:00;;2,170;2,170;
30.3. 23:00:00;;2,910;2,910;
31.3. 00:00:00;;3,710;3,710;
31.3. 01:00:00;;2,620;2,620;
31.3. 02:00:00;;3,860;3,860;
31.3. 03:00:00;;3,590;3,590;
31.3. 04:00:00;;2,240;2,240;
31.3. 05:00:00;;1,760;1,760;
31.3. 06:00:00;;3,070;3,070;
31.3. 07:00:00;3,070;;3,070;
31.3. 08:00:00;2,010;;2,010;
31.3. 09:00:00;1,430;;1,430;
31.3. 10:00:00;1,540;;1,540;
31.3. 11:00:00;2,670;;2,670;
31.3. 12:00:00;2,110;;2,110;
31.3. 13:00:00;1,670;;1,670;
31.3. 14:00:00;1,160;;1,160;
31.3. 15:00:00;1,620;;1,620;
31.3. 16:00:00;1,850;;1,850;
31.3. 17:00:00;1,830;;1,830;
31.3. 18:00:00;1,390;;1,390;
31.3. 19:00:00;2,110;;2,110;
31.3. 20:00:00;2,570;;2,570;
31.3. 21:00:00;2,250;;2,250;
31.3. 22:00:00;;2,040;2,040;
31.3. 23:00:00;;2,170;2,170;
1.4. 00:00:00;;3,240;3,240;
1.4. 01:00:00;;2,910;2,910;
1.4. 02:00:00;;2,550;2,550;
1.4. 03:00:00;;2,500;2,500;
1.4. 04:00:00;;2,850;2,850;
1.4. 05:00:00;;2,970;2,970;
1.4. 06:00:00;;4,930;4,930;
1.4. 07:00:00;3,550;;3,550;
1.4. 08:00:00;1,960;;1,960;
1.4. 09:00:00;2,100;;2,100;
1.4. 10:00:00;3,850;;3,850;
1.4. 11:00:00;2,250;;2,250;
1.4. 12:00:00;2,090;;2,090;
1.4. 13:00:00;4,130;;4,130;
1.4. 14:00:00;4,610;;4,610;
1.4. 15:00:00;3,710;;3,710;
1.4. 16:00:00;2,030;;2,030;
1.4. 17:00:00;3,120;;3,120;
1.4. 18:00:00;6,180;;6,180;
1.4. 19:00:00;5,490;;5,490;
1.4. 20:00:00;1,150;;1,150;
1.4. 21:00:00;1,140;;1,140;
1.4. 22:00:00;;1,560;1,560;
1.4. 23:00:00;;2,350;2,350;
2.4. 00:00:00;;3,490;3,490;
2.4. 01:00:00;;3,110;3,110;
2.4. 02:00:00;;2,570;2,570;
2.4. 03:00:00;;2,960;2,960;
2.4. 04:00:00;;2,220;2,220;
2.4. 05:00:00;;1,930;1,930;
2.4. 06:00:00;;1,930;1,930;
2.4. 07:00:00;2,410;;2,410;
2.4. 08:00:00;3,140;;3,140;
2.4. 09:00:00;2,130;;2,130;
2.4. 10:00:00;1,980;;1,980;
2.4. 11:00:00;2,380;;2,380;
2.4. 12:00:00;2,670;;2,670;
2.4. 13:00:00;3,620;;3,620;
2.4. 14:00:00;1,780;;1,780;
2.4. 15:00:00;0,910;;0,910;
2.4. 16:00:00;1,190;;1,190;
2.4. 17:00:00;3,160;;3,160;
2.4. 18:00:00;2,510;;2,510;
2.4. 19:00:00;1,030;;1,030;
2.4. 20:00:00;2,070;;2,070;
2.4. 21:00:00;1,790;;1,790;
2.4. 22:00:00;;2,260;2,260;
2.4. 23:00:00;;2,720;2,720;
3.4. 00:00:00;;2,460;2,460;
3.4. 01:00:00;;1,910;1,910;
3.4. 02:00:00;;1,900;1,900;
3.4. 03:00:00;;2,090;2,090;
3.4. 04:00:00;;2,960;2,960;
3.4. 05:00:00;;2,190;2,190;
3.4. 06:00:00;;2,440;2,440;
3.4. 07:00:00;2,740;;2,740;
3.4. 08:00:00;3,450;;3,450;
3.4. 09:00:00;2,440;;2,440;
3.4. 10:00:00;1,450;;1,450;
3.4. 11:00:00;1,070;;1,070;
3.4. 12:00:00;1,130;;1,130;
3.4. 13:00:00;1,470;;1,470;
3.4. 14:00:00;1,790;;1,790;
3.4. 15:00:00;1,160;;1,160;
3.4. 16:00:00;1,410;;1,410;
3.4. 17:00:00;1,810;;1,810;
3.4. 18:00:00;2,130;;2,130;
3.4. 19:00:00;2,060;;2,060;
3.4. 20:00:00;1,360;;1,360;
3.4. 21:00:00;2,000;;2,000;
3.4. 22:00:00;;1,130;1,130;
3.4. 23:00:00;;2,030;2,030;
4.4. 00:00:00;;3,590;3,590;
4.4. 01:00:00;;2,660;2,660;
4.4. 02:00:00;;3,220;3,220;
4.4. 03:00:00;;2,850;2,850;
4.4. 04:00:00;;3,720;3,720;
4.4. 05:00:00;;2,790;2,790;
4.4. 06:00:00;;2,860;2,860;
4.4. 07:00:00;2,660;;2,660;
4.4. 08:00:00;2,370;;2,370;
4.4. 09:00:00;1,740;;1,740;
4.4. 10:00:00;1,380;;1,380;
4.4. 11:00:00;1,350;;1,350;
4.4. 12:00:00;2,340;;2,340;
4.4. 13:00:00;2,740;;2,740;
4.4. 14:00:00;1,880;;1,880;
4.4. 15:00:00;0,890;;0,890;
4.4. 16:00:00;0,430;;0,430;
4.4. 17:00:00;0,400;;0,400;
4.4. 18:00:00;1,650;;1,650;
4.4. 19:00:00;1,520;;1,520;
4.4. 20:00:00;0,700;;0,700;
4.4. 21:00:00;1,120;;1,120;
4.4. 22:00:00;;1,820;1,820;
4.4. 23:00:00;;3,070;3,070;
5.4. 00:00:00;;3,610;3,610;
5.4. 01:00:00;;2,000;2,000;
5.4. 02:00:00;;2,030;2,030;
5.4. 03:00:00;;2,620;2,620;
5.4. 04:00:00;;2,770;2,770;
5.4. 05:00:00;;1,800;1,800;
5.4. 06:00:00;;1,280;1,280;
5.4. 07:00:00;1,160;;1,160;
5.4. 08:00:00;1,860;;1,860;
5.4. 09:00:00;2,350;;2,350;
5.4. 10:00:00;1,690;;1,690;
5.4. 11:00:00;1,480;;1,480;
5.4. 12:00:00;1,090;;1,090;
5.4. 13:00:00;1,420;;1,420;
5.4. 14:00:00;1,860;;1,860;
5.4. 15:00:00;1,260;;1,260;
5.4. 16:00:00;1,030;;1,030;
5.4. 17:00:00;0,690;;0,690;
5.4. 18:00:00;1,070;;1,070;
5.4. 19:00:00;2,200;;2,200;
5.4. 20:00:00;2,000;;2,000;
5.4. 21:00:00;1,670;;1,670;
5.4. 22:00:00;;1,590;1,590;
5.4. 23:00:00;;2,570;2,570;
6.4. 00:00:00;;3,730;3,730;
6.4. 01:00:00;;1,700;1,700;
6.4. 02:00:00;;1,300;1,300;
6.4. 03:00:00;;1,630;1,630;
6.4. 04:00:00;;1,350;1,350;
6.4. 05:00:00;;2,120;2,120;
6.4. 06:00:00;;1,940;1,940;
6.4. 07:00:00;2,860;;2,860;
6.4. 08:00:00;2,260;;2,260;
6.4. 09:00:00;1,610;;1,610;
6.4. 10:00:00;1,730;;1,730;
6.4. 11:00:00;1,060;;1,060;
6.4. 12:00:00;1,120;;1,120;
6.4. 13:00:00;1,220;;1,220;
6.4. 14:00:00;1,150;;1,150;
6.4. 15:00:00;1,520;;1,520;
6.4. 16:00:00;0,530;;0,530;
6.4. 17:00:00;1,690;;1,690;
6.4. 18:00:00;1,750;;1,750;
6.4. 19:00:00;1,730;;1,730;
6.4. 20:00:00;1,780;;1,780;
6.4. 21:00:00;3,310;;3,310;
6.4. 22:00:00;;1,610;1,610;
6.4. 23:00:00;;1,730;1,730;
7.4. 00:00:00;;2,320;2,320;
7.4. 01:00:00;;1,470;1,470;
7.4. 02:00:00;;1,390;1,390;
7.4. 03:00:00;;1,390;1,390;
7.4. 04:00:00;;1,650;1,650;
7.4. 05:00:00;;1,880;1,880;
7.4. 06:00:00;;1,990;1,990;
7.4. 07:00:00;1,760;;1,760;
7.4. 08:00:00;2,590;;2,590;
7.4. 09:00:00;1,720;;1,720;
7.4. 10:00:00;1,060;;1,060;
7.4. 11:00:00;0,990;;0,990;
7.4. 12:00:00;1,390;;1,390;
7.4. 13:00:00;1,580;;1,580;
7.4. 14:00:00;1,380;;1,380;
7.4. 15:00:00;1,570;;1,570;
7.4. 16:00:00;1,500;;1,500;
7.4. 17:00:00;1,470;;1,470;
7.4. 18:00:00;1,630;;1,630;
7.4. 19:00:00;1,120;;1,120;
7.4. 20:00:00;1,840;;1,840;
7.4. 21:00:00;1,200;;1,200;
7.4. 22:00:00;;1,130;1,130;
7.4. 23:00:00;;2,570;2,570;
8.4. 00:00:00;;3,040;3,040;
8.4. 01:00:00;;2,520;2,520;
8.4. 02:00:00;;2,030;2,030;
8.4. 03:00:00;;2,740;2,740;
8.4. 04:00:00;;2,330;2,330;
8.4. 05:00:00;;1,440;1,440;
8.4. 06:00:00;;1,660;1,660;
8.4. 07:00:00;1,920;;1,920;
8.4. 08:00:00;1,890;;1,890;
8.4. 09:00:00;2,830;;2,830;
8.4. 10:00:00;1,100;;1,100;
8.4. 11:00:00;1,660;;1,660;
8.4. 12:00:00;1,980;;1,980;
8.4. 13:00:00;2,140;;2,140;
8.4. 14:00:00;1,930;;1,930;
8.4. 15:00:00;0,890;;0,890;
8.4. 16:00:00;2,200;;2,200;
8.4. 17:00:00;2,650;;2,650;
8.4. 18:00:00;1,770;;1,770;
8.4. 19:00:00;0,870;;0,870;
8.4. 20:00:00;1,310;;1,310;
8.4. 21:00:00;1,810;;1,810;
8.4. 22:00:00;;2,440;2,440;
8.4. 23:00:00;;3,300;3,300;
9.4. 00:00:00;;3,150;3,150;
9.4. 01:00:00;;2,090;2,090;
9.4. 02:00:00;;2,510;2,510;
9.4. 03:00:00;;2,150;2,150;
9.4. 04:00:00;;2,730;2,730;
9.4. 05:00:00;;1,820;1,820;
9.4. 06:00:00;;1,930;1,930;
9.4. 07:00:00;1,910;;1,910;
9.4. 08:00:00;2,250;;2,250;
9.4. 09:00:00;1,860;;1,860;
9.4. 10:00:00;2,480;;2,480;
9.4. 11:00:00;1,800;;1,800;
9.4. 12:00:00;2,240;;2,240;
9.4. 13:00:00;1,530;;1,530;
9.4. 14:00:00;1,330;;1,330;
9.4. 15:00:00;2,630;;2,630;
9.4. 16:00:00;1,160;;1,160;
9.4. 17:00:00;1,160;;1,160;
9.4. 18:00:00;1,560;;1,560;
9.4. 19:00:00;1,140;;1,140;
9.4. 20:00:00;0,830;;0,830;
9.4. 21:00:00;1,170;;1,170;
9.4. 22:00:00;;1,090;1,090;
9.4. 23:00:00;;2,450;2,450;
10.4. 00:00:00;;2,570;2,570;
10.4. 01:00:00;;1,870;1,870;
10.4. 02:00:00;;2,410;2,410;
10.4. 03:00:00;;3,030;3,030;
10.4. 04:00:00;;3,290;3,290;
10.4. 05:00:00;;2,650;2,650;
10.4. 06:00:00;;2,540;2,540;
10.4. 07:00:00;2,220;;2,220;
10.4. 08:00:00;2,850;;2,850;
10.4. 09:00:00;1,730;;1,730;
10.4. 10:00:00;0,980;;0,980;
10.4. 11:00:00;0,890;;0,890;
10.4. 12:00:00;0,930;;0,930;
10.4. 13:00:00;1,040;;1,040;
10.4. 14:00:00;1,570;;1,570;
10.4. 15:00:00;1,210;;1,210;
10.4. 16:00:00;1,910;;1,910;
10.4. 17:00:00;0,470;;0,470;
10.4. 18:00:00;0,730;;0,730;
10.4. 19:00:00;1,430;;1,430;
10.4. 20:00:00;1,270;;1,270;
10.4. 21:00:00;1,930;;1,930;
10.4. 22:00:00;;1,350;1,350;
10.4. 23:00:00;;1,760;1,760;
11.4. 00:00:00;;2,940;2,940;
11.4. 01:00:00;;2,440;2,440;
11.4. 02:00:00;;2,440;2,440;
11.4. 03:00:00;;2,830;2,830;
11.4. 04:00:00;;2,060;2,060;
11.4. 05:00:00;;2,470;2,470;
11.4. 06:00:00;;2,220;2,220;
11.4. 07:00:00;1,810;;1,810;
11.4. 08:00:00;1,430;;1,430;
11.4. 09:00:00;1,350;;1,350;
11.4. 10:00:00;2,130;;2,130;
11.4. 11:00:00;1,680;;1,680;
11.4. 12:00:00;1,140;;1,140;
11.4. 13:00:00;1,390;;1,390;
11.4. 14:00:00;1,690;;1,690;
11.4. 15:00:00;1,290;;1,290;
11.4. 16:00:00;1,950;;1,950;
11.4. 17:00:00;1,260;;1,260;
11.4. 18:00:00;1,030;;1,030;
11.4. 19:00:00;1,440;;1,440;
11.4. 20:00:00;1,860;;1,860;
11.4. 21:00:00;1,220;;1,220;
11.4. 22:00:00;;1,160;1,160;
11.4. 23:00:00;;2,190;2,190;
12.4. 00:00:00;;3,380;3,380;
12.4. 01:00:00;;3,170;3,170;
12.4. 02:00:00;;1,850;1,850;
12.4. 03:00:00;;1,550;1,550;
12.4. 04:00:00;;1,060;1,060;
12.4. 05:00:00;;1,900;1,900;
12.4. 06:00:00;;1,780;1,780;
12.4. 07:00:00;1,720;;1,720;
12.4. 08:00:00;1,660;;1,660;
12.4. 09:00:00;1,660;;1,660;
12.4. 10:00:00;2,560;;2,560;
12.4. 11:00:00;2,250;;2,250;
12.4. 12:00:00;1,530;;1,530;
12.4. 13:00:00;1,100;;1,100;
12.4. 14:00:00;1,520;;1,520;
12.4. 15:00:00;0,930;;0,930;
12.4. 16:00:00;1,530;;1,530;
12.4. 17:00:00;0,820;;0,820;
12.4. 18:00:00;0,870;;0,870;
12.4. 19:00:00;2,230;;2,230;
12.4. 20:00:00;1,860;;1,860;
12.4. 21:00:00;1,730;;1,730;
12.4. 22:00:00;;1,170;1,170;
12.4. 23:00:00;;1,940;1,940;
13.4. 00:00:00;;3,510;3,510;
13.4. 01:00:00;;2,250;2,250;
13.4. 02:00:00;;2,550;2,550;
13.4. 03:00:00;;3,040;3,040;
13.4. 04:00:00;;2,780;2,780;
13.4. 05:00:00;;3,450;3,450;
13.4. 06:00:00;;2,910;2,910;
13.4. 07:00:00;3,190;;3,190;
13.4. 08:00:00;2,190;;2,190;
13.4. 09:00:00;1,930;;1,930;
13.4. 10:00:00;1,190;;1,190;
13.4. 11:00:00;0,950;;0,950;
13.4. 12:00:00;0,990;;0,990;
13.4. 13:00:00;1,370;;1,370;
13.4. 14:00:00;2,170;;2,170;
13.4. 15:00:00;2,340;;2,340;
13.4. 16:00:00;2,180;;2,180;
13.4. 17:00:00;1,680;;1,680;
13.4. 18:00:00;1,220;;1,220;
13.4. 19:00:00;1,610;;1,610;
13.4. 20:00:00;1,250;;1,250;
13.4. 21:00:00;1,460;;1,460;
13.4. 22:00:00;;1,300;1,300;
13.4. 23:00:00;;2,760;2,760;
14.4. 00:00:00;;3,640;3,640;
14.4. 01:00:00;;3,020;3,020;
14.4. 02:00:00;;3,300;3,300;
14.4. 03:00:00;;3,710;3,710;
14.4. 04:00:00;;3,440;3,440;
14.4. 05:00:00;;2,790;2,790;
14.4. 06:00:00;;2,730;2,730;
14.4. 07:00:00;2,670;;2,670;
14.4. 08:00:00;2,040;;2,040;
14.4. 09:00:00;2,520;;2,520;
14.4. 10:00:00;1,890;;1,890;
14.4. 11:00:00;1,980;;1,980;
14.4. 12:00:00;2,760;;2,760;
14.4. 13:00:00;3,700;;3,700;
14.4. 14:00:00;3,220;;3,220;
14.4. 15:00:00;1,630;;1,630;
14.4. 16:00:00;1,050;;1,050;
14.4. 17:00:00;1,110;;1,110;
14.4. 18:00:00;3,510;;3,510;
14.4. 19:00:00;5,470;;5,470;
14.4. 20:00:00;2,830;;2,830;
14.4. 21:00:00;1,910;;1,910;
14.4. 22:00:00;;1,600;1,600;
14.4. 23:00:00;;2,520;2,520;
15.4. 00:00:00;;2,930;2,930;
15.4. 01:00:00;;2,570;2,570;
15.4. 02:00:00;;3,410;3,410;
15.4. 03:00:00;;3,560;3,560;
15.4. 04:00:00;;4,980;4,980;
15.4. 05:00:00;;4,640;4,640;
15.4. 06:00:00;;3,470;3,470;
15.4. 07:00:00;3,420;;3,420;
15.4. 08:00:00;2,730;;2,730;
15.4. 09:00:00;2,380;;2,380;
15.4. 10:00:00;1,590;;1,590;
15.4. 11:00:00;4,070;;4,070;
15.4. 12:00:00;1,900;;1,900;
15.4. 13:00:00;1,900;;1,900;
15.4. 14:00:00;1,750;;1,750;
15.4. 15:00:00;1,650;;1,650;
15.4. 16:00:00;1,330;;1,330;
15.4. 17:00:00;1,210;;1,210;
15.4. 18:00:00;1,310;;1,310;
15.4. 19:00:00;0,940;;0,940;
15.4. 20:00:00;1,040;;1,040;
15.4. 21:00:00;1,060;;1,060;
15.4. 22:00:00;;1,520;1,520;
15.4. 23:00:00;;2,810;2,810;
16.4. 00:00:00;;4,310;4,310;
16.4. 01:00:00;;3,030;3,030;
16.4. 02:00:00;;2,040;2,040;
16.4. 03:00:00;;1,980;1,980;
16.4. 04:00:00;;1,880;1,880;
16.4. 05:00:00;;1,660;1,660;
16.4. 06:00:00;;1,290;1,290;
16.4. 07:00:00;2,260;;2,260;
16.4. 08:00:00;2,600;;2,600;
16.4. 09:00:00;1,980;;1,980;
16.4. 10:00:00;1,880;;1,880;
16.4. 11:00:00;1,730;;1,730;
16.4. 12:00:00;2,330;;2,330;
16.4. 13:00:00;1,870;;1,870;
16.4. 14:00:00;0,940;;0,940;
16.4. 15:00:00;1,310;;1,310;
16.4. 16:00:00;1,770;;1,770;
16.4. 17:00:00;1,620;;1,620;
16.4. 18:00:00;3,170;;3,170;
16.4. 19:00:00;3,410;;3,410;
16.4. 20:00:00;2,760;;2,760;
16.4. 21:00:00;1,810;;1,810;
16.4. 22:00:00;;1,780;1,780;
16.4. 23:00:00;;2,680;2,680;
17.4. 00:00:00;;3,490;3,490;
17.4. 01:00:00;;2,250;2,250;
17.4. 02:00:00;;3,100;3,100;
17.4. 03:00:00;;3,190;3,190;
17.4. 04:00:00;;4,530;4,530;
17.4. 05:00:00;;5,490;5,490;
17.4. 06:00:00;;2,820;2,820;
17.4. 07:00:00;2,200;;2,200;
17.4. 08:00:00;3,380;;3,380;
17.4. 09:00:00;2,920;;2,920;
17.4. 10:00:00;2,840;;2,840;
17.4. 11:00:00;3,060;;3,060;
17.4. 12:00:00;3,830;;3,830;
17.4. 13:00:00;3,220;;3,220;
17.4. 14:00:00;2,990;;2,990;
17.4. 15:00:00;3,260;;3,260;
17.4. 16:00:00;2,240;;2,240;
17.4. 17:00:00;2,480;;2,480;
17.4. 18:00:00;2,500;;2,500;
17.4. 19:00:00;1,990;;1,990;
17.4. 20:00:00;1,070;;1,070;
17.4. 21:00:00;1,310;;1,310;
17.4. 22:00:00;;1,860;1,860;
17.4. 23:00:00;;2,910;2,910;
18.4. 00:00:00;;4,120;4,120;
18.4. 01:00:00;;2,220;2,220;
18.4. 02:00:00;;2,760;2,760;
18.4. 03:00:00;;2,570;2,570;
18.4. 04:00:00;;2,230;2,230;
18.4. 05:00:00;;2,990;2,990;
18.4. 06:00:00;;3,170;3,170;
18.4. 07:00:00;3,420;;3,420;
18.4. 08:00:00;2,330;;2,330;
18.4. 09:00:00;2,600;;2,600;
18.4. 10:00:00;1,260;;1,260;
18.4. 11:00:00;1,070;;1,070;
18.4. 12:00:00;1,040;;1,040;
18.4. 13:00:00;1,430;;1,430;
18.4. 14:00:00;1,350;;1,350;
18.4. 15:00:00;0,920;;0,920;
18.4. 16:00:00;1,520;;1,520;
18.4. 17:00:00;1,510;;1,510;
18.4. 18:00:00;1,790;;1,790;
18.4. 19:00:00;2,180;;2,180;
18.4. 20:00:00;1,130;;1,130;
18.4. 21:00:00;1,430;;1,430;
18.4. 22:00:00;;1,290;1,290;
18.4. 23:00:00;;2,360;2,360;
19.4. 00:00:00;;3,780;3,780;
19.4. 01:00:00;;3,170;3,170;
19.4. 02:00:00;;3,430;3,430;
19.4. 03:00:00;;3,370;3,370;
19.4. 04:00:00;;3,190;3,190;
19.4. 05:00:00;;3,200;3,200;
19.4. 06:00:00;;2,360;2,360;
19.4. 07:00:00;2,210;;2,210;
19.4. 08:00:00;1,960;;1,960;
19.4. 09:00:00;1,860;;1,860;
19.4. 10:00:00;1,530;;1,530;
19.4. 11:00:00;1,660;;1,660;
19.4. 12:00:00;2,290;;2,290;
19.4. 13:00:00;2,240;;2,240;
19.4. 14:00:00;1,200;;1,200;
19.4. 15:00:00;1,080;;1,080;
19.4. 16:00:00;0,800;;0,800;
19.4. 17:00:00;0,920;;0,920;
19.4. 18:00:00;1,670;;1,670;
19.4. 19:00:00;1,030;;1,030;
19.4. 20:00:00;0,850;;0,850;
19.4. 21:00:00;1,580;;1,580;
19.4. 22:00:00;;1,710;1,710;
19.4. 23:00:00;;2,930;2,930;
20.4. 00:00:00;;3,130;3,130;
20.4. 01:00:00;;2,130;2,130;
20.4. 02:00:00;;2,380;2,380;
20.4. 03:00:00;;2,620;2,620;
20.4. 04:00:00;;3,340;3,340;
20.4. 05:00:00;;3,090;3,090;
20.4. 06:00:00;;2,150;2,150;
20.4. 07:00:00;2,200;;2,200;
20.4. 08:00:00;2,450;;2,450;
20.4. 09:00:00;2,160;;2,160;
20.4. 10:00:00;1,110;;1,110;
20.4. 11:00:00;0,970;;0,970;
20.4. 12:00:00;0,980;;0,980;
20.4. 13:00:00;1,540;;1,540;
20.4. 14:00:00;1,070;;1,070;
20.4. 15:00:00;0,900;;0,900;
20.4. 16:00:00;1,570;;1,570;
20.4. 17:00:00;2,400;;2,400;
20.4. 18:00:00;2,550;;2,550;
20.4. 19:00:00;3,510;;3,510;
20.4. 20:00:00;2,890;;2,890;
20.4. 21:00:00;1,300;;1,300;
20.4. 22:00:00;;1,210;1,210;
