Time period;Average power, day;Average power, night;Average power;Temperature
21.3. 02:00:00;;3,370;3,370;
21.3. 03:00:00;;3,280;3,280;
21.3. 04:00:00;;5,040;5,040;
21.3. 05:00:00;;5,130;5,130;
21.3. 06:00:00;;3,740;3,740;
21.3. 07:00:00;4,190;;4,190;
21.3. 08:00:00;2,490;;2,490;
21.3. 09:00:00;1,840;;1,840;
21.3. 10:00:00;1,750;;1,750;
21.3. 11:00:00;1,750;;1,750;
21.3. 12:00:00;3,100;;3,100;
21.3. 13:00:00;3,380;;3,380;
21.3. 14:00:00;2,430;;2,430;
21.3. 15:00:00;2,320;;2,320;
21.3. 16:00:00;1,900;;1,900;
21.3. 17:00:00;2,860;;2,860;
21.3. 18:00:00;2,480;;2,480;
21.3. 19:00:00;3,010;;3,010;
21.3. 20:00:00;2,150;;2,150;
21.3. 21:00:00;2,400;;2,400;
21.3. 22:00:00;;3,010;3,010;
21.3. 23:00:00;;4,450;4,450;
22.3. 00:00:00;;3,130;3,130;-0,6
22.3. 01:00:00;;1,700;1,700;
22.3. 02:00:00;;2,040;2,040;
22.3. 03:00:00;;1,600;1,600;
22.3. 04:00:00;;1,640;1,640;
22.3. 05:00:00;;2,500;2,500;
22.3. 06:00:00;;3,190;3,190;
22.3. 07:00:00;3,000;;3,000;
22.3. 08:00:00;2,150;;2,150;
22.3. 09:00:00;2,310;;2,310;
22.3. 10:00:00;2,230;;2,230;
22.3. 11:00:00;1,560;;1,560;
22.3. 12:00:00;2,300;;2,300;
22.3. 13:00:00;1,810;;1,810;
22.3. 14:00:00;1,680;;1,680;
22.3. 15:00:00;1,370;;1,370;
22.3. 16:00:00;1,440;;1,440;
22.3. 17:00:00;1,730;;1,730;
22.3. 18:00:00;2,490;;2,490;
22.3. 19:00:00;2,470;;2,470;
22.3. 20:00:00;2,570;;2,570;
22.3. 21:00:00;1,490;;1,490;
22.3. 22:00:00;;1,610;1,610;
22.3. 23:00:00;;2,710;2,710;
23.3. 00:00:00;;2,180;2,180;-5,1
23.3. 01:00:00;;2,520;2,520;
23.3. 02:00:00;;2,980;2,980;
23.3. 03:00:00;;2,570;2,570;
23.3. 04:00:00;;2,340;2,340;
23.3. 05:00:00;;2,790;2,790;
23.3. 06:00:00;;2,620;2,620;
23.3. 07:00:00;2,390;;2,390;
23.3. 08:00:00;1,640;;1,640;
23.3. 09:00:00;1,970;;1,970;
23.3. 10:00:00;1,480;;1,480;
23.3. 11:00:00;1,540;;1,540;
23.3. 12:00:00;1,500;;1,500;
23.3. 13:00:00;1,450;;1,450;
23.3. 14:00:00;2,200;;2,200;
23.3. 15:00:00;2,550;;2,550;
23.3. 16:00:00;2,500;;2,500;
23.3. 17:00:00;1,330;;1,330;
23.3. 18:00:00;1,700;;1,700;
23.3. 19:00:00;1,840;;1,840;
23.3. 20:00:00;2,860;;2,860;
23.3. 21:00:00;2,000;;2,000;
23.3. 22:00:00;;2,460;2,460;
23.3. 23:00:00;;3,040;3,040;
24.3. 00:00:00;;2,370;2,370;-1,9
24.3. 01:00:00;;2,650;2,650;
24.3. 02:00:00;;2,970;2,970;
24.3. 03:00:00;;2,690;2,690;
24.3. 04:00:00;;2,710;2,710;
24.3. 05:00:00;;3,530;3,530;
24.3. 06:00:00;;1,620;1,620;
24.3. 07:00:00;1,680;;1,680;
24.3. 08:00:00;1,560;;1,560;
24.3. 09:00:00;2,080;;2,080;
24.3. 10:00:00;2,100;;2,100;
24.3. 11:00:00;1,970;;1,970;
24.3. 12:00:00;2,030;;2,030;
24.3. 13:00:00;1,840;;1,840;
24.3. 14:00:00;1,390;;1,390;
24.3. 15:00:00;1,060;;1,060;
24.3. 16:00:00;1,050;;1,050;
24.3. 17:00:00;1,270;;1,270;
24.3. 18:00:00;1,480;;1,480;
24.3. 19:00:00;2,180;;2,180;
24.3. 20:00:00;2,490;;2,490;
24.3. 21:00:00;1,880;;1,880;
24.3. 22:00:00;;2,160;2,160;
24.3. 23:00:00;;2,740;2,740;
25.3. 00:00:00;;1,230;1,230;1,4
25.3. 01:00:00;;1,710;1,710;
25.3. 02:00:00;;1,190;1,190;
25.3. 04:00:00;;1,710;1,710;
25.3. 05:00:00;;1,590;1,590;
25.3. 06:00:00;;2,230;2,230;
25.3. 07:00:00;2,010;;2,010;
25.3. 08:00:00;2,320;;2,320;
25.3. 09:00:00;1,660;;1,660;
25.3. 10:00:00;1,120;;1,120;
25.3. 11:00:00;1,220;;1,220;
25.3. 12:00:00;1,570;;1,570;
25.3. 13:00:00;1,360;;1,360;
25.3. 14:00:00;0,880;;0,880;
25.3. 15:00:00;0,770;;0,770;
25.3. 16:00:00;0,860;;0,860;
25.3. 17:00:00;1,380;;1,380;
25.3. 18:00:00;1,360;;1,360;
25.3. 19:00:00;1,520;;1,520;
25.3. 20:00:00;1,720;;1,720;
25.3. 21:00:00;1,320;;1,320;
25.3. 22:00:00;;1,840;1,840;
25.3. 23:00:00;;1,790;1,790;
26.3. 00:00:00;;2,130;2,130;
26.3. 01:00:00;;1,480;1,480;
26.3. 02:00:00;;1,470;1,470;
26.3. 03:00:00;;2,280;2,280;
26.3. 04:00:00;;2,220;2,220;
26.3. 05:00:00;;2,670;2,670;
26.3. 06:00:00;;3,500;3,500;
26.3. 07:00:00;2,330;;2,330;
26.3. 08:00:00;1,820;;1,820;
26.3. 09:00:00;1,720;;1,720;
26.3. 10:00:00;1,670;;1,670;
26.3. 11:00:00;1,610;;1,610;
26.3. 12:00:00;1,530;;1,530;
26.3. 13:00:00;2,390;;2,390;
26.3. 14:00:00;3,140;;3,140;
26.3. 15:00:00;2,220;;2,220;
26.3. 16:00:00;1,180;;1,180;
26.3. 17:00:00;1,170;;1,170;
26.3. 18:00:00;1,140;;1,140;
26.3. 19:00:00;1,150;;1,150;
26.3. 20:00:00;1,270;;1,270;
26.3. 21:00:00;1,490;;1,490;
26.3. 22:00:00;;2,530;2,530;
26.3. 23:00:00;;2,900;2,900;
27.3. 00:00:00;;4,000;4,000;
27.3. 01:00:00;;2,500;2,500;
27.3. 02:00:00;;2,200;2,200;
27.3. 03:00:00;;1,990;1,990;
27.3. 04:00:00;;2,750;2,750;
27.3. 05:00:00;;2,840;2,840;
27.3. 06:00:00;;2,060;2,060;
27.3. 07:00:00;4,680;;4,680;
27.3. 08:00:00;4,990;;4,990;
27.3. 09:00:00;2,660;;2,660;
27.3. 10:00:00;2,300;;2,300;
27.3. 11:00:00;2,400;;2,400;
27.3. 12:00:00;1,600;;1,600;
27.3. 13:00:00;1,470;;1,470;
27.3. 14:00:00;1,470;;1,470;
27.3. 15:00:00;2,060;;2,060;
27.3. 16:00:00;2,350;;2,350;
27.3. 17:00:00;2,510;;2,510;
27.3. 18:00:00;2,150;;2,150;
27.3. 19:00:00;1,650;;1,650;
27.3. 20:00:00;1,560;;1,560;
27.3. 21:00:00;1,700;;1,700;
27.3. 22:00:00;;1,710;1,710;
27.3. 23:00:00;;2,190;2,190;
28.3. 00:00:00;;4,500;4,500;
28.3. 01:00:00;;3,010;3,010;
28.3. 02:00:00;;3,190;3,190;
28.3. 03:00:00;;2,620;2,620;
28.3. 04:00:00;;2,730;2,730;
28.3. 05:00:00;;2,180;2,180;
28.3. 06:00:00;;3,060;3,060;
28.3. 07:00:00;4,870;;4,870;
28.3. 08:00:00;4,010;;4,010;
28.3. 09:00:00;1,930;;1,930;
28.3. 10:00:00;2,400;;2,400;
28.3. 11:00:00;2,400;;2,400;
28.3. 12:00:00;2,770;;2,770;
28.3. 13:00:00;1,540;;1,540;
28.3. 14:00:00;1,560;;1,560;
28.3. 15:00:00;1,700;;1,700;
28.3. 16:00:00;1,370;;1,370;
28.3. 17:00:00;1,060;;1,060;
28.3. 18:00:00;1,660;;1,660;
28.3. 19:00:00;2,310;;2,310;
28.3. 20:00:00;1,880;;1,880;
28.3. 21:00:00;1,840;;1,840;
28.3. 22:00:00;;1,450;1,450;
28.3. 23:00:00;;2,210;2,210;
29.3. 00:00:00;;3,590;3,590;
29.3. 01:00:00;;2,110;2,110;
29.3. 02:00:00;;2,880;2,880;
29.3. 03:00:00;;2,320;2,320;
29.3. 04:00:00;;2,960;2,960;
29.3. 05:00:00;;2,440;2,440;
29.3. 06:00:00;;3,060;3,060;
29.3. 07:00:00;3,110;;3,110;
29.3. 08:00:00;3,480;;3,480;
29.3. 09:00:00;2,250;;2,250;
29.3. 10:00:00;1,720;;1,720;
29.3. 11:00:00;1,610;;1,610;
29.3. 12:00:00;1,620;;1,620;
29.3. 13:00:00;2,010;;2,010;
29.3. 14:00:00;2,170;;2,170;
29.3. 15:00:00;2,250;;2,250;
29.3. 16:00:00;1,540;;1,540;
29.3. 17:00:00;1,020;;1,020;
29.3. 18:00:00;0,910;;0,910;
29.3. 19:00:00;1,160;;1,160;
29.3. 20:00:00;1,390;;1,390;
29.3. 21:00:00;1,430;;1,430;
29.3. 22:00:00;;2,700;2,700;
29.3. 23:00:00;;2,670;2,670;
30.3. 00:00:00;;3,680;3,680;
30.3. 01:00:00;;2,380;2,380;
30.3. 02:00:00;;2,620;2,620;
30.3. 03:00:00;;1,770;1,770;
30.3. 04:00:00;;2,220;2,220;
30.3. 05:00:00;;2,810;2,810;
30.3. 06:00:00;;2,320;2,320;
30.3. 07:00:00;3,470;;3,470;
30.3. 08:00:00;4,040;;4,040;
30.3. 09:00:00;2,960;;2,960;
30.3. 10:00:00;2,200;;2,200;
30.3. 11:00:00;2,020;;2,020;
30.3. 12:00:00;1,820;;1,820;
30.3. 13:00:00;1,290;;1,290;
30.3. 14:00:00;1,040;;1,040;
30.3. 15:00:00;0,920;;0,920;
30.3. 16:00:00;1,440;;1,440;
30.3. 17:00:00;1,500;;1,500;
30.3. 18:00:00;1,790;;1,790;
30.3. 19:00:00;2,530;;2,530;
30.3. 20:00:00;1,740;;1,740;
30.3. 21:00:00;1,420;;1,420;
30.3. 22:00:00;;1,660;1,660;
30.3. 23:00:00;;1,920;1,920;
31.3. 00:00:00;;2,770;2,770;
31.3. 01:00:00;;1,920;1,920;
31.3. 02:00:00;;3,030;3,030;
31.3. 03:00:00;;3,590;3,590;
31.3. 04:00:00;;3,700;3,700;
31.3. 05:00:00;;2,080;2,080;
31.3. 06:00:00;;2,420;2,420;
31.3. 07:00:00;2,540;;2,540;
31.3. 08:00:00;2,180;;2,180;
31.3. 09:00:00;2,340;;2,340;
31.3. 10:00:00;2,700;;2,700;
31.3. 11:00:00;2,740;;2,740;
31.3. 12:00:00;2,200;;2,200;
31.3. 13:00:00;1,350;;1,350;
31.3. 14:00:00;1,080;;1,080;
31.3. 15:00:00;1,360;;1,360;
31.3. 16:00:00;1,270;;1,270;
31.3. 17:00:00;0,820;;0,820;
31.3. 18:00:00;0,830;;0,830;
31.3. 19:00:00;1,500;;1,500;
31.3. 20:00:00;2,400;;2,400;
31.3. 21:00:00;2,970;;2,970;
31.3. 22:00:00;;2,600;2,600;
31.3. 23:00:00;;2,060;2,060;
1.4. 00:00:00;;4,440;4,440;
1.4. 01:00:00;;2,670;2,670;
1.4. 02:00:00;;3,100;3,100;
1.4. 03:00:00;;2,690;2,690;
1.4. 04:00:00;;2,940;2,940;
1.4. 05:00:00;;4,260;4,260;
1.4. 06:00:00;;3,920;3,920;
1.4. 07:00:00;4,270;;4,270;
1.4. 08:00:00;3,960;;3,960;
1.4. 09:00:00;1,840;;1,840;
1.4. 10:00:00;1,940;;1,940;
1.4. 11:00:00;3,260;;3,260;
1.4. 12:00:00;2,200;;2,200;
1.4. 13:00:00;0,730;;0,730;
1.4. 14:00:00;2,340;;2,340;
1.4. 15:00:00;3,470;;3,470;
1.4. 16:00:00;1,920;;1,920;
1.4. 17:00:00;1,430;;1,430;
1.4. 18:00:00;0,560;;0,560;
1.4. 19:00:00;1,250;;1,250;
1.4. 20:00:00;0,760;;0,760;
1.4. 21:00:00;0,700;;0,700;
1.4. 22:00:00;;1,400;1,400;
1.4. 23:00:00;;2,160;2,160;
2.4. 00:00:00;;4,570;4,570;
2.4. 01:00:00;;3,310;3,310;
2.4. 02:00:00;;2,730;2,730;
2.4. 03:00:00;;2,120;2,120;
2.4. 04:00:00;;2,550;2,550;
2.4. 05:00:00;;2,110;2,110;
2.4. 06:00:00;;2,170;2,170;
2.4. 07:00:00;2,180;;2,180;
2.4. 08:00:00;1,590;;1,590;
2.4. 09:00:00;2,440;;2,440;
2.4. 10:00:00;2,390;;2,390;
2.4. 11:00:00;3,240;;3,240;
2.4. 12:00:00;2,020;;2,020;
2.4. 13:00:00;1,330;;1,330;
2.4. 14:00:00;1,040;;1,040;
2.4. 15:00:00;2,260;;2,260;
2.4. 16:00:00;2,050;;2,050;
2.4. 17:00:00;2,110;;2,110;
2.4. 18:00:00;1,300;;1,300;
2.4. 19:00:00;1,560;;1,560;
2.4. 20:00:00;2,490;;2,490;
2.4. 21:00:00;2,900;;2,900;
2.4. 22:00:00;;2,330;2,330;
2.4. 23:00:00;;2,010;2,010;
3.4. 00:00:00;;2,770;2,770;
3.4. 01:00:00;;2,270;2,270;
3.4. 02:00:00;;2,340;2,340;
3.4. 03:00:00;;2,490;2,490;
3.4. 04:00:00;;2,840;2,840;
3.4. 05:00:00;;3,080;3,080;
3.4. 06:00:00;;2,810;2,810;
3.4. 07:00:00;3,860;;3,860;
3.4. 08:00:00;2,830;;2,830;
3.4. 09:00:00;1,670;;1,670;
3.4. 10:00:00;1,400;;1,400;
3.4. 11:00:00;1,320;;1,320;
3.4. 12:00:00;1,230;;1,230;
3.4. 13:00:00;1,130;;1,130;
3.4. 14:00:00;1,050;;1,050;
3.4. 15:00:00;1,070;;1,070;
3.4. 16:00:00;1,280;;1,280;
3.4. 17:00:00;2,140;;2,140;
3.4. 18:00:00;1,480;;1,480;
3.4. 19:00:00;1,940;;1,940;
3.4. 20:00:00;2,410;;2,410;
3.4. 21:00:00;1,990;;1,990;
3.4. 22:00:00;;1,370;1,370;
3.4. 23:00:00;;1,840;1,840;
4.4. 00:00:00;;3,180;3,180;
4.4. 01:00:00;;2,640;2,640;
4.4. 02:00:00;;2,670;2,670;
4.4. 03:00:00;;3,630;3,630;
4.4. 04:00:00;;3,420;3,420;
4.4. 05:00:00;;3,980;3,980;
4.4. 06:00:00;;4,110;4,110;
4.4. 07:00:00;3,750;;3,750;
4.4. 08:00:00;2,440;;2,440;
4.4. 09:00:00;1,690;;1,690;
4.4. 10:00:00;1,490;;1,490;
4.4. 11:00:00;1,530;;1,530;
4.4. 12:00:00;1,700;;1,700;
4.4. 13:00:00;1,600;;1,600;
4.4. 14:00:00;1,640;;1,640;
4.4. 15:00:00;1,620;;1,620;
4.4. 16:00:00;1,520;;1,520;
4.4. 17:00:00;2,630;;2,630;
4.4. 18:00:00;2,830;;2,830;
4.4. 19:00:00;1,690;;1,690;
4.4. 20:00:00;2,060;;2,060;
4.4. 21:00:00;1,340;;1,340;
4.4. 22:00:00;;1,890;1,890;
4.4. 23:00:00;;1,710;1,710;
5.4. 00:00:00;;3,080;3,080;
5.4. 01:00:00;;2,570;2,570;
5.4. 02:00:00;;2,110;2,110;
5.4. 03:00:00;;1,880;1,880;
5.4. 04:00:00;;2,070;2,070;
5.4. 05:00:00;;1,560;1,560;
5.4. 06:00:00;;1,350;1,350;
5.4. 07:00:00;1,180;;1,180;
5.4. 08:00:00;1,830;;1,830;
5.4. 09:00:00;1,760;;1,760;
5.4. 10:00:00;1,240;;1,240;
5.4. 11:00:00;1,580;;1,580;
5.4. 12:00:00;1,540;;1,540;
5.4. 13:00:00;1,550;;1,550;
5.4. 14:00:00;1,190;;1,190;
5.4. 15:00:00;1,590;;1,590;
5.4. 16:00:00;1,020;;1,020;
5.4. 17:00:00;1,400;;1,400;
5.4. 18:00:00;1,510;;1,510;
5.4. 19:00:00;1,400;;1,400;
5.4. 20:00:00;1,270;;1,270;
5.4. 21:00:00;1,810;;1,810;
5.4. 22:00:00;;1,490;1,490;
5.4. 23:00:00;;1,880;1,880;
6.4. 00:00:00;;3,260;3,260;
6.4. 01:00:00;;1,960;1,960;
6.4. 02:00:00;;2,250;2,250;
6.4. 03:00:00;;2,090;2,090;
6.4. 04:00:00;;1,290;1,290;
6.4. 05:00:00;;1,060;1,060;
6.4. 06:00:00;;1,350;1,350;
6.4. 07:00:00;1,690;;1,690;
6.4. 08:00:00;1,710;;1,710;
6.4. 09:00:00;1,580;;1,580;
6.4. 10:00:00;1,690;;1,690;
6.4. 11:00:00;1,630;;1,630;
6.4. 12:00:00;1,110;;1,110;
6.4. 13:00:00;1,020;;1,020;
6.4. 14:00:00;1,620;;1,620;
6.4. 15:00:00;1,090;;1,090;
6.4. 16:00:00;1,200;;1,200;
6.4. 17:00:00;2,570;;2,570;
6.4. 18:00:00;1,380;;1,380;
6.4. 19:00:00;1,700;;1,700;
6.4. 20:00:00;3,020;;3,020;
6.4. 21:00:00;2,600;;2,600;
6.4. 22:00:00;;2,060;2,060;
6.4. 23:00:00;;1,770;1,770;
7.4. 00:00:00;;3,330;3,330;
7.4. 01:00:00;;2,660;2,660;
7.4. 02:00:00;;2,670;2,670;
7.4. 03:00:00;;1,700;1,700;
7.4. 04:00:00;;2,060;2,060;
7.4. 05:00:00;;1,850;1,850;
7.4. 06:00:00;;2,130;2,130;
7.4. 07:00:00;2,710;;2,710;
7.4. 08:00:00;2,600;;2,600;
7.4. 09:00:00;1,960;;1,960;
7.4. 10:00:00;1,430;;1,430;
7.4. 11:00:00;1,040;;1,040;
7.4. 12:00:00;1,350;;1,350;
7.4. 13:00:00;1,110;;1,110;
7.4. 14:00:00;0,780;;0,780;
7.4. 15:00:00;1,860;;1,860;
7.4. 16:00:00;1,080;;1,080;
7.4. 17:00:00;0,940;;0,940;
7.4. 18:00:00;2,430;;2,430;
7.4. 19:00:00;6,260;;6,260;
7.4. 20:00:00;2,930;;2,930;
7.4. 21:00:00;1,690;;1,690;
7.4. 22:00:00;;1,550;1,550;
7.4. 23:00:00;;1,480;1,480;
8.4. 00:00:00;;3,150;3,150;
8.4. 01:00:00;;2,100;2,100;
8.4. 02:00:00;;2,630;2,630;
8.4. 03:00:00;;2,730;2,730;
8.4. 04:00:00;;1,920;1,920;
8.4. 05:00:00;;1,590;1,590;
8.4. 06:00:00;;1,700;1,700;
8.4. 07:00:00;2,320;;2,320;
8.4. 08:00:00;2,290;;2,290;
8.4. 09:00:00;1,320;;1,320;
8.4. 10:00:00;3,100;;3,100;
8.4. 11:00:00;2,550;;2,550;
8.4. 12:00:00;0,850;;0,850;
8.4. 13:00:00;0,690;;0,690;
8.4. 14:00:00;2,040;;2,040;
8.4. 15:00:00;0,930;;0,930;
8.4. 16:00:00;0,900;;0,900;
8.4. 17:00:00;1,140;;1,140;
8.4. 18:00:00;1,610;;1,610;
8.4. 19:00:00;1,170;;1,170;
8.4. 20:00:00;1,760;;1,760;
8.4. 21:00:00;1,880;;1,880;
8.4. 22:00:00;;1,180;1,180;
8.4. 23:00:00;;1,230;1,230;
9.4. 00:00:00;;2,910;2,910;
9.4. 01:00:00;;2,440;2,440;
9.4. 02:00:00;;2,390;2,390;
9.4. 03:00:00;;3,210;3,210;
9.4. 04:00:00;;2,540;2,540;
9.4. 05:00:00;;2,140;2,140;
9.4. 06:00:00;;1,710;1,710;
9.4. 07:00:00;1,310;;1,310;
9.4. 08:00:00;1,960;;1,960;
9.4. 09:00:00;1,500;;1,500;
9.4. 10:00:00;1,080;;1,080;
9.4. 11:00:00;1,100;;1,100;
9.4. 12:00:00;1,010;;1,010;
9.4. 13:00:00;0,870;;0,870;
9.4. 14:00:00;1,680;;1,680;
9.4. 15:00:00;2,460;;2,460;
9.4. 16:00:00;2,000;;2,000;
9.4. 17:00:00;2,190;;2,190;
9.4. 18:00:00;1,230;;1,230;
9.4. 19:00:00;1,300;;1,300;
9.4. 20:00:00;1,480;;1,480;
9.4. 21:00:00;1,700;;1,700;
9.4. 22:00:00;;1,060;1,060;
9.4. 23:00:00;;1,320;1,320;
10.4. 00:00:00;;2,840;2,840;
10.4. 01:00:00;;2,340;2,340;
10.4. 02:00:00;;3,250;3,250;
10.4. 03:00:00;;3,130;3,130;
10.4. 04:00:00;;1,240;1,240;
10.4. 05:00:00;;2,240;2,240;
10.4. 06:00:00;;1,640;1,640;
10.4. 07:00:00;2,030;;2,030;
10.4. 08:00:00;1,660;;1,660;
10.4. 09:00:00;1,130;;1,130;
10.4. 10:00:00;1,110;;1,110;
10.4. 11:00:00;1,190;;1,190;
10.4. 12:00:00;1,560;;1,560;
10.4. 13:00:00;2,110;;2,110;
10.4. 14:00:00;1,420;;1,420;
10.4. 15:00:00;0,980;;0,980;
10.4. 16:00:00;0,600;;0,600;
10.4. 17:00:00;1,890;;1,890;
10.4. 18:00:00;1,010;;1,010;
10.4. 19:00:00;1,780;;1,780;
10.4. 20:00:00;1,350;;1,350;
10.4. 21:00:00;1,380;;1,380;
10.4. 22:00:00;;2,070;2,070;
10.4. 23:00:00;;2,290;2,290;
11.4. 00:00:00;;4,220;4,220;
11.4. 01:00:00;;2,940;2,940;
11.4. 02:00:00;;2,600;2,600;
11.4. 03:00:00;;3,020;3,020;
11.4. 04:00:00;;2,370;2,370;
11.4. 05:00:00;;1,940;1,940;
11.4. 06:00:00;;3,120;3,120;
11.4. 07:00:00;1,700;;1,700;
11.4. 08:00:00;1,940;;1,940;
11.4. 09:00:00;2,460;;2,460;
11.4. 10:00:00;2,740;;2,740;
11.4. 11:00:00;1,460;;1,460;
11.4. 12:00:00;0,870;;0,870;
11.4. 13:00:00;0,820;;0,820;
11.4. 14:00:00;0,830;;0,830;
11.4. 15:00:00;1,210;;1,210;
11.4. 16:00:00;1,230;;1,230;
11.4. 17:00:00;0,520;;0,520;
11.4. 18:00:00;0,790;;0,790;
11.4. 19:00:00;1,180;;1,180;
11.4. 20:00:00;1,450;;1,450;
11.4. 21:00:00;1,630;;1,630;
11.4. 22:00:00;;2,110;2,110;
11.4. 23:00:00;;1,660;1,660;
12.4. 00:00:00;;3,250;3,250;
12.4. 01:00:00;;2,210;2,210;
12.4. 02:00:00;;2,380;2,380;
12.4. 03:00:00;;3,290;3,290;
12.4. 04:00:00;;2,590;2,590;
12.4. 05:00:00;;3,680;3,680;
12.4. 06:00:00;;2,880;2,880;
12.4. 07:00:00;2,890;;2,890;
12.4. 08:00:00;1,310;;1,310;
12.4. 09:00:00;0,670;;0,670;
12.4. 10:00:00;0,620;;0,620;
12.4. 11:00:00;0,590;;0,590;
12.4. 12:00:00;0,780;;0,780;
12.4. 13:00:00;1,100;;1,100;
12.4. 14:00:00;0,510;;0,510;
12.4. 15:00:00;1,890;;1,890;
12.4. 16:00:00;1,800;;1,800;
12.4. 17:00:00;2,540;;2,540;
12.4. 18:00:00;1,730;;1,730;
12.4. 19:00:00;1,380;;1,380;
12.4. 20:00:00;0,960;;0,960;
12.4. 21:00:00;1,390;;1,390;
12.4. 22:00:00;;1,710;1,710;
12.4. 23:00:00;;1,820;1,820;
13.4. 00:00:00;;4,280;4,280;
13.4. 01:00:00;;2,910;2,910;
13.4. 02:00:00;;3,670;3,670;
13.4. 03:00:00;;3,730;3,730;
13.4. 04:00:00;;2,730;2,730;
13.4. 05:00:00;;2,740;2,740;
13.4. 06:00:00;;2,550;2,550;
13.4. 07:00:00;2,090;;2,090;
13.4. 08:00:00;1,450;;1,450;
13.4. 09:00:00;1,360;;1,360;
13.4. 10:00:00;1,280;;1,280;
13.4. 11:00:00;1,280;;1,280;
13.4. 12:00:00;1,470;;1,470;
13.4. 13:00:00;2,300;;2,300;
13.4. 14:00:00;2,220;;2,220;
13.4. 15:00:00;1,820;;1,820;
13.4. 16:00:00;0,870;;0,870;
13.4. 17:00:00;0,620;;0,620;
13.4. 18:00:00;0,770;;0,770;
13.4. 19:00:00;0,650;;0,650;
13.4. 20:00:00;0,760;;0,760;
13.4. 21:00:00;1,560;;1,560;
13.4. 22:00:00;;3,840;3,840;
13.4. 23:00:00;;4,460;4,460;
14.4. 00:00:00;;6,250;6,250;
14.4. 01:00:00;;4,000;4,000;
14.4. 02:00:00;;3,660;3,660;
14.4. 03:00:00;;4,400;4,400;
14.4. 04:00:00;;4,200;4,200;
14.4. 05:00:00;;3,440;3,440;
14.4. 06:00:00;;4,020;4,020;
14.4. 07:00:00;5,170;;5,170;
14.4. 08:00:00;3,000;;3,000;
14.4. 09:00:00;2,110;;2,110;
14.4. 10:00:00;1,610;;1,610;
14.4. 11:00:00;0,980;;0,980;
14.4. 12:00:00;1,670;;1,670;
14.4. 13:00:00;1,960;;1,960;
14.4. 14:00:00;1,990;;1,990;
14.4. 15:00:00;0,480;;0,480;
14.4. 16:00:00;0,420;;0,420;
14.4. 17:00:00;0,450;;0,450;
14.4. 18:00:00;1,010;;1,010;
14.4. 19:00:00;5,210;;5,210;
14.4. 20:00:00;5,370;;5,370;
14.4. 21:00:00;0,980;;0,980;
14.4. 22:00:00;;0,600;0,600;
14.4. 23:00:00;;0,850;0,850;
15.4. 00:00:00;;2,430;2,430;
15.4. 01:00:00;;1,790;1,790;
15.4. 02:00:00;;2,270;2,270;
15.4. 03:00:00;;1,910;1,910;
15.4. 04:00:00;;1,670;1,670;
15.4. 05:00:00;;1,290;1,290;
15.4. 06:00:00;;0,960;0,960;
15.4. 07:00:00;3,130;;3,130;
15.4. 08:00:00;2,320;;2,320;
15.4. 09:00:00;3,130;;3,130;
15.4. 10:00:00;1,210;;1,210;
15.4. 11:00:00;0,900;;0,900;
15.4. 12:00:00;1,370;;1,370;
15.4. 13:00:00;1,400;;1,400;
15.4. 14:00:00;0,800;;0,800;
15.4. 15:00:00;0,430;;0,430;
15.4. 16:00:00;0,550;;0,550;
15.4. 17:00:00;1,070;;1,070;
15.4. 18:00:00;2,090;;2,090;
15.4. 19:00:00;1,810;;1,810;
15.4. 20:00:00;0,940;;0,940;
15.4. 21:00:00;1,270;;1,270;
15.4. 22:00:00;;1,560;1,560;
15.4. 23:00:00;;2,380;2,380;
16.4. 00:00:00;;3,080;3,080;
16.4. 01:00:00;;1,830;1,830;
16.4. 02:00:00;;1,850;1,850;
16.4. 03:00:00;;1,850;1,850;
16.4. 04:00:00;;2,620;2,620;
16.4. 05:00:00;;2,520;2,520;
16.4. 06:00:00;;1,830;1,830;
16.4. 07:00:00;1,650;;1,650;
16.4. 08:00:00;1,150;;1,150;
16.4. 09:00:00;0,900;;0,900;
16.4. 10:00:00;1,430;;1,430;
16.4. 11:00:00;0,910;;0,910;
16.4. 12:00:00;0,790;;0,790;
16.4. 13:00:00;0,770;;0,770;
16.4. 14:00:00;0,730;;0,730;
16.4. 15:00:00;1,160;;1,160;
16.4. 16:00:00;2,670;;2,670;
16.4. 17:00:00;1,430;;1,430;
16.4. 18:00:00;0,930;;0,930;
16.4. 19:00:00;1,430;;1,430;
16.4. 20:00:00;1,790;;1,790;
16.4. 21:00:00;2,160;;2,160;
16.4. 22:00:00;;1,020;1,020;
16.4. 23:00:00;;1,040;1,040;
17.4. 00:00:00;;2,360;2,360;
17.4. 01:00:00;;1,860;1,860;
17.4. 02:00:00;;2,040;2,040;
17.4. 03:00:00;;2,390;2,390;
17.4. 04:00:00;;1,880;1,880;
17.4. 05:00:00;;1,890;1,890;
17.4. 06:00:00;;1,500;1,500;
17.4. 07:00:00;1,020;;1,020;
17.4. 08:00:00;1,660;;1,660;
17.4. 09:00:00;1,590;;1,590;
17.4. 10:00:00;1,520;;1,520;
17.4. 11:00:00;1,510;;1,510;
17.4. 12:00:00;0,930;;0,930;
17.4. 13:00:00;0,890;;0,890;
17.4. 14:00:00;1,430;;1,430;
17.4. 15:00:00;1,180;;1,180;
17.4. 16:00:00;1,550;;1,550;
17.4. 17:00:00;1,170;;1,170;
17.4. 18:00:00;1,530;;1,530;
