Time period;Average power, day;Average power, night;Average power;Temperature
3.1. 20:00:00;2,030;;2,030;
3.1. 21:00:00;2,270;;2,270;
3.1. 22:00:00;;2,390;2,390;
3.1. 23:00:00;;3,930;3,930;
4.1. 00:00:00;;2,720;2,720;0,6
4.1. 01:00:00;;3,050;3,050;
4.1. 02:00:00;;2,810;2,810;
4.1. 03:00:00;;2,770;2,770;
4.1. 04:00:00;;1,580;1,580;
4.1. 05:00:00;;1,770;1,770;
4.1. 06:00:00;;1,790;1,790;
4.1. 07:00:00;1,690;;1,690;
4.1. 08:00:00;1,910;;1,910;
4.1. 09:00:00;2,610;;2,610;
4.1. 10:00:00;2,700;;2,700;
4.1. 11:00:00;1,900;;1,900;
4.1. 12:00:00;1,860;;1,860;
4.1. 13:00:00;1,410;;1,410;
4.1. 14:00:00;1,240;;1,240;
4.1. 15:00:00;1,390;;1,390;
4.1. 16:00:00;3,290;;3,290;
4.1. 17:00:00;3,100;;3,100;
4.1. 18:00:00;2,080;;2,080;
4.1. 19:00:00;2,380;;2,380;
4.1. 20:00:00;3,010;;3,010;
4.1. 21:00:00;2,050;;2,050;
4.1. 22:00:00;;2,550;2,550;
4.1. 23:00:00;;4,120;4,120;
5.1. 00:00:00;;2,460;2,460;1,9
5.1. 01:00:00;;2,200;2,200;
5.1. 02:00:00;;2,800;2,800;
5.1. 03:00:00;;2,760;2,760;
5.1. 04:00:00;;2,980;2,980;
5.1. 05:00:00;;3,450;3,450;
5.1. 06:00:00;;2,840;2,840;
5.1. 07:00:00;2,180;;2,180;
5.1. 08:00:00;2,340;;2,340;
5.1. 09:00:00;2,710;;2,710;
5.1. 10:00:00;3,220;;3,220;
5.1. 11:00:00;3,090;;3,090;
5.1. 12:00:00;1,970;;1,970;
5.1. 13:00:00;2,010;;2,010;
5.1. 14:00:00;2,210;;2,210;
5.1. 15:00:00;2,200;;2,200;
5.1. 16:00:00;1,930;;1,930;
5.1. 17:00:00;3,040;;3,040;
5.1. 18:00:00;2,680;;2,680;
5.1. 19:00:00;1,970;;1,970;
5.1. 20:00:00;1,690;;1,690;
5.1. 21:00:00;1,580;;1,580;
5.1. 22:00:00;;1,790;1,790;
5.1. 23:00:00;;2,920;2,920;
6.1. 00:00:00;;2,600;2,600;-0,3
6.1. 01:00:00;;3,090;3,090;
6.1. 02:00:00;;1,860;1,860;
6.1. 03:00:00;;2,470;2,470;
6.1. 04:00:00;;1,900;1,900;
6.1. 05:00:00;;1,520;1,520;
6.1. 06:00:00;;1,400;1,400;
6.1. 07:00:00;1,700;;1,700;
6.1. 08:00:00;2,370;;2,370;
6.1. 09:00:00;1,640;;1,640;
6.1. 10:00:00;1,800;;1,800;
6.1. 11:00:00;1,850;;1,850;
6.1. 12:00:00;2,920;;2,920;
6.1. 13:00:00;2,280;;2,280;
6.1. 14:00:00;3,390;;3,390;
6.1. 15:00:00;2,620;;2,620;
6.1. 16:00:00;2,270;;2,270;
6.1. 17:00:00;1,920;;1,920;
6.1. 18:00:00;1,930;;1,930;
6.1. 19:00:00;2,120;;2,120;
6.1. 20:00:00;1,860;;1,860;
6.1. 21:00:00;1,990;;1,990;
6.1. 22:00:00;;2,580;2,580;
6.1. 23:00:00;;4,350;4,350;
7.1. 00:00:00;;3,620;3,620;-3,5
7.1. 01:00:00;;3,350;3,350;
7.1. 02:00:00;;2,870;2,870;
7.1. 03:00:00;;1,550;1,550;
7.1. 04:00:00;;1,460;1,460;
7.1. 05:00:00;;2,260;2,260;
7.1. 06:00:00;;2,030;2,030;
7.1. 07:00:00;3,250;;3,250;
7.1. 08:00:00;3,200;;3,200;
7.1. 09:00:00;3,020;;3,020;
7.1. 10:00:00;3,240;;3,240;
7.1. 11:00:00;2,730;;2,730;
7.1. 12:00:00;1,830;;1,830;
7.1. 13:00:00;2,080;;2,080;
7.1. 14:00:00;2,060;;2,060;
7.1. 15:00:00;3,840;;3,840;
7.1. 16:00:00;2,830;;2,830;
7.1. 17:00:00;3,750;;3,750;
7.1. 18:00:00;3,470;;3,470;
7.1. 19:00:00;2,750;;2,750;
7.1. 20:00:00;2,240;;2,240;
7.1. 21:00:00;1,780;;1,780;
7.1. 22:00:00;;2,830;2,830;
7.1. 23:00:00;;5,350;5,350;
8.1. 00:00:00;;4,120;4,120;-3
8.1. 01:00:00;;2,840;2,840;
8.1. 02:00:00;;3,360;3,360;
8.1. 03:00:00;;3,470;3,470;
8.1. 04:00:00;;2,970;2,970;
8.1. 05:00:00;;2,960;2,960;
8.1. 06:00:00;;2,190;2,190;
8.1. 07:00:00;2,110;;2,110;
8.1. 08:00:00;2,300;;2,300;
8.1. 09:00:00;2,680;;2,680;
8.1. 10:00:00;3,980;;3,980;
8.1. 11:00:00;3,370;;3,370;
8.1. 12:00:00;3,930;;3,930;
8.1. 13:00:00;3,140;;3,140;
8.1. 14:00:00;2,950;;2,950;
8.1. 15:00:00;2,510;;2,510;
8.1. 16:00:00;3,240;;3,240;
8.1. 17:00:00;3,400;;3,400;
8.1. 18:00:00;2,090;;2,090;
8.1. 19:00:00;1,860;;1,860;
8.1. 20:00:00;2,330;;2,330;
8.1. 21:00:00;3,080;;3,080;
8.1. 22:00:00;;3,520;3,520;
8.1. 23:00:00;;6,290;6,290;
9.1. 00:00:00;;4,590;4,590;-0,9
9.1. 01:00:00;;2,740;2,740;
9.1. 02:00:00;;2,390;2,390;
9.1. 03:00:00;;2,900;2,900;
9.1. 04:00:00;;2,810;2,810;
9.1. 05:00:00;;3,160;3,160;
9.1. 06:00:00;;3,580;3,580;
9.1. 07:00:00;2,580;;2,580;
9.1. 08:00:00;2,400;;2,400;
9.1. 09:00:00;2,610;;2,610;
9.1. 10:00:00;1,750;;1,750;
9.1. 11:00:00;1,650;;1,650;
9.1. 12:00:00;1,710;;1,710;
9.1. 13:00:00;1,650;;1,650;
9.1. 14:00:00;2,000;;2,000;
9.1. 15:00:00;3,620;;3,620;
9.1. 16:00:00;3,280;;3,280;
9.1. 17:00:00;2,690;;2,690;
9.1. 18:00:00;2,430;;2,430;
9.1. 19:00:00;1,700;;1,700;
9.1. 20:00:00;1,910;;1,910;
9.1. 21:00:00;2,450;;2,450;
9.1. 22:00:00;;1,940;1,940;
9.1. 23:00:00;;3,490;3,490;
10.1. 00:00:00;;2,500;2,500;-3,3
10.1. 01:00:00;;3,230;3,230;
10.1. 02:00:00;;4,460;4,460;
10.1. 03:00:00;;3,400;3,400;
10.1. 04:00:00;;2,150;2,150;
10.1. 05:00:00;;2,140;2,140;
10.1. 06:00:00;;3,010;3,010;
10.1. 07:00:00;3,900;;3,900;
10.1. 08:00:00;2,930;;2,930;
10.1. 09:00:00;2,330;;2,330;
10.1. 10:00:00;4,730;;4,730;
10.1. 11:00:00;3,540;;3,540;
10.1. 12:00:00;3,570;;3,570;
10.1. 13:00:00;2,630;;2,630;
10.1. 14:00:00;2,930;;2,930;
10.1. 15:00:00;3,410;;3,410;
10.1. 16:00:00;2,300;;2,300;
10.1. 17:00:00;3,380;;3,380;
10.1. 18:00:00;2,400;;2,400;
10.1. 19:00:00;2,310;;2,310;
10.1. 20:00:00;4,130;;4,130;
10.1. 21:00:00;4,150;;4,150;
10.1. 22:00:00;;3,290;3,290;
10.1. 23:00:00;;4,140;4,140;
11.1. 00:00:00;;2,770;2,770;-5,3
11.1. 01:00:00;;3,150;3,150;
11.1. 02:00:00;;3,290;3,290;
11.1. 03:00:00;;4,360;4,360;
11.1. 04:00:00;;5,330;5,330;
11.1. 05:00:00;;4,960;4,960;
11.1. 06:00:00;;3,340;3,340;
11.1. 07:00:00;3,280;;3,280;
11.1. 08:00:00;2,140;;2,140;
11.1. 09:00:00;2,410;;2,410;
11.1. 10:00:00;2,030;;2,030;
11.1. 11:00:00;2,440;;2,440;
11.1. 12:00:00;2,200;;2,200;
11.1. 13:00:00;2,020;;2,020;
11.1. 14:00:00;3,010;;3,010;
11.1. 15:00:00;2,640;;2,640;
11.1. 16:00:00;3,840;;3,840;
11.1. 17:00:00;2,340;;2,340;
11.1. 18:00:00;2,520;;2,520;
11.1. 19:00:00;2,840;;2,840;
11.1. 20:00:00;3,420;;3,420;
11.1. 21:00:00;2,200;;2,200;
11.1. 22:00:00;;1,990;1,990;
11.1. 23:00:00;;6,270;6,270;
12.1. 00:00:00;;4,530;4,530;-5,3
12.1. 01:00:00;;4,040;4,040;
12.1. 02:00:00;;2,960;2,960;
12.1. 03:00:00;;2,140;2,140;
12.1. 04:00:00;;2,190;2,190;
12.1. 05:00:00;;3,530;3,530;
12.1. 06:00:00;;3,710;3,710;
12.1. 07:00:00;2,600;;2,600;
12.1. 08:00:00;2,080;;2,080;
12.1. 09:00:00;2,520;;2,520;
12.1. 10:00:00;2,630;;2,630;
12.1. 11:00:00;3,210;;3,210;
12.1. 12:00:00;3,100;;3,100;
12.1. 13:00:00;2,730;;2,730;
12.1. 14:00:00;2,540;;2,540;
12.1. 15:00:00;2,440;;2,440;
12.1. 16:00:00;2,580;;2,580;
12.1. 17:00:00;3,040;;3,040;
12.1. 18:00:00;2,980;;2,980;
12.1. 19:00:00;2,940;;2,940;
12.1. 20:00:00;3,030;;3,030;
12.1. 21:00:00;3,110;;3,110;
12.1. 22:00:00;;3,220;3,220;
12.1. 23:00:00;;5,770;5,770;
13.1. 00:00:00;;4,200;4,200;-3,9
13.1. 01:00:00;;3,350;3,350;
13.1. 02:00:00;;1,660;1,660;
13.1. 03:00:00;;2,360;2,360;
13.1. 04:00:00;;3,490;3,490;
13.1. 05:00:00;;3,100;3,100;
13.1. 06:00:00;;3,510;3,510;
13.1. 07:00:00;3,790;;3,790;
13.1. 08:00:00;3,210;;3,210;
13.1. 09:00:00;1,840;;1,840;
13.1. 10:00:00;1,620;;1,620;
13.1. 11:00:00;1,430;;1,430;
13.1. 12:00:00;1,620;;1,620;
13.1. 13:00:00;2,480;;2,480;
13.1. 14:00:00;3,220;;3,220;
13.1. 15:00:00;3,130;;3,130;
13.1. 16:00:00;2,220;;2,220;
13.1. 17:00:00;2,210;;2,210;
13.1. 18:00:00;1,920;;1,920;
13.1. 19:00:00;2,430;;2,430;
13.1. 20:00:00;2,190;;2,190;
13.1. 21:00:00;1,880;;1,880;
13.1. 22:00:00;;2,530;2,530;
13.1. 23:00:00;;6,810;6,810;
14.1. 00:00:00;;5,270;5,270;-3,8
14.1. 01:00:00;;3,060;3,060;
14.1. 02:00:00;;1,930;1,930;
14.1. 03:00:00;;1,640;1,640;
14.1. 04:00:00;;1,570;1,570;
14.1. 05:00:00;;2,020;2,020;
14.1. 06:00:00;;2,460;2,460;
14.1. 07:00:00;3,660;;3,660;
14.1. 08:00:00;4,710;;4,710;
14.1. 09:00:00;3,680;;3,680;
14.1. 10:00:00;2,100;;2,100;
14.1. 11:00:00;2,050;;2,050;
14.1. 12:00:00;2,220;;2,220;
14.1. 13:00:00;3,020;;3,020;
14.1. 14:00:00;1,890;;1,890;
14.1. 15:00:00;2,540;;2,540;
14.1. 16:00:00;2,590;;2,590;
14.1. 17:00:00;3,010;;3,010;
14.1. 18:00:00;7,300;;7,300;
14.1. 19:00:00;6,090;;6,090;
14.1. 20:00:00;1,940;;1,940;
14.1. 21:00:00;1,540;;1,540;
14.1. 22:00:00;;2,130;2,130;
14.1. 23:00:00;;5,570;5,570;
15.1. 00:00:00;;4,140;4,140;-7,5
15.1. 01:00:00;;3,910;3,910;
15.1. 02:00:00;;3,510;3,510;
15.1. 03:00:00;;3,830;3,830;
15.1. 04:00:00;;3,810;3,810;
15.1. 05:00:00;;3,090;3,090;
15.1. 06:00:00;;4,090;4,090;
15.1. 07:00:00;3,090;;3,090;
15.1. 08:00:00;1,660;;1,660;
15.1. 09:00:00;2,390;;2,390;
15.1. 10:00:00;2,430;;2,430;
15.1. 11:00:00;2,610;;2,610;
15.1. 12:00:00;3,120;;3,120;
15.1. 13:00:00;2,610;;2,610;
15.1. 14:00:00;2,090;;2,090;
15.1. 15:00:00;2,140;;2,140;
15.1. 16:00:00;2,750;;2,750;
15.1. 17:00:00;3,270;;3,270;
15.1. 18:00:00;3,060;;3,060;
15.1. 19:00:00;3,100;;3,100;
15.1. 20:00:00;2,960;;2,960;
15.1. 21:00:00;3,440;;3,440;
15.1. 22:00:00;;4,300;4,300;
15.1. 23:00:00;;7,280;7,280;
16.1. 00:00:00;;5,820;5,820;-7,6
16.1. 01:00:00;;5,130;5,130;
16.1. 02:00:00;;3,800;3,800;
16.1. 03:00:00;;4,300;4,300;
16.1. 04:00:00;;4,860;4,860;
16.1. 05:00:00;;4,790;4,790;
16.1. 06:00:00;;3,640;3,640;
16.1. 07:00:00;4,270;;4,270;
16.1. 08:00:00;3,540;;3,540;
16.1. 09:00:00;2,780;;2,780;
16.1. 10:00:00;2,320;;2,320;
16.1. 11:00:00;2,660;;2,660;
16.1. 12:00:00;2,570;;2,570;
16.1. 13:00:00;3,380;;3,380;
16.1. 14:00:00;3,210;;3,210;
16.1. 15:00:00;3,680;;3,680;
16.1. 16:00:00;4,120;;4,120;
16.1. 17:00:00;3,060;;3,060;
16.1. 18:00:00;3,480;;3,480;
16.1. 19:00:00;2,670;;2,670;
16.1. 20:00:00;2,570;;2,570;
16.1. 21:00:00;2,440;;2,440;
16.1. 22:00:00;;3,780;3,780;
16.1. 23:00:00;;7,790;7,790;
17.1. 00:00:00;;6,010;6,010;-7,9
17.1. 01:00:00;;5,350;5,350;
17.1. 02:00:00;;3,140;3,140;
17.1. 03:00:00;;2,780;2,780;
17.1. 04:00:00;;2,950;2,950;
17.1. 05:00:00;;2,740;2,740;
17.1. 06:00:00;;3,990;3,990;
17.1. 07:00:00;4,210;;4,210;
17.1. 08:00:00;3,500;;3,500;
17.1. 09:00:00;3,330;;3,330;
17.1. 10:00:00;2,370;;2,370;
17.1. 11:00:00;2,190;;2,190;
17.1. 12:00:00;2,400;;2,400;
17.1. 13:00:00;2,840;;2,840;
17.1. 14:00:00;3,460;;3,460;
17.1. 15:00:00;2,990;;2,990;
17.1. 16:00:00;3,180;;3,180;
17.1. 17:00:00;3,010;;3,010;
17.1. 18:00:00;3,350;;3,350;
17.1. 19:00:00;3,910;;3,910;
17.1. 20:00:00;3,800;;3,800;
17.1. 21:00:00;2,530;;2,530;
17.1. 22:00:00;;3,270;3,270;
17.1. 23:00:00;;6,470;6,470;
18.1. 00:00:00;;5,480;5,480;-6,5
18.1. 01:00:00;;5,190;5,190;
18.1. 02:00:00;;4,110;4,110;
18.1. 03:00:00;;3,110;3,110;
18.1. 04:00:00;;2,890;2,890;
18.1. 05:00:00;;3,540;3,540;
18.1. 06:00:00;;3,580;3,580;
18.1. 07:00:00;3,490;;3,490;
18.1. 08:00:00;2,290;;2,290;
18.1. 09:00:00;2,330;;2,330;
18.1. 10:00:00;3,580;;3,580;
18.1. 11:00:00;3,440;;3,440;
18.1. 12:00:00;2,730;;2,730;
18.1. 13:00:00;2,440;;2,440;
18.1. 14:00:00;2,940;;2,940;
18.1. 15:00:00;3,540;;3,540;
18.1. 16:00:00;2,860;;2,860;
18.1. 17:00:00;2,470;;2,470;
18.1. 18:00:00;2,550;;2,550;
18.1. 19:00:00;3,020;;3,020;
18.1. 20:00:00;3,790;;3,790;
18.1. 21:00:00;3,810;;3,810;
18.1. 22:00:00;;3,350;3,350;
18.1. 23:00:00;;6,130;6,130;
19.1. 00:00:00;;5,530;5,530;-8,3
19.1. 01:00:00;;4,010;4,010;
19.1. 02:00:00;;4,290;4,290;
19.1. 03:00:00;;3,440;3,440;
19.1. 04:00:00;;2,860;2,860;
19.1. 05:00:00;;3,540;3,540;
19.1. 06:00:00;;3,880;3,880;
19.1. 07:00:00;4,290;;4,290;
19.1. 08:00:00;3,190;;3,190;
19.1. 09:00:00;2,180;;2,180;
19.1. 10:00:00;2,220;;2,220;
19.1. 11:00:00;2,300;;2,300;
19.1. 12:00:00;2,780;;2,780;
19.1. 13:00:00;3,240;;3,240;
19.1. 14:00:00;3,410;;3,410;
19.1. 15:00:00;3,640;;3,640;
19.1. 16:00:00;3,220;;3,220;
19.1. 17:00:00;2,700;;2,700;
19.1. 18:00:00;3,410;;3,410;
19.1. 19:00:00;2,430;;2,430;
19.1. 20:00:00;2,440;;2,440;
19.1. 21:00:00;2,220;;2,220;
19.1. 22:00:00;;3,980;3,980;
19.1. 23:00:00;;8,030;8,030;
20.1. 00:00:00;;4,940;4,940;-6,1
20.1. 01:00:00;;4,410;4,410;
20.1. 02:00:00;;2,020;2,020;
20.1. 03:00:00;;2,080;2,080;
20.1. 04:00:00;;2,650;2,650;
20.1. 05:00:00;;2,690;2,690;
20.1. 06:00:00;;2,490;2,490;
20.1. 07:00:00;2,970;;2,970;
20.1. 08:00:00;2,940;;2,940;
20.1. 09:00:00;3,330;;3,330;
20.1. 10:00:00;3,270;;3,270;
20.1. 11:00:00;3,630;;3,630;
20.1. 12:00:00;1,950;;1,950;
20.1. 13:00:00;1,950;;1,950;
20.1. 14:00:00;3,350;;3,350;
20.1. 15:00:00;3,280;;3,280;
20.1. 16:00:00;4,280;;4,280;
20.1. 17:00:00;4,090;;4,090;
20.1. 18:00:00;3,620;;3,620;
20.1. 19:00:00;3,310;;3,310;
20.1. 20:00:00;2,900;;2,900;
20.1. 21:00:00;2,850;;2,850;
20.1. 22:00:00;;2,930;2,930;
20.1. 23:00:00;;5,260;5,260;
21.1. 00:00:00;;4,470;4,470;-9,1
21.1. 01:00:00;;2,980;2,980;
21.1. 02:00:00;;3,160;3,160;
21.1. 03:00:00;;3,420;3,420;
21.1. 04:00:00;;3,070;3,070;
21.1. 05:00:00;;2,080;2,080;
21.1. 06:00:00;;2,450;2,450;
21.1. 07:00:00;3,070;;3,070;
21.1. 08:00:00;3,150;;3,150;
21.1. 09:00:00;3,470;;3,470;
21.1. 10:00:00;3,300;;3,300;
21.1. 11:00:00;5,140;;5,140;
21.1. 12:00:00;5,410;;5,410;
21.1. 13:00:00;3,270;;3,270;
21.1. 14:00:00;2,750;;2,750;
21.1. 15:00:00;3,660;;3,660;
21.1. 16:00:00;2,920;;2,920;
21.1. 17:00:00;2,830;;2,830;
21.1. 18:00:00;2,990;;2,990;
21.1. 19:00:00;3,280;;3,280;
21.1. 20:00:00;2,990;;2,990;
21.1. 21:00:00;3,590;;3,590;
21.1. 22:00:00;;3,360;3,360;
21.1. 23:00:00;;6,110;6,110;
22.1. 00:00:00;;5,310;5,310;-9,7
22.1. 01:00:00;;4,230;4,230;
22.1. 02:00:00;;4,670;4,670;
22.1. 03:00:00;;3,610;3,610;
22.1. 04:00:00;;3,660;3,660;
22.1. 05:00:00;;3,520;3,520;
22.1. 06:00:00;;4,130;4,130;
22.1. 07:00:00;5,540;;5,540;
22.1. 08:00:00;3,440;;3,440;
22.1. 09:00:00;3,070;;3,070;
22.1. 10:00:00;2,130;;2,130;
22.1. 11:00:00;2,100;;2,100;
22.1. 12:00:00;2,540;;2,540;
22.1. 13:00:00;2,520;;2,520;
22.1. 14:00:00;2,550;;2,550;
22.1. 15:00:00;3,310;;3,310;
22.1. 16:00:00;4,180;;4,180;
22.1. 17:00:00;3,370;;3,370;
22.1. 18:00:00;3,530;;3,530;
22.1. 19:00:00;2,620;;2,620;
22.1. 20:00:00;2,490;;2,490;
22.1. 21:00:00;2,870;;2,870;
22.1. 22:00:00;;3,600;3,600;
22.1. 23:00:00;;7,080;7,080;
23.1. 00:00:00;;5,900;5,900;-12,1
23.1. 01:00:00;;4,320;4,320;
23.1. 02:00:00;;4,610;4,610;
23.1. 03:00:00;;4,180;4,180;
23.1. 04:00:00;;4,470;4,470;
23.1. 05:00:00;;5,650;5,650;
23.1. 06:00:00;;3,490;3,490;
23.1. 07:00:00;3,760;;3,760;
23.1. 08:00:00;2,480;;2,480;
23.1. 09:00:00;3,500;;3,500;
23.1. 10:00:00;3,250;;3,250;
23.1. 11:00:00;3,510;;3,510;
23.1. 12:00:00;2,890;;2,890;
23.1. 13:00:00;2,800;;2,800;
23.1. 14:00:00;3,120;;3,120;
23.1. 15:00:00;2,830;;2,830;
23.1. 16:00:00;2,680;;2,680;
23.1. 17:00:00;4,160;;4,160;
23.1. 18:00:00;3,850;;3,850;
23.1. 19:00:00;4,200;;4,200;
23.1. 20:00:00;3,060;;3,060;
23.1. 21:00:00;2,550;;2,550;
23.1. 22:00:00;;3,080;3,080;
23.1. 23:00:00;;6,980;6,980;
24.1. 00:00:00;;5,700;5,700;-1,6
24.1. 01:00:00;;5,100;5,100;
24.1. 02:00:00;;4,140;4,140;
24.1. 03:00:00;;3,830;3,830;
24.1. 04:00:00;;3,550;3,550;
24.1. 05:00:00;;3,320;3,320;
24.1. 06:00:00;;3,000;3,000;
24.1. 07:00:00;2,590;;2,590;
24.1. 08:00:00;2,180;;2,180;
24.1. 09:00:00;2,720;;2,720;
24.1. 10:00:00;3,190;;3,190;
24.1. 11:00:00;3,200;;3,200;
24.1. 12:00:00;2,820;;2,820;
24.1. 13:00:00;2,870;;2,870;
24.1. 14:00:00;2,430;;2,430;
24.1. 15:00:00;2,560;;2,560;
24.1. 16:00:00;3,020;;3,020;
24.1. 17:00:00;3,480;;3,480;
24.1. 18:00:00;3,080;;3,080;
24.1. 19:00:00;2,750;;2,750;
24.1. 20:00:00;2,800;;2,800;
24.1. 21:00:00;2,520;;2,520;
24.1. 22:00:00;;3,260;3,260;
24.1. 23:00:00;;4,160;4,160;
25.1. 00:00:00;;3,030;3,030;3,3
25.1. 01:00:00;;2,490;2,490;
25.1. 02:00:00;;2,440;2,440;
25.1. 03:00:00;;2,090;2,090;
25.1. 04:00:00;;2,210;2,210;
25.1. 05:00:00;;1,800;1,800;
25.1. 06:00:00;;1,520;1,520;
25.1. 07:00:00;1,680;;1,680;
25.1. 08:00:00;1,440;;1,440;
25.1. 09:00:00;1,860;;1,860;
25.1. 10:00:00;2,100;;2,100;
25.1. 11:00:00;2,560;;2,560;
25.1. 12:00:00;1,910;;1,910;
25.1. 13:00:00;1,750;;1,750;
25.1. 14:00:00;1,350;;1,350;
25.1. 15:00:00;1,400;;1,400;
25.1. 16:00:00;1,930;;1,930;
25.1. 17:00:00;1,520;;1,520;
25.1. 18:00:00;2,050;;2,050;
25.1. 19:00:00;1,700;;1,700;
25.1. 20:00:00;1,540;;1,540;
25.1. 21:00:00;2,240;;2,240;
25.1. 22:00:00;;2,160;2,160;
25.1. 23:00:00;;3,600;3,600;
26.1. 00:00:00;;2,790;2,790;2,3
26.1. 01:00:00;;2,770;2,770;
26.1. 02:00:00;;2,490;2,490;
26.1. 03:00:00;;2,420;2,420;
26.1. 04:00:00;;2,140;2,140;
26.1. 05:00:00;;1,360;1,360;
26.1. 06:00:00;;1,580;1,580;
26.1. 07:00:00;1,660;;1,660;
26.1. 08:00:00;3,800;;3,800;
26.1. 09:00:00;2,500;;2,500;
26.1. 10:00:00;1,880;;1,880;
26.1. 11:00:00;1,990;;1,990;
26.1. 12:00:00;2,210;;2,210;
26.1. 13:00:00;1,870;;1,870;
26.1. 14:00:00;1,570;;1,570;
26.1. 15:00:00;1,600;;1,600;
26.1. 16:00:00;1,370;;1,370;
26.1. 17:00:00;1,580;;1,580;
26.1. 18:00:00;1,980;;1,980;
26.1. 19:00:00;1,820;;1,820;
26.1. 20:00:00;1,520;;1,520;
26.1. 21:00:00;1,420;;1,420;
26.1. 22:00:00;;2,100;2,100;
26.1. 23:00:00;;3,380;3,380;
27.1. 00:00:00;;3,050;3,050;1,2
27.1. 01:00:00;;1,700;1,700;
27.1. 02:00:00;;1,710;1,710;
27.1. 03:00:00;;1,670;1,670;
27.1. 04:00:00;;1,660;1,660;
27.1. 05:00:00;;1,240;1,240;
27.1. 06:00:00;;1,690;1,690;
27.1. 07:00:00;1,690;;1,690;
27.1. 08:00:00;1,220;;1,220;
27.1. 09:00:00;1,270;;1,270;
27.1. 10:00:00;2,020;;2,020;
27.1. 11:00:00;3,000;;3,000;
27.1. 12:00:00;2,060;;2,060;
27.1. 13:00:00;1,300;;1,300;
27.1. 14:00:00;1,570;;1,570;
27.1. 15:00:00;1,720;;1,720;
27.1. 16:00:00;1,780;;1,780;
27.1. 17:00:00;1,740;;1,740;
27.1. 18:00:00;1,750;;1,750;
27.1. 19:00:00;2,150;;2,150;
27.1. 20:00:00;2,720;;2,720;
27.1. 21:00:00;2,370;;2,370;
27.1. 22:00:00;;2,510;2,510;
27.1. 23:00:00;;3,540;3,540;
28.1. 00:00:00;;2,400;2,400;-1
28.1. 01:00:00;;1,490;1,490;
28.1. 02:00:00;;1,340;1,340;
28.1. 03:00:00;;2,450;2,450;
28.1. 04:00:00;;2,180;2,180;
28.1. 05:00:00;;1,490;1,490;
28.1. 06:00:00;;1,960;1,960;
28.1. 07:00:00;2,320;;2,320;
28.1. 08:00:00;3,180;;3,180;
28.1. 09:00:00;5,020;;5,020;
28.1. 10:00:00;3,070;;3,070;
