Time period;Average power, day;Average power, night;Average power;Temperature
29.3. 06:00:00;;3,730;3,730;
29.3. 07:00:00;2,180;;2,180;
29.3. 08:00:00;1,200;;1,200;
29.3. 09:00:00;1,220;;1,220;
29.3. 10:00:00;1,600;;1,600;
29.3. 11:00:00;1,500;;1,500;
29.3. 12:00:00;1,090;;1,090;
29.3. 13:00:00;1,090;;1,090;
29.3. 14:00:00;1,290;;1,290;
29.3. 15:00:00;1,510;;1,510;
29.3. 16:00:00;1,490;;1,490;
29.3. 17:00:00;1,860;;1,860;
29.3. 18:00:00;1,110;;1,110;
29.3. 19:00:00;1,340;;1,340;
29.3. 20:00:00;2,070;;2,070;
29.3. 21:00:00;2,080;;2,080;
29.3. 22:00:00;;2,590;2,590;
29.3. 23:00:00;;1,700;1,700;
30.3. 00:00:00;;1,300;1,300;
30.3. 01:00:00;;1,300;1,300;
30.3. 02:00:00;;1,670;1,670;
30.3. 03:00:00;;3,000;3,000;
30.3. 04:00:00;;5,250;5,250;
30.3. 05:00:00;;3,960;3,960;
30.3. 06:00:00;;3,320;3,320;
30.3. 07:00:00;1,840;;1,840;
30.3. 08:00:00;1,790;;1,790;
30.3. 09:00:00;2,360;;2,360;
30.3. 10:00:00;2,190;;2,190;
30.3. 11:00:00;1,740;;1,740;
30.3. 12:00:00;1,750;;1,750;
30.3. 13:00:00;1,560;;1,560;
30.3. 14:00:00;1,900;;1,900;
30.3. 15:00:00;2,610;;2,610;
30.3. 16:00:00;2,040;;2,040;
30.3. 17:00:00;1,810;;1,810;
30.3. 18:00:00;1,430;;1,430;
30.3. 19:00:00;1,770;;1,770;
30.3. 20:00:00;3,230;;3,230;
30.3. 21:00:00;1,940;;1,940;
30.3. 22:00:00;;1,750;1,750;
30.3. 23:00:00;;1,650;1,650;
31.3. 00:00:00;;1,310;1,310;
31.3. 01:00:00;;1,320;1,320;
31.3. 02:00:00;;2,050;2,050;
31.3. 03:00:00;;3,060;3,060;
31.3. 04:00:00;;4,900;4,900;
31.3. 05:00:00;;4,100;4,100;
31.3. 06:00:00;;4,320;4,320;
31.3. 07:00:00;3,580;;3,580;
31.3. 08:00:00;1,810;;1,810;
31.3. 09:00:00;1,790;;1,790;
31.3. 10:00:00;1,990;;1,990;
31.3. 11:00:00;1,840;;1,840;
31.3. 12:00:00;1,640;;1,640;
31.3. 13:00:00;1,570;;1,570;
31.3. 14:00:00;2,230;;2,230;
31.3. 15:00:00;2,300;;2,300;
31.3. 16:00:00;2,260;;2,260;
31.3. 17:00:00;2,930;;2,930;
31.3. 18:00:00;2,070;;2,070;
31.3. 19:00:00;1,970;;1,970;
31.3. 20:00:00;1,750;;1,750;
31.3. 21:00:00;1,820;;1,820;
31.3. 22:00:00;;1,570;1,570;
31.3. 23:00:00;;1,410;1,410;
1.4. 00:00:00;;1,070;1,070;
1.4. 01:00:00;;1,060;1,060;
1.4. 02:00:00;;1,830;1,830;
1.4. 03:00:00;;3,610;3,610;
1.4. 04:00:00;;4,840;4,840;
1.4. 05:00:00;;3,510;3,510;
1.4. 06:00:00;;3,710;3,710;
1.4. 07:00:00;3,910;;3,910;
1.4. 08:00:00;1,590;;1,590;
1.4. 09:00:00;1,350;;1,350;
1.4. 10:00:00;1,650;;1,650;
1.4. 11:00:00;1,710;;1,710;
1.4. 12:00:00;1,300;;1,300;
1.4. 13:00:00;2,140;;2,140;
1.4. 14:00:00;2,260;;2,260;
1.4. 15:00:00;2,470;;2,470;
1.4. 16:00:00;2,060;;2,060;
1.4. 17:00:00;1,630;;1,630;
1.4. 18:00:00;1,210;;1,210;
1.4. 19:00:00;1,340;;1,340;
1.4. 20:00:00;1,290;;1,290;
1.4. 21:00:00;1,460;;1,460;
1.4. 22:00:00;;1,750;1,750;
1.4. 23:00:00;;1,460;1,460;
2.4. 00:00:00;;1,140;1,140;
2.4. 01:00:00;;1,230;1,230;
2.4. 02:00:00;;1,930;1,930;
2.4. 03:00:00;;2,730;2,730;
2.4. 04:00:00;;4,240;4,240;
2.4. 05:00:00;;3,650;3,650;
2.4. 06:00:00;;3,810;3,810;
2.4. 07:00:00;3,290;;3,290;
2.4. 08:00:00;1,410;;1,410;
2.4. 09:00:00;1,360;;1,360;
2.4. 10:00:00;1,360;;1,360;
2.4. 11:00:00;1,420;;1,420;
2.4. 12:00:00;1,450;;1,450;
2.4. 13:00:00;2,570;;2,570;
2.4. 14:00:00;1,870;;1,870;
2.4. 15:00:00;1,590;;1,590;
2.4. 16:00:00;1,950;;1,950;
2.4. 17:00:00;1,740;;1,740;
2.4. 18:00:00;1,630;;1,630;
2.4. 19:00:00;1,780;;1,780;
2.4. 20:00:00;1,540;;1,540;
2.4. 21:00:00;1,540;;1,540;
2.4. 22:00:00;;1,470;1,470;
2.4. 23:00:00;;1,260;1,260;
3.4. 00:00:00;;0,980;0,980;
3.4. 01:00:00;;1,030;1,030;
3.4. 02:00:00;;1,660;1,660;
3.4. 03:00:00;;2,500;2,500;
3.4. 04:00:00;;3,790;3,790;
3.4. 05:00:00;;3,290;3,290;
3.4. 06:00:00;;3,370;3,370;
3.4. 07:00:00;2,900;;2,900;
3.4. 08:00:00;1,460;;1,460;
3.4. 09:00:00;1,230;;1,230;
3.4. 10:00:00;1,470;;1,470;
3.4. 11:00:00;1,620;;1,620;
3.4. 12:00:00;1,320;;1,320;
3.4. 13:00:00;1,290;;1,290;
3.4. 14:00:00;1,570;;1,570;
3.4. 15:00:00;2,000;;2,000;
3.4. 16:00:00;2,650;;2,650;
3.4. 17:00:00;1,560;;1,560;
3.4. 18:00:00;1,230;;1,230;
3.4. 19:00:00;1,640;;1,640;
3.4. 20:00:00;1,840;;1,840;
3.4. 21:00:00;1,740;;1,740;
3.4. 22:00:00;;1,520;1,520;
3.4. 23:00:00;;1,540;1,540;
4.4. 00:00:00;;1,050;1,050;
4.4. 01:00:00;;1,060;1,060;
4.4. 02:00:00;;1,340;1,340;
4.4. 03:00:00;;2,570;2,570;
4.4. 04:00:00;;4,500;4,500;
4.4. 05:00:00;;3,790;3,790;
4.4. 06:00:00;;3,650;3,650;
4.4. 07:00:00;2,750;;2,750;
4.4. 08:00:00;1,540;;1,540;
4.4. 09:00:00;1,420;;1,420;
4.4. 10:00:00;1,310;;1,310;
4.4. 11:00:00;1,870;;1,870;
4.4. 12:00:00;0,980;;0,980;
4.4. 13:00:00;1,050;;1,050;
4.4. 14:00:00;1,250;;1,250;
4.4. 15:00:00;1,860;;1,860;
4.4. 16:00:00;2,720;;2,720;
4.4. 17:00:00;3,110;;3,110;
4.4. 18:00:00;2,680;;2,680;
4.4. 19:00:00;3,350;;3,350;
4.4. 20:00:00;7,110;;7,110;
4.4. 21:00:00;2,770;;2,770;
4.4. 22:00:00;;1,650;1,650;
4.4. 23:00:00;;1,730;1,730;
5.4. 00:00:00;;1,130;1,130;
5.4. 01:00:00;;1,080;1,080;
5.4. 02:00:00;;1,290;1,290;
5.4. 03:00:00;;2,500;2,500;
5.4. 04:00:00;;4,550;4,550;
5.4. 05:00:00;;3,890;3,890;
5.4. 06:00:00;;3,820;3,820;
5.4. 07:00:00;2,760;;2,760;
5.4. 08:00:00;1,310;;1,310;
5.4. 09:00:00;1,740;;1,740;
5.4. 10:00:00;1,600;;1,600;
5.4. 11:00:00;1,500;;1,500;
5.4. 12:00:00;1,210;;1,210;
5.4. 13:00:00;1,870;;1,870;
5.4. 14:00:00;2,370;;2,370;
5.4. 15:00:00;1,710;;1,710;
5.4. 16:00:00;2,260;;2,260;
5.4. 17:00:00;4,160;;4,160;
5.4. 18:00:00;1,200;;1,200;
5.4. 19:00:00;1,220;;1,220;
5.4. 20:00:00;1,960;;1,960;
5.4. 21:00:00;1,610;;1,610;
5.4. 22:00:00;;2,490;2,490;
5.4. 23:00:00;;1,860;1,860;
6.4. 00:00:00;;1,090;1,090;
6.4. 01:00:00;;1,270;1,270;
6.4. 02:00:00;;1,900;1,900;
6.4. 03:00:00;;2,800;2,800;
6.4. 04:00:00;;4,960;4,960;
6.4. 05:00:00;;3,540;3,540;
6.4. 06:00:00;;3,630;3,630;
6.4. 07:00:00;2,880;;2,880;
6.4. 08:00:00;1,550;;1,550;
6.4. 09:00:00;1,430;;1,430;
6.4. 10:00:00;1,600;;1,600;
6.4. 11:00:00;2,040;;2,040;
6.4. 12:00:00;1,450;;1,450;
6.4. 13:00:00;1,000;;1,000;
6.4. 14:00:00;1,600;;1,600;
6.4. 15:00:00;1,240;;1,240;
6.4. 16:00:00;1,410;;1,410;
6.4. 17:00:00;1,950;;1,950;
6.4. 18:00:00;0,770;;0,770;
6.4. 19:00:00;2,110;;2,110;
6.4. 20:00:00;1,290;;1,290;
6.4. 21:00:00;1,310;;1,310;
6.4. 22:00:00;;1,240;1,240;
6.4. 23:00:00;;1,250;1,250;
7.4. 00:00:00;;0,940;0,940;
7.4. 01:00:00;;0,950;0,950;
7.4. 02:00:00;;1,370;1,370;
7.4. 03:00:00;;2,710;2,710;
7.4. 04:00:00;;4,510;4,510;
7.4. 05:00:00;;3,340;3,340;
7.4. 06:00:00;;3,520;3,520;
7.4. 07:00:00;3,130;;3,130;
7.4. 08:00:00;1,220;;1,220;
7.4. 09:00:00;1,700;;1,700;
7.4. 10:00:00;1,820;;1,820;
7.4. 11:00:00;1,180;;1,180;
7.4. 12:00:00;0,970;;0,970;
7.4. 13:00:00;0,820;;0,820;
7.4. 14:00:00;0,830;;0,830;
7.4. 15:00:00;0,930;;0,930;
7.4. 16:00:00;1,110;;1,110;
7.4. 17:00:00;1,090;;1,090;
7.4. 18:00:00;0,780;;0,780;
7.4. 19:00:00;2,050;;2,050;
7.4. 20:00:00;1,610;;1,610;
7.4. 21:00:00;1,260;;1,260;
7.4. 22:00:00;;1,210;1,210;
7.4. 23:00:00;;1,130;1,130;
8.4. 00:00:00;;0,950;0,950;
8.4. 01:00:00;;0,950;0,950;
8.4. 02:00:00;;1,250;1,250;
8.4. 03:00:00;;2,340;2,340;
8.4. 04:00:00;;4,060;4,060;
8.4. 05:00:00;;3,380;3,380;
8.4. 06:00:00;;3,210;3,210;
8.4. 07:00:00;3,450;;3,450;
8.4. 08:00:00;1,910;;1,910;
8.4. 09:00:00;1,310;;1,310;
8.4. 10:00:00;1,240;;1,240;
8.4. 11:00:00;1,210;;1,210;
8.4. 12:00:00;1,020;;1,020;
8.4. 13:00:00;0,660;;0,660;
8.4. 14:00:00;0,920;;0,920;
8.4. 15:00:00;1,140;;1,140;
8.4. 16:00:00;2,690;;2,690;
8.4. 17:00:00;1,610;;1,610;
8.4. 18:00:00;0,860;;0,860;
8.4. 19:00:00;2,100;;2,100;
8.4. 20:00:00;1,330;;1,330;
8.4. 21:00:00;1,350;;1,350;
8.4. 22:00:00;;1,310;1,310;
8.4. 23:00:00;;1,000;1,000;
9.4. 00:00:00;;0,880;0,880;
9.4. 01:00:00;;0,860;0,860;
9.4. 02:00:00;;1,060;1,060;
9.4. 03:00:00;;2,320;2,320;
9.4. 04:00:00;;3,840;3,840;
9.4. 05:00:00;;3,200;3,200;
9.4. 06:00:00;;3,400;3,400;
9.4. 07:00:00;2,920;;2,920;
9.4. 08:00:00;1,000;;1,000;
9.4. 09:00:00;0,960;;0,960;
9.4. 10:00:00;1,210;;1,210;
9.4. 11:00:00;1,310;;1,310;
9.4. 12:00:00;1,200;;1,200;
9.4. 13:00:00;1,350;;1,350;
9.4. 14:00:00;1,090;;1,090;
9.4. 15:00:00;2,060;;2,060;
9.4. 16:00:00;2,400;;2,400;
9.4. 17:00:00;1,660;;1,660;
9.4. 18:00:00;0,790;;0,790;
9.4. 19:00:00;0,890;;0,890;
9.4. 20:00:00;1,220;;1,220;
9.4. 21:00:00;1,440;;1,440;
9.4. 22:00:00;;1,110;1,110;
9.4. 23:00:00;;0,960;0,960;
10.4. 00:00:00;;0,910;0,910;
10.4. 01:00:00;;0,960;0,960;
10.4. 02:00:00;;1,360;1,360;
10.4. 03:00:00;;2,430;2,430;
10.4. 04:00:00;;4,060;4,060;
10.4. 05:00:00;;4,360;4,360;
10.4. 06:00:00;;3,610;3,610;
10.4. 07:00:00;2,450;;2,450;
10.4. 08:00:00;0,910;;0,910;
10.4. 09:00:00;1,050;;1,050;
10.4. 10:00:00;3,320;;3,320;
10.4. 11:00:00;2,160;;2,160;
10.4. 12:00:00;1,130;;1,130;
10.4. 13:00:00;1,130;;1,130;
10.4. 14:00:00;1,300;;1,300;
10.4. 15:00:00;1,360;;1,360;
10.4. 16:00:00;2,650;;2,650;
10.4. 17:00:00;2,940;;2,940;
10.4. 18:00:00;1,290;;1,290;
10.4. 19:00:00;2,160;;2,160;
10.4. 20:00:00;5,800;;5,800;
10.4. 21:00:00;8,880;;8,880;
10.4. 22:00:00;;2,320;2,320;
10.4. 23:00:00;;1,340;1,340;
11.4. 00:00:00;;0,990;0,990;
11.4. 01:00:00;;1,020;1,020;
11.4. 02:00:00;;1,050;1,050;
11.4. 03:00:00;;2,340;2,340;
11.4. 04:00:00;;5,990;5,990;
11.4. 05:00:00;;4,720;4,720;
11.4. 06:00:00;;2,800;2,800;
11.4. 07:00:00;1,100;;1,100;
11.4. 08:00:00;1,270;;1,270;
11.4. 09:00:00;2,040;;2,040;
11.4. 10:00:00;2,030;;2,030;
11.4. 11:00:00;1,290;;1,290;
11.4. 12:00:00;1,120;;1,120;
11.4. 13:00:00;0,950;;0,950;
11.4. 14:00:00;1,030;;1,030;
11.4. 15:00:00;1,020;;1,020;
11.4. 16:00:00;1,560;;1,560;
11.4. 17:00:00;1,320;;1,320;
11.4. 18:00:00;1,850;;1,850;
11.4. 19:00:00;1,670;;1,670;
11.4. 20:00:00;2,180;;2,180;
11.4. 21:00:00;2,830;;2,830;
11.4. 22:00:00;;0,820;0,820;
11.4. 23:00:00;;0,950;0,950;
12.4. 00:00:00;;0,640;0,640;
12.4. 01:00:00;;0,820;0,820;
12.4. 02:00:00;;1,090;1,090;
12.4. 03:00:00;;2,690;2,690;
12.4. 04:00:00;;6,730;6,730;
12.4. 05:00:00;;4,940;4,940;
12.4. 06:00:00;;4,600;4,600;
12.4. 07:00:00;3,260;;3,260;
12.4. 08:00:00;1,380;;1,380;
12.4. 09:00:00;1,730;;1,730;
12.4. 10:00:00;1,740;;1,740;
12.4. 11:00:00;1,540;;1,540;
12.4. 12:00:00;1,490;;1,490;
12.4. 13:00:00;2,190;;2,190;
12.4. 14:00:00;1,300;;1,300;
12.4. 15:00:00;1,550;;1,550;
12.4. 16:00:00;2,050;;2,050;
12.4. 17:00:00;1,810;;1,810;
12.4. 18:00:00;3,290;;3,290;
12.4. 19:00:00;2,050;;2,050;
12.4. 20:00:00;1,460;;1,460;
12.4. 21:00:00;1,240;;1,240;
12.4. 22:00:00;;1,210;1,210;
12.4. 23:00:00;;1,680;1,680;
13.4. 00:00:00;;0,950;0,950;
13.4. 01:00:00;;0,920;0,920;
13.4. 02:00:00;;1,190;1,190;
13.4. 03:00:00;;2,750;2,750;
13.4. 04:00:00;;6,330;6,330;
13.4. 05:00:00;;4,770;4,770;
13.4. 06:00:00;;2,190;2,190;
13.4. 07:00:00;1,010;;1,010;
13.4. 08:00:00;1,040;;1,040;
13.4. 09:00:00;1,340;;1,340;
13.4. 10:00:00;2,250;;2,250;
13.4. 11:00:00;1,330;;1,330;
13.4. 12:00:00;1,840;;1,840;
13.4. 13:00:00;1,300;;1,300;
13.4. 14:00:00;1,450;;1,450;
13.4. 15:00:00;1,370;;1,370;
13.4. 16:00:00;1,740;;1,740;
13.4. 17:00:00;1,810;;1,810;
13.4. 18:00:00;1,830;;1,830;
13.4. 19:00:00;1,420;;1,420;
13.4. 20:00:00;1,620;;1,620;
13.4. 21:00:00;1,360;;1,360;
13.4. 22:00:00;;1,320;1,320;
13.4. 23:00:00;;1,110;1,110;
14.4. 00:00:00;;1,010;1,010;
14.4. 01:00:00;;1,040;1,040;
14.4. 02:00:00;;1,400;1,400;
14.4. 03:00:00;;2,860;2,860;
14.4. 04:00:00;;6,120;6,120;
14.4. 05:00:00;;1,800;1,800;
14.4. 06:00:00;;1,690;1,690;
14.4. 07:00:00;2,190;;2,190;
14.4. 08:00:00;1,190;;1,190;
14.4. 09:00:00;1,270;;1,270;
14.4. 10:00:00;1,780;;1,780;
14.4. 11:00:00;1,720;;1,720;
14.4. 12:00:00;1,320;;1,320;
14.4. 13:00:00;1,440;;1,440;
14.4. 14:00:00;1,570;;1,570;
14.4. 15:00:00;1,480;;1,480;
14.4. 16:00:00;1,990;;1,990;
14.4. 17:00:00;2,060;;2,060;
14.4. 18:00:00;1,510;;1,510;
14.4. 19:00:00;0,960;;0,960;
14.4. 20:00:00;1,380;;1,380;
14.4. 21:00:00;1,160;;1,160;
14.4. 22:00:00;;1,530;1,530;
14.4. 23:00:00;;1,330;1,330;
15.4. 00:00:00;;1,030;1,030;
15.4. 01:00:00;;1,030;1,030;
15.4. 02:00:00;;1,480;1,480;
15.4. 03:00:00;;2,900;2,900;
15.4. 04:00:00;;6,220;6,220;
15.4. 05:00:00;;4,680;4,680;
15.4. 06:00:00;;2,740;2,740;
15.4. 07:00:00;1,330;;1,330;
15.4. 08:00:00;1,280;;1,280;
15.4. 09:00:00;1,420;;1,420;
15.4. 10:00:00;1,690;;1,690;
15.4. 11:00:00;2,740;;2,740;
15.4. 12:00:00;2,530;;2,530;
15.4. 13:00:00;1,150;;1,150;
15.4. 14:00:00;1,960;;1,960;
15.4. 15:00:00;1,650;;1,650;
15.4. 16:00:00;1,850;;1,850;
15.4. 17:00:00;2,490;;2,490;
15.4. 18:00:00;1,060;;1,060;
15.4. 19:00:00;1,640;;1,640;
15.4. 20:00:00;1,700;;1,700;
15.4. 21:00:00;1,400;;1,400;
15.4. 22:00:00;;1,310;1,310;
15.4. 23:00:00;;1,220;1,220;
16.4. 00:00:00;;0,980;0,980;
16.4. 01:00:00;;0,940;0,940;
16.4. 02:00:00;;1,240;1,240;
16.4. 03:00:00;;2,840;2,840;
16.4. 04:00:00;;6,050;6,050;
16.4. 05:00:00;;4,660;4,660;
16.4. 06:00:00;;1,720;1,720;
16.4. 07:00:00;1,590;;1,590;
16.4. 08:00:00;1,260;;1,260;
16.4. 09:00:00;1,150;;1,150;
16.4. 10:00:00;1,770;;1,770;
16.4. 11:00:00;1,470;;1,470;
16.4. 12:00:00;1,370;;1,370;
16.4. 13:00:00;1,410;;1,410;
16.4. 14:00:00;1,450;;1,450;
16.4. 15:00:00;1,680;;1,680;
16.4. 16:00:00;2,770;;2,770;
16.4. 17:00:00;2,430;;2,430;
16.4. 18:00:00;1,530;;1,530;
16.4. 19:00:00;1,210;;1,210;
16.4. 20:00:00;1,540;;1,540;
16.4. 21:00:00;1,440;;1,440;
16.4. 22:00:00;;1,360;1,360;
16.4. 23:00:00;;1,040;1,040;
17.4. 00:00:00;;1,000;1,000;
17.4. 01:00:00;;1,000;1,000;
17.4. 02:00:00;;1,360;1,360;
17.4. 03:00:00;;2,880;2,880;
17.4. 04:00:00;;6,170;6,170;
17.4. 05:00:00;;4,770;4,770;
17.4. 06:00:00;;4,600;4,600;
17.4. 07:00:00;3,310;;3,310;
17.4. 08:00:00;0,960;;0,960;
17.4. 09:00:00;1,050;;1,050;
17.4. 10:00:00;1,070;;1,070;
17.4. 11:00:00;0,820;;0,820;
17.4. 12:00:00;1,070;;1,070;
17.4. 13:00:00;0,990;;0,990;
17.4. 14:00:00;1,100;;1,100;
17.4. 15:00:00;1,210;;1,210;
17.4. 16:00:00;1,770;;1,770;
17.4. 17:00:00;1,430;;1,430;
17.4. 18:00:00;0,860;;0,860;
17.4. 19:00:00;5,450;;5,450;
17.4. 20:00:00;4,780;;4,780;
17.4. 21:00:00;1,270;;1,270;
17.4. 22:00:00;;1,380;1,380;
17.4. 23:00:00;;1,600;1,600;
18.4. 00:00:00;;1,070;1,070;
18.4. 01:00:00;;1,080;1,080;
18.4. 02:00:00;;1,080;1,080;
18.4. 03:00:00;;2,510;2,510;
18.4. 04:00:00;;6,390;6,390;
18.4. 05:00:00;;4,930;4,930;
18.4. 06:00:00;;2,760;2,760;
18.4. 07:00:00;1,160;;1,160;
18.4. 08:00:00;1,130;;1,130;
18.4. 09:00:00;1,240;;1,240;
18.4. 10:00:00;1,130;;1,130;
18.4. 11:00:00;1,200;;1,200;
18.4. 12:00:00;1,860;;1,860;
18.4. 13:00:00;1,050;;1,050;
18.4. 14:00:00;0,760;;0,760;
18.4. 15:00:00;1,300;;1,300;
18.4. 16:00:00;2,280;;2,280;
18.4. 17:00:00;1,440;;1,440;
18.4. 18:00:00;1,650;;1,650;
18.4. 19:00:00;0,970;;0,970;
18.4. 20:00:00;1,280;;1,280;
18.4. 21:00:00;1,610;;1,610;
18.4. 22:00:00;;1,410;1,410;
18.4. 23:00:00;;1,250;1,250;
19.4. 00:00:00;;0,900;0,900;
19.4. 01:00:00;;0,920;0,920;
19.4. 02:00:00;;0,920;0,920;
19.4. 03:00:00;;2,200;2,200;
19.4. 04:00:00;;5,550;5,550;
19.4. 05:00:00;;5,120;5,120;
19.4. 06:00:00;;4,450;4,450;
19.4. 07:00:00;1,220;;1,220;
19.4. 08:00:00;1,110;;1,110;
19.4. 09:00:00;1,230;;1,230;
19.4. 10:00:00;1,790;;1,790;
19.4. 11:00:00;0,870;;0,870;
19.4. 12:00:00;0,680;;0,680;
19.4. 13:00:00;0,710;;0,710;
19.4. 14:00:00;0,600;;0,600;
19.4. 15:00:00;1,190;;1,190;
19.4. 16:00:00;2,970;;2,970;
19.4. 17:00:00;2,780;;2,780;
19.4. 18:00:00;1,650;;1,650;
19.4. 19:00:00;1,520;;1,520;
19.4. 20:00:00;1,420;;1,420;
19.4. 21:00:00;1,110;;1,110;
19.4. 22:00:00;;1,150;1,150;
19.4. 23:00:00;;1,170;1,170;
20.4. 00:00:00;;0,830;0,830;
20.4. 01:00:00;;0,830;0,830;
20.4. 02:00:00;;1,010;1,010;
20.4. 03:00:00;;2,700;2,700;
20.4. 04:00:00;;5,530;5,530;
20.4. 05:00:00;;4,410;4,410;
20.4. 06:00:00;;3,050;3,050;
20.4. 07:00:00;1,180;;1,180;
20.4. 08:00:00;0,820;;0,820;
20.4. 09:00:00;0,990;;0,990;
20.4. 10:00:00;0,860;;0,860;
20.4. 11:00:00;1,200;;1,200;
20.4. 12:00:00;0,850;;0,850;
20.4. 13:00:00;1,010;;1,010;
20.4. 14:00:00;1,220;;1,220;
20.4. 15:00:00;1,380;;1,380;
20.4. 16:00:00;1,450;;1,450;
20.4. 17:00:00;1,420;;1,420;
20.4. 18:00:00;0,700;;0,700;
20.4. 19:00:00;0,770;;0,770;
20.4. 20:00:00;1,090;;1,090;
20.4. 21:00:00;1,840;;1,840;
20.4. 22:00:00;;1,650;1,650;
20.4. 23:00:00;;1,010;1,010;
21.4. 00:00:00;;0,800;0,800;
21.4. 01:00:00;;0,850;0,850;
21.4. 02:00:00;;1,210;1,210;
21.4. 03:00:00;;6,000;6,000;
21.4. 04:00:00;;4,980;4,980;
21.4. 05:00:00;;4,140;4,140;
21.4. 06:00:00;;1,190;1,190;
21.4. 07:00:00;1,420;;1,420;
21.4. 08:00:00;0,910;;0,910;
21.4. 09:00:00;0,780;;0,780;
21.4. 10:00:00;1,070;;1,070;
21.4. 11:00:00;1,430;;1,430;
21.4. 12:00:00;1,430;;1,430;
21.4. 13:00:00;0,490;;0,490;
21.4. 14:00:00;0,690;;0,690;
21.4. 15:00:00;0,960;;0,960;
21.4. 16:00:00;1,230;;1,230;
21.4. 17:00:00;1,670;;1,670;
21.4. 18:00:00;1,340;;1,340;
21.4. 19:00:00;0,950;;0,950;
21.4. 20:00:00;0,980;;0,980;
21.4. 21:00:00;1,260;;1,260;
21.4. 22:00:00;;1,010;1,010;
21.4. 23:00:00;;0,840;0,840;
22.4. 00:00:00;;0,770;0,770;
22.4. 01:00:00;;0,760;0,760;
22.4. 02:00:00;;0,940;0,940;
22.4. 03:00:00;;5,350;5,350;
22.4. 04:00:00;;4,720;4,720;
22.4. 05:00:00;;4,050;4,050;
22.4. 06:00:00;;1,400;1,400;
22.4. 07:00:00;1,000;;1,000;
22.4. 08:00:00;0,660;;0,660;
22.4. 09:00:00;0,710;;0,710;
22.4. 10:00:00;0,930;;0,930;
22.4. 11:00:00;0,810;;0,810;
22.4. 12:00:00;0,670;;0,670;
22.4. 13:00:00;0,760;;0,760;
22.4. 14:00:00;0,620;;0,620;
22.4. 15:00:00;0,790;;0,790;
22.4. 16:00:00;1,740;;1,740;
22.4. 17:00:00;0,950;;0,950;
22.4. 18:00:00;0,430;;0,430;
22.4. 19:00:00;0,430;;0,430;
22.4. 20:00:00;1,170;;1,170;
22.4. 21:00:00;1,570;;1,570;
22.4. 22:00:00;;0,870;0,870;
22.4. 23:00:00;;0,630;0,630;
23.4. 00:00:00;;0,660;0,660;
23.4. 01:00:00;;0,630;0,630;
23.4. 02:00:00;;0,920;0,920;
23.4. 03:00:00;;5,510;5,510;
23.4. 04:00:00;;4,640;4,640;
23.4. 05:00:00;;3,970;3,970;
23.4. 06:00:00;;1,580;1,580;
23.4. 07:00:00;1,040;;1,040;
23.4. 08:00:00;0,970;;0,970;
23.4. 09:00:00;0,790;;0,790;
23.4. 10:00:00;0,430;;0,430;
23.4. 11:00:00;0,820;;0,820;
23.4. 12:00:00;0,730;;0,730;
23.4. 13:00:00;0,540;;0,540;
23.4. 14:00:00;0,640;;0,640;
23.4. 15:00:00;0,820;;0,820;
23.4. 16:00:00;1,220;;1,220;
23.4. 17:00:00;1,170;;1,170;
23.4. 18:00:00;0,520;;0,520;
23.4. 19:00:00;0,350;;0,350;
23.4. 20:00:00;1,610;;1,610;
23.4. 21:00:00;1,910;;1,910;
23.4. 22:00:00;;0,740;0,740;
23.4. 23:00:00;;0,940;0,940;
24.4. 00:00:00;;0,590;0,590;
24.4. 01:00:00;;0,600;0,600;
24.4. 02:00:00;;0,750;0,750;
24.4. 03:00:00;;6,460;6,460;
24.4. 04:00:00;;5,000;5,000;
24.4. 05:00:00;;3,270;3,270;
24.4. 06:00:00;;0,910;0,910;
24.4. 07:00:00;1,020;;1,020;
24.4. 08:00:00;0,930;;0,930;
24.4. 09:00:00;1,550;;1,550;
24.4. 10:00:00;1,080;;1,080;
24.4. 11:00:00;0,770;;0,770;
24.4. 12:00:00;0,850;;0,850;
24.4. 13:00:00;0,550;;0,550;
24.4. 14:00:00;0,530;;0,530;
24.4. 15:00:00;0,600;;0,600;
24.4. 16:00:00;0,880;;0,880;
24.4. 17:00:00;4,010;;4,010;
24.4. 18:00:00;7,030;;7,030;
24.4. 19:00:00;3,000;;3,000;
24.4. 20:00:00;0,500;;0,500;
24.4. 21:00:00;0,960;;0,960;
24.4. 22:00:00;;1,120;1,120;
24.4. 23:00:00;;1,080;1,080;
25.4. 00:00:00;;0,720;0,720;
25.4. 01:00:00;;0,740;0,740;
25.4. 02:00:00;;0,920;0,920;
25.4. 03:00:00;;5,490;5,490;
25.4. 04:00:00;;5,050;5,050;
25.4. 05:00:00;;4,740;4,740;
25.4. 06:00:00;;2,780;2,780;
25.4. 07:00:00;0,840;;0,840;
25.4. 08:00:00;1,070;;1,070;
25.4. 09:00:00;1,200;;1,200;
25.4. 10:00:00;1,190;;1,190;
25.4. 11:00:00;2,310;;2,310;
25.4. 12:00:00;0,410;;0,410;
25.4. 13:00:00;0,600;;0,600;
25.4. 14:00:00;0,280;;0,280;
25.4. 15:00:00;2,090;;2,090;
25.4. 16:00:00;2,190;;2,190;
25.4. 17:00:00;1,250;;1,250;
25.4. 18:00:00;1,220;;1,220;
25.4. 19:00:00;0,870;;0,870;
25.4. 20:00:00;1,240;;1,240;
25.4. 21:00:00;1,110;;1,110;
25.4. 22:00:00;;1,420;1,420;
