Time period;Average power, day;Average power, night;Average power;Temperature
7.1. 05:00:00;;1,980;1,980;
7.1. 06:00:00;;1,790;1,790;
7.1. 07:00:00;1,200;;1,200;
7.1. 08:00:00;1,300;;1,300;
7.1. 09:00:00;1,160;;1,160;
7.1. 10:00:00;1,140;;1,140;
7.1. 11:00:00;1,120;;1,120;
7.1. 12:00:00;1,120;;1,120;
7.1. 13:00:00;1,140;;1,140;
7.1. 14:00:00;1,860;;1,860;
7.1. 15:00:00;1,670;;1,670;
7.1. 16:00:00;1,930;;1,930;
7.1. 17:00:00;2,270;;2,270;
7.1. 18:00:00;1,480;;1,480;
7.1. 19:00:00;2,650;;2,650;
7.1. 20:00:00;2,140;;2,140;
7.1. 21:00:00;1,620;;1,620;
7.1. 22:00:00;;1,260;1,260;
7.1. 23:00:00;;1,140;1,140;
8.1. 00:00:00;;1,040;1,040;4,4
8.1. 01:00:00;;1,050;1,050;
8.1. 02:00:00;;1,820;1,820;
8.1. 03:00:00;;3,990;3,990;
8.1. 04:00:00;;1,920;1,920;
8.1. 05:00:00;;1,440;1,440;
8.1. 06:00:00;;1,400;1,400;
8.1. 07:00:00;1,260;;1,260;
8.1. 08:00:00;1,220;;1,220;
8.1. 09:00:00;1,210;;1,210;
8.1. 10:00:00;1,240;;1,240;
8.1. 11:00:00;1,270;;1,270;
8.1. 12:00:00;1,200;;1,200;
8.1. 13:00:00;1,350;;1,350;
8.1. 14:00:00;1,480;;1,480;
8.1. 15:00:00;2,100;;2,100;
8.1. 16:00:00;2,210;;2,210;
8.1. 17:00:00;2,020;;2,020;
8.1. 18:00:00;1,200;;1,200;
8.1. 19:00:00;1,960;;1,960;
8.1. 20:00:00;1,550;;1,550;
8.1. 21:00:00;1,660;;1,660;
8.1. 22:00:00;;1,410;1,410;
8.1. 23:00:00;;1,120;1,120;
9.1. 00:00:00;;1,030;1,030;0,9
9.1. 01:00:00;;1,060;1,060;
9.1. 02:00:00;;1,840;1,840;
9.1. 03:00:00;;4,460;4,460;
9.1. 04:00:00;;4,040;4,040;
9.1. 05:00:00;;2,860;2,860;
9.1. 06:00:00;;1,810;1,810;
9.1. 07:00:00;1,270;;1,270;
9.1. 08:00:00;1,190;;1,190;
9.1. 09:00:00;1,170;;1,170;
9.1. 10:00:00;1,350;;1,350;
9.1. 11:00:00;1,380;;1,380;
9.1. 12:00:00;1,290;;1,290;
9.1. 13:00:00;1,350;;1,350;
9.1. 14:00:00;1,830;;1,830;
9.1. 15:00:00;1,970;;1,970;
9.1. 16:00:00;2,770;;2,770;
9.1. 17:00:00;2,490;;2,490;
9.1. 18:00:00;1,930;;1,930;
9.1. 19:00:00;1,750;;1,750;
9.1. 20:00:00;1,710;;1,710;
9.1. 21:00:00;1,600;;1,600;
9.1. 22:00:00;;1,790;1,790;
9.1. 23:00:00;;1,600;1,600;
10.1. 00:00:00;;1,250;1,250;-3,9
10.1. 01:00:00;;1,400;1,400;
10.1. 02:00:00;;2,330;2,330;
10.1. 03:00:00;;5,400;5,400;
10.1. 04:00:00;;3,890;3,890;
10.1. 05:00:00;;2,080;2,080;
10.1. 06:00:00;;2,470;2,470;
10.1. 07:00:00;3,200;;3,200;
10.1. 08:00:00;1,600;;1,600;
10.1. 09:00:00;1,710;;1,710;
10.1. 10:00:00;1,920;;1,920;
10.1. 11:00:00;1,910;;1,910;
10.1. 12:00:00;1,890;;1,890;
10.1. 13:00:00;1,880;;1,880;
10.1. 14:00:00;2,300;;2,300;
10.1. 15:00:00;2,480;;2,480;
10.1. 16:00:00;3,270;;3,270;
10.1. 17:00:00;3,640;;3,640;
10.1. 18:00:00;2,050;;2,050;
10.1. 19:00:00;2,420;;2,420;
10.1. 20:00:00;2,130;;2,130;
10.1. 21:00:00;1,860;;1,860;
10.1. 22:00:00;;1,820;1,820;
10.1. 23:00:00;;2,070;2,070;
11.1. 00:00:00;;1,420;1,420;-1,8
11.1. 01:00:00;;1,330;1,330;
11.1. 02:00:00;;2,040;2,040;
11.1. 03:00:00;;5,170;5,170;
11.1. 04:00:00;;3,370;3,370;
11.1. 05:00:00;;2,230;2,230;
11.1. 06:00:00;;1,830;1,830;
11.1. 07:00:00;1,490;;1,490;
11.1. 08:00:00;1,760;;1,760;
11.1. 09:00:00;1,890;;1,890;
11.1. 10:00:00;3,100;;3,100;
11.1. 11:00:00;2,040;;2,040;
11.1. 12:00:00;1,870;;1,870;
11.1. 13:00:00;2,160;;2,160;
11.1. 14:00:00;2,750;;2,750;
11.1. 15:00:00;3,320;;3,320;
11.1. 16:00:00;5,330;;5,330;
11.1. 17:00:00;4,150;;4,150;
11.1. 18:00:00;1,810;;1,810;
11.1. 19:00:00;1,510;;1,510;
11.1. 20:00:00;1,680;;1,680;
11.1. 21:00:00;2,250;;2,250;
11.1. 22:00:00;;2,310;2,310;
11.1. 23:00:00;;1,790;1,790;
12.1. 00:00:00;;1,370;1,370;3,3
12.1. 01:00:00;;1,140;1,140;
12.1. 02:00:00;;1,730;1,730;
12.1. 03:00:00;;4,560;4,560;
12.1. 04:00:00;;4,290;4,290;
12.1. 05:00:00;;3,810;3,810;
12.1. 06:00:00;;1,480;1,480;
12.1. 07:00:00;1,050;;1,050;
12.1. 08:00:00;1,040;;1,040;
12.1. 09:00:00;1,410;;1,410;
12.1. 10:00:00;1,590;;1,590;
12.1. 11:00:00;1,430;;1,430;
12.1. 12:00:00;1,510;;1,510;
12.1. 13:00:00;1,660;;1,660;
12.1. 14:00:00;1,430;;1,430;
12.1. 15:00:00;1,680;;1,680;
12.1. 16:00:00;2,160;;2,160;
12.1. 17:00:00;2,470;;2,470;
12.1. 18:00:00;1,850;;1,850;
12.1. 19:00:00;1,640;;1,640;
12.1. 20:00:00;1,880;;1,880;
12.1. 21:00:00;1,530;;1,530;
12.1. 22:00:00;;1,770;1,770;
12.1. 23:00:00;;1,380;1,380;
13.1. 00:00:00;;1,110;1,110;0,1
13.1. 01:00:00;;1,270;1,270;
13.1. 02:00:00;;1,750;1,750;
13.1. 03:00:00;;4,330;4,330;
13.1. 04:00:00;;4,320;4,320;
13.1. 05:00:00;;3,840;3,840;
13.1. 06:00:00;;2,860;2,860;
13.1. 07:00:00;2,780;;2,780;
13.1. 08:00:00;1,260;;1,260;
13.1. 09:00:00;1,150;;1,150;
13.1. 10:00:00;1,190;;1,190;
13.1. 11:00:00;1,280;;1,280;
13.1. 12:00:00;1,170;;1,170;
13.1. 13:00:00;1,220;;1,220;
13.1. 14:00:00;1,950;;1,950;
13.1. 15:00:00;2,790;;2,790;
13.1. 16:00:00;3,670;;3,670;
13.1. 17:00:00;2,300;;2,300;
13.1. 18:00:00;1,390;;1,390;
13.1. 19:00:00;2,210;;2,210;
13.1. 20:00:00;1,780;;1,780;
13.1. 21:00:00;1,590;;1,590;
13.1. 22:00:00;;1,680;1,680;
13.1. 23:00:00;;1,370;1,370;
14.1. 00:00:00;;1,120;1,120;2
14.1. 01:00:00;;1,090;1,090;
14.1. 02:00:00;;2,110;2,110;
14.1. 03:00:00;;5,040;5,040;
14.1. 04:00:00;;4,390;4,390;
14.1. 05:00:00;;3,630;3,630;
14.1. 06:00:00;;3,350;3,350;
14.1. 07:00:00;1,360;;1,360;
14.1. 08:00:00;1,330;;1,330;
14.1. 09:00:00;1,140;;1,140;
14.1. 10:00:00;1,100;;1,100;
14.1. 11:00:00;1,240;;1,240;
14.1. 12:00:00;1,120;;1,120;
14.1. 13:00:00;1,170;;1,170;
14.1. 14:00:00;2,190;;2,190;
14.1. 15:00:00;2,030;;2,030;
14.1. 16:00:00;2,270;;2,270;
14.1. 17:00:00;2,070;;2,070;
14.1. 18:00:00;1,700;;1,700;
14.1. 19:00:00;1,910;;1,910;
14.1. 20:00:00;2,440;;2,440;
14.1. 21:00:00;2,670;;2,670;
14.1. 22:00:00;;1,730;1,730;
14.1. 23:00:00;;1,300;1,300;
15.1. 00:00:00;;1,070;1,070;5
15.1. 01:00:00;;1,080;1,080;
15.1. 02:00:00;;1,920;1,920;
15.1. 03:00:00;;4,870;4,870;
15.1. 04:00:00;;4,190;4,190;
15.1. 05:00:00;;2,060;2,060;
15.1. 06:00:00;;1,830;1,830;
15.1. 07:00:00;1,340;;1,340;
15.1. 08:00:00;1,110;;1,110;
15.1. 09:00:00;1,080;;1,080;
15.1. 10:00:00;1,050;;1,050;
15.1. 11:00:00;1,040;;1,040;
15.1. 12:00:00;1,110;;1,110;
15.1. 13:00:00;1,260;;1,260;
15.1. 14:00:00;2,050;;2,050;
15.1. 15:00:00;1,790;;1,790;
15.1. 16:00:00;2,160;;2,160;
15.1. 17:00:00;2,220;;2,220;
15.1. 18:00:00;1,440;;1,440;
15.1. 19:00:00;1,770;;1,770;
15.1. 20:00:00;1,720;;1,720;
15.1. 21:00:00;1,300;;1,300;
15.1. 22:00:00;;1,400;1,400;
15.1. 23:00:00;;1,290;1,290;
16.1. 00:00:00;;1,030;1,030;4
16.1. 01:00:00;;1,040;1,040;
16.1. 02:00:00;;1,580;1,580;
16.1. 03:00:00;;4,450;4,450;
16.1. 04:00:00;;4,200;4,200;
16.1. 05:00:00;;3,000;3,000;
16.1. 06:00:00;;1,650;1,650;
16.1. 07:00:00;1,350;;1,350;
16.1. 08:00:00;1,080;;1,080;
16.1. 09:00:00;1,040;;1,040;
16.1. 10:00:00;1,020;;1,020;
16.1. 11:00:00;1,010;;1,010;
16.1. 12:00:00;1,010;;1,010;
16.1. 13:00:00;1,260;;1,260;
16.1. 14:00:00;1,930;;1,930;
16.1. 15:00:00;1,850;;1,850;
16.1. 16:00:00;2,130;;2,130;
16.1. 17:00:00;2,000;;2,000;
16.1. 18:00:00;1,630;;1,630;
16.1. 19:00:00;2,030;;2,030;
16.1. 20:00:00;2,590;;2,590;
16.1. 21:00:00;1,620;;1,620;
16.1. 22:00:00;;1,350;1,350;
16.1. 23:00:00;;1,460;1,460;
17.1. 00:00:00;;1,040;1,040;3,4
17.1. 01:00:00;;1,040;1,040;
17.1. 02:00:00;;1,590;1,590;
17.1. 03:00:00;;4,470;4,470;
17.1. 04:00:00;;4,290;4,290;
17.1. 05:00:00;;3,500;3,500;
17.1. 06:00:00;;2,020;2,020;
17.1. 07:00:00;1,340;;1,340;
17.1. 08:00:00;1,090;;1,090;
17.1. 09:00:00;1,060;;1,060;
17.1. 10:00:00;1,040;;1,040;
17.1. 11:00:00;1,060;;1,060;
17.1. 12:00:00;1,490;;1,490;
17.1. 13:00:00;1,560;;1,560;
17.1. 14:00:00;2,520;;2,520;
17.1. 15:00:00;1,890;;1,890;
17.1. 16:00:00;2,540;;2,540;
17.1. 17:00:00;2,530;;2,530;
17.1. 18:00:00;1,460;;1,460;
17.1. 19:00:00;1,610;;1,610;
17.1. 20:00:00;1,800;;1,800;
17.1. 21:00:00;1,670;;1,670;
17.1. 22:00:00;;1,320;1,320;
17.1. 23:00:00;;1,480;1,480;
18.1. 00:00:00;;1,070;1,070;3,5
18.1. 01:00:00;;1,070;1,070;
18.1. 02:00:00;;1,280;1,280;
18.1. 03:00:00;;3,870;3,870;
18.1. 04:00:00;;2,940;2,940;
18.1. 05:00:00;;1,850;1,850;
18.1. 06:00:00;;1,370;1,370;
18.1. 07:00:00;1,260;;1,260;
18.1. 08:00:00;1,770;;1,770;
18.1. 09:00:00;1,960;;1,960;
18.1. 10:00:00;1,600;;1,600;
18.1. 11:00:00;1,240;;1,240;
18.1. 12:00:00;0,990;;0,990;
18.1. 13:00:00;1,050;;1,050;
18.1. 14:00:00;1,400;;1,400;
18.1. 15:00:00;2,260;;2,260;
18.1. 16:00:00;1,730;;1,730;
18.1. 17:00:00;2,160;;2,160;
18.1. 18:00:00;3,420;;3,420;
18.1. 19:00:00;7,210;;7,210;
18.1. 20:00:00;4,420;;4,420;
18.1. 21:00:00;1,610;;1,610;
18.1. 22:00:00;;1,360;1,360;
18.1. 23:00:00;;1,520;1,520;
19.1. 00:00:00;;1,130;1,130;2,4
19.1. 01:00:00;;1,060;1,060;
19.1. 02:00:00;;1,220;1,220;
19.1. 03:00:00;;3,870;3,870;
19.1. 04:00:00;;4,250;4,250;
19.1. 05:00:00;;3,890;3,890;
19.1. 06:00:00;;2,780;2,780;
19.1. 07:00:00;1,070;;1,070;
19.1. 08:00:00;1,410;;1,410;
19.1. 09:00:00;1,600;;1,600;
19.1. 10:00:00;1,760;;1,760;
19.1. 11:00:00;2,210;;2,210;
19.1. 12:00:00;1,940;;1,940;
19.1. 13:00:00;1,610;;1,610;
19.1. 14:00:00;1,660;;1,660;
19.1. 15:00:00;1,810;;1,810;
19.1. 16:00:00;2,830;;2,830;
19.1. 17:00:00;2,950;;2,950;
19.1. 18:00:00;3,940;;3,940;
19.1. 19:00:00;1,640;;1,640;
19.1. 20:00:00;2,290;;2,290;
19.1. 21:00:00;1,950;;1,950;
19.1. 22:00:00;;1,300;1,300;
19.1. 23:00:00;;1,740;1,740;
20.1. 00:00:00;;1,140;1,140;2,1
20.1. 01:00:00;;1,100;1,100;
20.1. 02:00:00;;1,480;1,480;
20.1. 03:00:00;;4,430;4,430;
20.1. 04:00:00;;4,390;4,390;
20.1. 05:00:00;;3,790;3,790;
20.1. 06:00:00;;1,990;1,990;
20.1. 07:00:00;1,400;;1,400;
20.1. 08:00:00;1,290;;1,290;
20.1. 09:00:00;1,700;;1,700;
20.1. 10:00:00;1,150;;1,150;
20.1. 11:00:00;1,030;;1,030;
20.1. 12:00:00;1,590;;1,590;
20.1. 13:00:00;2,130;;2,130;
20.1. 14:00:00;1,630;;1,630;
20.1. 15:00:00;1,900;;1,900;
20.1. 16:00:00;2,380;;2,380;
20.1. 17:00:00;2,120;;2,120;
20.1. 18:00:00;1,480;;1,480;
20.1. 19:00:00;2,210;;2,210;
20.1. 20:00:00;2,100;;2,100;
20.1. 21:00:00;1,730;;1,730;
20.1. 22:00:00;;1,380;1,380;
20.1. 23:00:00;;1,400;1,400;
21.1. 00:00:00;;1,090;1,090;4,3
21.1. 01:00:00;;1,080;1,080;
21.1. 02:00:00;;1,650;1,650;
21.1. 03:00:00;;4,560;4,560;
21.1. 04:00:00;;4,230;4,230;
21.1. 05:00:00;;3,570;3,570;
21.1. 06:00:00;;3,230;3,230;
21.1. 07:00:00;1,270;;1,270;
21.1. 08:00:00;1,270;;1,270;
21.1. 09:00:00;1,090;;1,090;
21.1. 10:00:00;1,090;;1,090;
21.1. 11:00:00;1,080;;1,080;
21.1. 12:00:00;1,080;;1,080;
21.1. 13:00:00;1,070;;1,070;
21.1. 14:00:00;1,720;;1,720;
21.1. 15:00:00;2,050;;2,050;
21.1. 16:00:00;2,560;;2,560;
21.1. 17:00:00;2,120;;2,120;
21.1. 18:00:00;1,540;;1,540;
21.1. 19:00:00;2,950;;2,950;
21.1. 20:00:00;2,080;;2,080;
21.1. 21:00:00;1,630;;1,630;
21.1. 22:00:00;;1,380;1,380;
21.1. 23:00:00;;1,590;1,590;
22.1. 00:00:00;;1,180;1,180;0,5
22.1. 01:00:00;;1,180;1,180;
22.1. 02:00:00;;1,830;1,830;
22.1. 03:00:00;;4,560;4,560;
22.1. 04:00:00;;4,370;4,370;
22.1. 05:00:00;;3,760;3,760;
22.1. 06:00:00;;3,420;3,420;
22.1. 07:00:00;1,380;;1,380;
22.1. 08:00:00;1,170;;1,170;
22.1. 09:00:00;1,160;;1,160;
22.1. 10:00:00;1,130;;1,130;
22.1. 11:00:00;1,110;;1,110;
22.1. 12:00:00;1,170;;1,170;
22.1. 13:00:00;1,380;;1,380;
22.1. 14:00:00;1,680;;1,680;
22.1. 15:00:00;2,090;;2,090;
22.1. 16:00:00;2,670;;2,670;
22.1. 17:00:00;2,350;;2,350;
22.1. 18:00:00;1,620;;1,620;
22.1. 19:00:00;2,000;;2,000;
22.1. 20:00:00;2,080;;2,080;
22.1. 21:00:00;1,760;;1,760;
22.1. 22:00:00;;1,880;1,880;
22.1. 23:00:00;;1,730;1,730;
23.1. 00:00:00;;1,480;1,480;-0,8
23.1. 01:00:00;;1,480;1,480;
23.1. 02:00:00;;2,340;2,340;
23.1. 03:00:00;;5,610;5,610;
23.1. 04:00:00;;4,000;4,000;
23.1. 05:00:00;;2,360;2,360;
23.1. 06:00:00;;2,440;2,440;
23.1. 07:00:00;2,640;;2,640;
23.1. 08:00:00;1,730;;1,730;
23.1. 09:00:00;1,580;;1,580;
23.1. 10:00:00;1,580;;1,580;
23.1. 11:00:00;1,500;;1,500;
23.1. 12:00:00;1,650;;1,650;
23.1. 13:00:00;1,740;;1,740;
23.1. 14:00:00;2,270;;2,270;
23.1. 15:00:00;2,530;;2,530;
23.1. 16:00:00;3,490;;3,490;
23.1. 17:00:00;2,980;;2,980;
23.1. 18:00:00;1,880;;1,880;
23.1. 19:00:00;2,350;;2,350;
23.1. 20:00:00;1,960;;1,960;
23.1. 21:00:00;1,660;;1,660;
23.1. 22:00:00;;1,700;1,700;
23.1. 23:00:00;;1,600;1,600;
24.1. 00:00:00;;1,350;1,350;1,3
24.1. 01:00:00;;1,540;1,540;
24.1. 02:00:00;;2,220;2,220;
24.1. 03:00:00;;5,110;5,110;
24.1. 04:00:00;;4,400;4,400;
24.1. 05:00:00;;3,620;3,620;
24.1. 06:00:00;;2,120;2,120;
24.1. 07:00:00;1,540;;1,540;
24.1. 08:00:00;1,280;;1,280;
24.1. 09:00:00;1,380;;1,380;
24.1. 10:00:00;1,260;;1,260;
24.1. 11:00:00;1,310;;1,310;
24.1. 12:00:00;1,550;;1,550;
24.1. 13:00:00;1,480;;1,480;
24.1. 14:00:00;2,000;;2,000;
24.1. 15:00:00;2,250;;2,250;
24.1. 16:00:00;2,460;;2,460;
24.1. 17:00:00;2,290;;2,290;
24.1. 18:00:00;1,460;;1,460;
24.1. 19:00:00;2,390;;2,390;
24.1. 20:00:00;1,940;;1,940;
24.1. 21:00:00;1,670;;1,670;
24.1. 22:00:00;;1,890;1,890;
24.1. 23:00:00;;1,470;1,470;
25.1. 00:00:00;;1,250;1,250;-0,3
25.1. 01:00:00;;1,260;1,260;
25.1. 02:00:00;;1,880;1,880;
25.1. 03:00:00;;4,200;4,200;
25.1. 04:00:00;;3,290;3,290;
25.1. 05:00:00;;2,260;2,260;
25.1. 06:00:00;;1,770;1,770;
25.1. 07:00:00;2,050;;2,050;
25.1. 08:00:00;1,820;;1,820;
25.1. 09:00:00;2,030;;2,030;
25.1. 10:00:00;2,740;;2,740;
25.1. 11:00:00;2,520;;2,520;
25.1. 12:00:00;1,600;;1,600;
25.1. 13:00:00;1,340;;1,340;
25.1. 14:00:00;1,500;;1,500;
25.1. 15:00:00;1,540;;1,540;
25.1. 16:00:00;2,340;;2,340;
25.1. 17:00:00;2,760;;2,760;
25.1. 18:00:00;2,800;;2,800;
25.1. 19:00:00;4,730;;4,730;
25.1. 20:00:00;5,940;;5,940;
25.1. 21:00:00;1,940;;1,940;
25.1. 22:00:00;;1,790;1,790;
25.1. 23:00:00;;1,840;1,840;
26.1. 00:00:00;;1,430;1,430;1,1
26.1. 01:00:00;;1,420;1,420;
26.1. 02:00:00;;2,010;2,010;
26.1. 03:00:00;;4,620;4,620;
26.1. 04:00:00;;4,580;4,580;
26.1. 05:00:00;;3,990;3,990;
26.1. 06:00:00;;2,870;2,870;
26.1. 07:00:00;1,570;;1,570;
26.1. 08:00:00;1,400;;1,400;
26.1. 09:00:00;1,660;;1,660;
26.1. 10:00:00;1,740;;1,740;
26.1. 11:00:00;3,290;;3,290;
26.1. 12:00:00;1,900;;1,900;
26.1. 13:00:00;1,700;;1,700;
26.1. 14:00:00;1,750;;1,750;
26.1. 15:00:00;1,430;;1,430;
26.1. 16:00:00;2,180;;2,180;
26.1. 17:00:00;2,810;;2,810;
26.1. 18:00:00;3,010;;3,010;
26.1. 19:00:00;2,370;;2,370;
26.1. 20:00:00;2,660;;2,660;
26.1. 21:00:00;1,650;;1,650;
26.1. 22:00:00;;1,730;1,730;
26.1. 23:00:00;;1,560;1,560;
27.1. 00:00:00;;1,310;1,310;-2,7
27.1. 01:00:00;;1,380;1,380;
27.1. 02:00:00;;2,260;2,260;
27.1. 03:00:00;;4,730;4,730;
27.1. 04:00:00;;4,660;4,660;
27.1. 05:00:00;;3,530;3,530;
27.1. 06:00:00;;2,270;2,270;
27.1. 07:00:00;2,380;;2,380;
27.1. 08:00:00;1,560;;1,560;
27.1. 09:00:00;1,600;;1,600;
27.1. 10:00:00;1,460;;1,460;
27.1. 11:00:00;1,570;;1,570;
27.1. 12:00:00;1,560;;1,560;
27.1. 13:00:00;1,830;;1,830;
27.1. 14:00:00;2,240;;2,240;
27.1. 15:00:00;2,300;;2,300;
27.1. 16:00:00;3,150;;3,150;
27.1. 17:00:00;2,490;;2,490;
27.1. 18:00:00;1,900;;1,900;
27.1. 19:00:00;2,370;;2,370;
27.1. 20:00:00;2,360;;2,360;
27.1. 21:00:00;1,800;;1,800;
27.1. 22:00:00;;1,850;1,850;
27.1. 23:00:00;;1,870;1,870;
28.1. 00:00:00;;1,420;1,420;0,9
28.1. 01:00:00;;1,500;1,500;
28.1. 02:00:00;;2,390;2,390;
28.1. 03:00:00;;4,990;4,990;
28.1. 04:00:00;;4,640;4,640;
28.1. 05:00:00;;2,290;2,290;
28.1. 06:00:00;;2,230;2,230;
28.1. 07:00:00;1,570;;1,570;
28.1. 08:00:00;1,590;;1,590;
28.1. 09:00:00;1,260;;1,260;
28.1. 10:00:00;1,450;;1,450;
28.1. 11:00:00;1,270;;1,270;
