Time period;Average power, day;Average power, night;Average power;Temperature
7.3. 15:00:00;2,860;;2,860;
7.3. 16:00:00;4,380;;4,380;
7.3. 17:00:00;1,970;;1,970;
7.3. 18:00:00;2,310;;2,310;
7.3. 19:00:00;2,420;;2,420;
7.3. 20:00:00;1,680;;1,680;
7.3. 21:00:00;1,700;;1,700;
7.3. 22:00:00;;2,360;2,360;
7.3. 23:00:00;;1,760;1,760;
8.3. 00:00:00;;1,480;1,480;-8,1
8.3. 01:00:00;;3,650;3,650;
8.3. 02:00:00;;4,530;4,530;
8.3. 03:00:00;;2,300;2,300;
8.3. 04:00:00;;3,140;3,140;
8.3. 05:00:00;;2,030;2,030;
8.3. 06:00:00;;2,150;2,150;
8.3. 07:00:00;2,200;;2,200;
8.3. 08:00:00;2,280;;2,280;
8.3. 09:00:00;2,110;;2,110;
8.3. 10:00:00;1,750;;1,750;
8.3. 11:00:00;2,270;;2,270;
8.3. 12:00:00;2,290;;2,290;
8.3. 13:00:00;2,160;;2,160;
8.3. 14:00:00;2,590;;2,590;
8.3. 15:00:00;2,990;;2,990;
8.3. 16:00:00;2,920;;2,920;
8.3. 17:00:00;2,000;;2,000;
8.3. 18:00:00;2,200;;2,200;
8.3. 19:00:00;2,250;;2,250;
8.3. 20:00:00;2,280;;2,280;
8.3. 21:00:00;2,400;;2,400;
8.3. 22:00:00;;1,840;1,840;
8.3. 23:00:00;;2,220;2,220;
9.3. 00:00:00;;2,220;2,220;-9,9
9.3. 01:00:00;;4,970;4,970;
9.3. 02:00:00;;8,220;8,220;
9.3. 03:00:00;;4,720;4,720;
9.3. 04:00:00;;3,450;3,450;
9.3. 05:00:00;;2,410;2,410;
9.3. 06:00:00;;2,610;2,610;
9.3. 07:00:00;2,230;;2,230;
9.3. 08:00:00;2,410;;2,410;
9.3. 09:00:00;2,660;;2,660;
9.3. 10:00:00;2,350;;2,350;
9.3. 11:00:00;2,480;;2,480;
9.3. 12:00:00;2,410;;2,410;
9.3. 13:00:00;2,310;;2,310;
9.3. 14:00:00;2,950;;2,950;
9.3. 15:00:00;2,690;;2,690;
9.3. 16:00:00;5,260;;5,260;
9.3. 17:00:00;3,050;;3,050;
9.3. 18:00:00;2,400;;2,400;
9.3. 19:00:00;2,510;;2,510;
9.3. 20:00:00;1,910;;1,910;
9.3. 21:00:00;2,140;;2,140;
9.3. 22:00:00;;2,300;2,300;
9.3. 23:00:00;;2,030;2,030;
10.3. 00:00:00;;2,180;2,180;-15,7
10.3. 01:00:00;;5,540;5,540;
10.3. 02:00:00;;7,360;7,360;
10.3. 03:00:00;;5,450;5,450;
10.3. 04:00:00;;4,050;4,050;
10.3. 05:00:00;;3,080;3,080;
10.3. 06:00:00;;3,020;3,020;
10.3. 07:00:00;3,750;;3,750;
10.3. 08:00:00;2,960;;2,960;
10.3. 09:00:00;2,950;;2,950;
10.3. 10:00:00;3,060;;3,060;
10.3. 11:00:00;2,840;;2,840;
10.3. 12:00:00;2,470;;2,470;
10.3. 13:00:00;3,180;;3,180;
10.3. 14:00:00;3,970;;3,970;
10.3. 15:00:00;3,350;;3,350;
10.3. 16:00:00;3,310;;3,310;
10.3. 17:00:00;2,500;;2,500;
10.3. 18:00:00;2,030;;2,030;
10.3. 19:00:00;2,230;;2,230;
10.3. 20:00:00;2,460;;2,460;
10.3. 21:00:00;2,840;;2,840;
10.3. 22:00:00;;1,970;1,970;
10.3. 23:00:00;;2,170;2,170;
11.3. 00:00:00;;1,870;1,870;-8
11.3. 01:00:00;;5,110;5,110;
11.3. 02:00:00;;8,470;8,470;
11.3. 03:00:00;;7,510;7,510;
11.3. 04:00:00;;4,180;4,180;
11.3. 05:00:00;;2,190;2,190;
11.3. 06:00:00;;2,720;2,720;
11.3. 07:00:00;2,210;;2,210;
11.3. 08:00:00;2,080;;2,080;
11.3. 09:00:00;2,680;;2,680;
11.3. 10:00:00;2,240;;2,240;
11.3. 11:00:00;2,040;;2,040;
11.3. 12:00:00;2,170;;2,170;
11.3. 13:00:00;2,880;;2,880;
11.3. 14:00:00;2,500;;2,500;
11.3. 15:00:00;3,190;;3,190;
11.3. 16:00:00;2,810;;2,810;
11.3. 17:00:00;1,900;;1,900;
11.3. 18:00:00;1,910;;1,910;
11.3. 19:00:00;2,420;;2,420;
11.3. 20:00:00;1,920;;1,920;
11.3. 21:00:00;2,100;;2,100;
11.3. 22:00:00;;1,820;1,820;
11.3. 23:00:00;;1,650;1,650;
12.3. 00:00:00;;1,800;1,800;-2,6
12.3. 01:00:00;;4,300;4,300;
12.3. 02:00:00;;6,290;6,290;
12.3. 03:00:00;;4,740;4,740;
12.3. 04:00:00;;3,010;3,010;
12.3. 05:00:00;;2,110;2,110;
12.3. 06:00:00;;2,380;2,380;
12.3. 07:00:00;1,840;;1,840;
12.3. 08:00:00;2,110;;2,110;
12.3. 09:00:00;2,450;;2,450;
12.3. 10:00:00;1,940;;1,940;
12.3. 11:00:00;3,070;;3,070;
12.3. 12:00:00;2,470;;2,470;
12.3. 13:00:00;2,830;;2,830;
12.3. 14:00:00;2,600;;2,600;
12.3. 15:00:00;2,490;;2,490;
12.3. 16:00:00;2,220;;2,220;
12.3. 17:00:00;2,130;;2,130;
12.3. 18:00:00;1,900;;1,900;
12.3. 19:00:00;1,960;;1,960;
12.3. 20:00:00;1,890;;1,890;
12.3. 21:00:00;2,180;;2,180;
12.3. 22:00:00;;1,600;1,600;
12.3. 23:00:00;;1,620;1,620;
13.3. 00:00:00;;1,270;1,270;0,6
13.3. 01:00:00;;3,690;3,690;
13.3. 02:00:00;;6,030;6,030;
13.3. 03:00:00;;3,760;3,760;
13.3. 04:00:00;;3,050;3,050;
13.3. 05:00:00;;2,250;2,250;
13.3. 06:00:00;;1,580;1,580;
13.3. 07:00:00;1,330;;1,330;
13.3. 08:00:00;1,790;;1,790;
13.3. 09:00:00;1,700;;1,700;
13.3. 10:00:00;1,570;;1,570;
13.3. 11:00:00;1,490;;1,490;
13.3. 12:00:00;1,720;;1,720;
13.3. 13:00:00;1,750;;1,750;
13.3. 14:00:00;2,410;;2,410;
13.3. 15:00:00;2,510;;2,510;
13.3. 16:00:00;3,180;;3,180;
13.3. 17:00:00;3,970;;3,970;
13.3. 18:00:00;2,390;;2,390;
13.3. 19:00:00;2,270;;2,270;
13.3. 20:00:00;1,630;;1,630;
13.3. 21:00:00;1,510;;1,510;
13.3. 22:00:00;;1,780;1,780;
13.3. 23:00:00;;1,960;1,960;
14.3. 00:00:00;;1,240;1,240;1,1
14.3. 01:00:00;;3,300;3,300;
14.3. 02:00:00;;6,040;6,040;
14.3. 03:00:00;;2,690;2,690;
14.3. 04:00:00;;2,260;2,260;
14.3. 05:00:00;;1,820;1,820;
14.3. 06:00:00;;1,730;1,730;
14.3. 07:00:00;1,180;;1,180;
14.3. 08:00:00;1,650;;1,650;
14.3. 09:00:00;1,850;;1,850;
14.3. 10:00:00;2,800;;2,800;
14.3. 11:00:00;2,000;;2,000;
14.3. 12:00:00;1,730;;1,730;
14.3. 13:00:00;1,750;;1,750;
14.3. 14:00:00;1,570;;1,570;
14.3. 15:00:00;2,600;;2,600;
14.3. 16:00:00;2,790;;2,790;
14.3. 17:00:00;2,320;;2,320;
14.3. 18:00:00;2,780;;2,780;
14.3. 19:00:00;2,610;;2,610;
14.3. 20:00:00;2,120;;2,120;
14.3. 21:00:00;1,510;;1,510;
14.3. 22:00:00;;1,560;1,560;
14.3. 23:00:00;;1,450;1,450;
15.3. 00:00:00;;1,380;1,380;0,5
15.3. 01:00:00;;3,920;3,920;
15.3. 02:00:00;;6,080;6,080;
15.3. 03:00:00;;3,350;3,350;
15.3. 04:00:00;;2,420;2,420;
15.3. 05:00:00;;1,560;1,560;
15.3. 06:00:00;;1,590;1,590;
15.3. 07:00:00;1,900;;1,900;
15.3. 08:00:00;1,720;;1,720;
15.3. 09:00:00;1,680;;1,680;
15.3. 10:00:00;1,820;;1,820;
15.3. 11:00:00;1,750;;1,750;
15.3. 12:00:00;1,780;;1,780;
15.3. 13:00:00;2,000;;2,000;
15.3. 14:00:00;2,430;;2,430;
15.3. 15:00:00;3,410;;3,410;
15.3. 16:00:00;3,330;;3,330;
15.3. 17:00:00;1,660;;1,660;
15.3. 18:00:00;1,760;;1,760;
15.3. 19:00:00;2,410;;2,410;
15.3. 20:00:00;1,910;;1,910;
15.3. 21:00:00;1,730;;1,730;
15.3. 22:00:00;;1,570;1,570;
15.3. 23:00:00;;1,590;1,590;
16.3. 00:00:00;;1,210;1,210;0,3
16.3. 01:00:00;;3,500;3,500;
16.3. 02:00:00;;6,260;6,260;
16.3. 03:00:00;;3,110;3,110;
16.3. 04:00:00;;2,040;2,040;
16.3. 05:00:00;;1,740;1,740;
16.3. 06:00:00;;1,800;1,800;
16.3. 07:00:00;1,600;;1,600;
16.3. 08:00:00;2,550;;2,550;
16.3. 09:00:00;2,190;;2,190;
16.3. 10:00:00;1,850;;1,850;
16.3. 11:00:00;2,390;;2,390;
16.3. 12:00:00;2,610;;2,610;
16.3. 13:00:00;2,700;;2,700;
16.3. 14:00:00;2,980;;2,980;
16.3. 15:00:00;1,930;;1,930;
16.3. 16:00:00;2,010;;2,010;
16.3. 17:00:00;1,530;;1,530;
16.3. 18:00:00;1,450;;1,450;
16.3. 19:00:00;1,860;;1,860;
16.3. 20:00:00;1,730;;1,730;
16.3. 21:00:00;1,820;;1,820;
16.3. 22:00:00;;1,460;1,460;
16.3. 23:00:00;;1,320;1,320;
17.3. 00:00:00;;1,250;1,250;-0,4
17.3. 01:00:00;;3,410;3,410;
17.3. 02:00:00;;5,760;5,760;
17.3. 03:00:00;;4,860;4,860;
17.3. 04:00:00;;2,340;2,340;
17.3. 05:00:00;;1,580;1,580;
17.3. 06:00:00;;1,760;1,760;
17.3. 07:00:00;1,560;;1,560;
17.3. 08:00:00;2,940;;2,940;
17.3. 09:00:00;1,820;;1,820;
17.3. 10:00:00;1,750;;1,750;
17.3. 11:00:00;1,740;;1,740;
17.3. 12:00:00;1,760;;1,760;
17.3. 13:00:00;1,700;;1,700;
17.3. 14:00:00;2,270;;2,270;
17.3. 15:00:00;2,100;;2,100;
17.3. 16:00:00;2,110;;2,110;
17.3. 17:00:00;1,750;;1,750;
17.3. 18:00:00;1,510;;1,510;
17.3. 19:00:00;1,970;;1,970;
17.3. 20:00:00;1,580;;1,580;
17.3. 21:00:00;1,560;;1,560;
17.3. 22:00:00;;1,440;1,440;
17.3. 23:00:00;;1,420;1,420;
18.3. 00:00:00;;1,400;1,400;-3,7
18.3. 01:00:00;;3,530;3,530;
18.3. 02:00:00;;5,260;5,260;
18.3. 03:00:00;;2,130;2,130;
18.3. 04:00:00;;2,690;2,690;
18.3. 05:00:00;;1,870;1,870;
18.3. 06:00:00;;1,960;1,960;
18.3. 07:00:00;1,620;;1,620;
18.3. 08:00:00;1,530;;1,530;
18.3. 09:00:00;1,880;;1,880;
18.3. 10:00:00;1,620;;1,620;
18.3. 11:00:00;1,820;;1,820;
18.3. 12:00:00;1,580;;1,580;
18.3. 13:00:00;1,470;;1,470;
18.3. 14:00:00;2,020;;2,020;
18.3. 15:00:00;1,750;;1,750;
18.3. 16:00:00;1,880;;1,880;
18.3. 17:00:00;1,600;;1,600;
18.3. 18:00:00;1,330;;1,330;
18.3. 19:00:00;1,950;;1,950;
18.3. 20:00:00;2,290;;2,290;
18.3. 21:00:00;2,280;;2,280;
18.3. 22:00:00;;1,510;1,510;
18.3. 23:00:00;;1,380;1,380;
19.3. 00:00:00;;1,330;1,330;-7,2
19.3. 01:00:00;;3,210;3,210;
19.3. 02:00:00;;5,170;5,170;
19.3. 03:00:00;;2,280;2,280;
19.3. 04:00:00;;2,520;2,520;
19.3. 05:00:00;;2,070;2,070;
19.3. 06:00:00;;2,120;2,120;
19.3. 07:00:00;1,790;;1,790;
19.3. 08:00:00;1,820;;1,820;
19.3. 09:00:00;1,800;;1,800;
19.3. 10:00:00;1,680;;1,680;
19.3. 11:00:00;1,690;;1,690;
19.3. 12:00:00;1,540;;1,540;
19.3. 13:00:00;1,750;;1,750;
19.3. 14:00:00;2,360;;2,360;
19.3. 15:00:00;2,230;;2,230;
19.3. 16:00:00;2,100;;2,100;
19.3. 17:00:00;2,780;;2,780;
19.3. 18:00:00;2,120;;2,120;
19.3. 19:00:00;1,960;;1,960;
19.3. 20:00:00;1,690;;1,690;
19.3. 21:00:00;1,570;;1,570;
19.3. 22:00:00;;1,430;1,430;
19.3. 23:00:00;;1,600;1,600;
20.3. 00:00:00;;1,370;1,370;-2,3
20.3. 01:00:00;;3,980;3,980;
20.3. 02:00:00;;7,960;7,960;
20.3. 03:00:00;;3,280;3,280;
20.3. 04:00:00;;2,590;2,590;
20.3. 05:00:00;;2,070;2,070;
20.3. 06:00:00;;1,720;1,720;
20.3. 07:00:00;1,650;;1,650;
20.3. 08:00:00;1,560;;1,560;
20.3. 09:00:00;1,730;;1,730;
20.3. 10:00:00;1,810;;1,810;
20.3. 11:00:00;1,960;;1,960;
20.3. 12:00:00;2,890;;2,890;
20.3. 13:00:00;4,020;;4,020;
20.3. 14:00:00;2,110;;2,110;
20.3. 15:00:00;3,840;;3,840;
20.3. 16:00:00;1,720;;1,720;
20.3. 17:00:00;1,400;;1,400;
20.3. 18:00:00;2,460;;2,460;
20.3. 19:00:00;3,350;;3,350;
20.3. 20:00:00;1,780;;1,780;
20.3. 21:00:00;1,470;;1,470;
20.3. 22:00:00;;1,460;1,460;
20.3. 23:00:00;;1,680;1,680;
21.3. 00:00:00;;1,330;1,330;0,4
21.3. 01:00:00;;2,850;2,850;
21.3. 02:00:00;;5,280;5,280;
21.3. 03:00:00;;4,460;4,460;
21.3. 04:00:00;;2,300;2,300;
21.3. 05:00:00;;1,960;1,960;
21.3. 06:00:00;;1,540;1,540;
21.3. 07:00:00;1,220;;1,220;
21.3. 08:00:00;1,300;;1,300;
21.3. 09:00:00;1,750;;1,750;
21.3. 10:00:00;1,650;;1,650;
21.3. 11:00:00;1,480;;1,480;
21.3. 12:00:00;3,060;;3,060;
21.3. 13:00:00;2,930;;2,930;
21.3. 14:00:00;2,040;;2,040;
21.3. 15:00:00;3,880;;3,880;
21.3. 16:00:00;2,180;;2,180;
21.3. 17:00:00;1,950;;1,950;
21.3. 18:00:00;2,140;;2,140;
21.3. 19:00:00;1,990;;1,990;
21.3. 20:00:00;1,740;;1,740;
21.3. 21:00:00;2,110;;2,110;
21.3. 22:00:00;;1,570;1,570;
21.3. 23:00:00;;1,340;1,340;
22.3. 00:00:00;;1,290;1,290;-3
22.3. 01:00:00;;3,060;3,060;
22.3. 02:00:00;;5,940;5,940;
22.3. 03:00:00;;2,190;2,190;
22.3. 04:00:00;;2,490;2,490;
22.3. 05:00:00;;1,910;1,910;
22.3. 06:00:00;;1,910;1,910;
22.3. 07:00:00;1,600;;1,600;
22.3. 08:00:00;1,720;;1,720;
22.3. 09:00:00;1,800;;1,800;
22.3. 10:00:00;1,610;;1,610;
22.3. 11:00:00;1,610;;1,610;
22.3. 12:00:00;1,490;;1,490;
22.3. 13:00:00;1,410;;1,410;
22.3. 14:00:00;2,050;;2,050;
22.3. 15:00:00;1,840;;1,840;
22.3. 16:00:00;1,660;;1,660;
22.3. 17:00:00;1,540;;1,540;
22.3. 18:00:00;1,770;;1,770;
22.3. 19:00:00;2,610;;2,610;
22.3. 20:00:00;2,370;;2,370;
22.3. 21:00:00;1,840;;1,840;
22.3. 22:00:00;;1,760;1,760;
22.3. 23:00:00;;1,350;1,350;
23.3. 00:00:00;;1,450;1,450;2,4
23.3. 01:00:00;;3,910;3,910;
23.3. 02:00:00;;6,320;6,320;
23.3. 03:00:00;;3,020;3,020;
23.3. 04:00:00;;2,290;2,290;
23.3. 05:00:00;;1,630;1,630;
23.3. 06:00:00;;1,950;1,950;
23.3. 07:00:00;1,560;;1,560;
23.3. 08:00:00;1,570;;1,570;
23.3. 09:00:00;1,450;;1,450;
23.3. 10:00:00;1,440;;1,440;
23.3. 11:00:00;1,500;;1,500;
23.3. 12:00:00;1,250;;1,250;
23.3. 13:00:00;1,260;;1,260;
23.3. 14:00:00;2,380;;2,380;
23.3. 15:00:00;1,180;;1,180;
23.3. 16:00:00;1,280;;1,280;
23.3. 17:00:00;0,960;;0,960;
23.3. 18:00:00;0,960;;0,960;
23.3. 19:00:00;1,960;;1,960;
23.3. 20:00:00;1,280;;1,280;
23.3. 21:00:00;1,270;;1,270;
23.3. 22:00:00;;1,300;1,300;
23.3. 23:00:00;;1,510;1,510;
24.3. 00:00:00;;1,390;1,390;3,2
24.3. 01:00:00;;3,120;3,120;
24.3. 02:00:00;;4,500;4,500;
24.3. 03:00:00;;1,770;1,770;
24.3. 04:00:00;;2,240;2,240;
24.3. 05:00:00;;1,440;1,440;
24.3. 06:00:00;;2,130;2,130;
24.3. 07:00:00;2,360;;2,360;
24.3. 08:00:00;0,900;;0,900;
24.3. 09:00:00;0,880;;0,880;
24.3. 10:00:00;0,980;;0,980;
24.3. 11:00:00;1,590;;1,590;
24.3. 12:00:00;2,150;;2,150;
24.3. 13:00:00;1,980;;1,980;
24.3. 14:00:00;1,730;;1,730;
24.3. 15:00:00;1,720;;1,720;
24.3. 16:00:00;1,580;;1,580;
24.3. 17:00:00;1,570;;1,570;
24.3. 18:00:00;1,610;;1,610;
24.3. 19:00:00;3,090;;3,090;
24.3. 20:00:00;1,560;;1,560;
24.3. 21:00:00;1,610;;1,610;
24.3. 22:00:00;;1,760;1,760;
24.3. 23:00:00;;1,510;1,510;
25.3. 00:00:00;;1,180;1,180;2,5
25.3. 01:00:00;;3,330;3,330;
25.3. 02:00:00;;4,420;4,420;
25.3. 03:00:00;;2,170;2,170;
25.3. 04:00:00;;2,210;2,210;
25.3. 05:00:00;;1,710;1,710;
25.3. 06:00:00;;1,590;1,590;
25.3. 07:00:00;1,670;;1,670;
25.3. 08:00:00;1,540;;1,540;
25.3. 09:00:00;1,700;;1,700;
25.3. 10:00:00;1,540;;1,540;
25.3. 11:00:00;1,970;;1,970;
25.3. 12:00:00;1,440;;1,440;
25.3. 13:00:00;1,370;;1,370;
25.3. 14:00:00;1,670;;1,670;
25.3. 15:00:00;1,540;;1,540;
25.3. 16:00:00;1,040;;1,040;
25.3. 17:00:00;0,660;;0,660;
25.3. 18:00:00;0,580;;0,580;
25.3. 19:00:00;1,180;;1,180;
25.3. 20:00:00;1,620;;1,620;
25.3. 21:00:00;1,130;;1,130;
25.3. 22:00:00;;1,030;1,030;
25.3. 23:00:00;;0,880;0,880;
26.3. 00:00:00;;1,010;1,010;3
26.3. 01:00:00;;3,130;3,130;
26.3. 02:00:00;;5,620;5,620;
26.3. 03:00:00;;4,810;4,810;
26.3. 04:00:00;;5,080;5,080;
26.3. 05:00:00;;1,720;1,720;
26.3. 06:00:00;;1,570;1,570;
26.3. 07:00:00;1,330;;1,330;
26.3. 08:00:00;1,170;;1,170;
26.3. 09:00:00;1,260;;1,260;
26.3. 10:00:00;1,420;;1,420;
26.3. 11:00:00;1,130;;1,130;
26.3. 12:00:00;1,200;;1,200;
26.3. 13:00:00;1,130;;1,130;
26.3. 14:00:00;2,000;;2,000;
26.3. 15:00:00;1,130;;1,130;
26.3. 16:00:00;1,230;;1,230;
26.3. 17:00:00;3,460;;3,460;
26.3. 18:00:00;0,980;;0,980;
26.3. 19:00:00;1,570;;1,570;
26.3. 20:00:00;1,640;;1,640;
26.3. 21:00:00;2,140;;2,140;
26.3. 22:00:00;;1,160;1,160;
26.3. 23:00:00;;0,990;0,990;
27.3. 00:00:00;;1,160;1,160;4,5
27.3. 01:00:00;;2,970;2,970;
27.3. 02:00:00;;5,060;5,060;
27.3. 03:00:00;;4,020;4,020;
27.3. 04:00:00;;2,100;2,100;
27.3. 05:00:00;;1,620;1,620;
27.3. 06:00:00;;1,170;1,170;
27.3. 07:00:00;1,060;;1,060;
27.3. 08:00:00;1,140;;1,140;
27.3. 09:00:00;1,580;;1,580;
27.3. 10:00:00;2,580;;2,580;
27.3. 11:00:00;0,860;;0,860;
27.3. 12:00:00;0,840;;0,840;
27.3. 13:00:00;2,090;;2,090;
27.3. 14:00:00;1,340;;1,340;
27.3. 15:00:00;1,930;;1,930;
27.3. 16:00:00;2,460;;2,460;
27.3. 17:00:00;0,750;;0,750;
27.3. 18:00:00;1,500;;1,500;
27.3. 19:00:00;1,820;;1,820;
27.3. 20:00:00;1,110;;1,110;
27.3. 21:00:00;1,200;;1,200;
27.3. 22:00:00;;1,180;1,180;
27.3. 23:00:00;;1,060;1,060;
28.3. 00:00:00;;0,840;0,840;4,2
28.3. 01:00:00;;2,970;2,970;
28.3. 02:00:00;;5,870;5,870;
28.3. 04:00:00;;4,480;4,480;
28.3. 05:00:00;;1,980;1,980;
28.3. 06:00:00;;1,140;1,140;
28.3. 07:00:00;0,960;;0,960;
28.3. 08:00:00;1,010;;1,010;
28.3. 09:00:00;1,310;;1,310;
28.3. 10:00:00;1,310;;1,310;
28.3. 11:00:00;1,780;;1,780;
28.3. 12:00:00;1,200;;1,200;
28.3. 13:00:00;1,470;;1,470;
28.3. 14:00:00;2,470;;2,470;
28.3. 15:00:00;1,440;;1,440;
28.3. 16:00:00;3,180;;3,180;
28.3. 17:00:00;2,350;;2,350;
28.3. 18:00:00;2,220;;2,220;
28.3. 19:00:00;1,180;;1,180;
28.3. 20:00:00;2,250;;2,250;
28.3. 21:00:00;1,090;;1,090;
28.3. 22:00:00;;1,260;1,260;
28.3. 23:00:00;;1,100;1,100;
29.3. 00:00:00;;0,890;0,890;
29.3. 01:00:00;;0,840;0,840;
29.3. 02:00:00;;3,480;3,480;
29.3. 03:00:00;;5,790;5,790;
29.3. 04:00:00;;4,820;4,820;
29.3. 05:00:00;;2,840;2,840;
29.3. 06:00:00;;1,340;1,340;
29.3. 07:00:00;0,950;;0,950;
29.3. 08:00:00;1,220;;1,220;
29.3. 09:00:00;1,450;;1,450;
29.3. 10:00:00;1,060;;1,060;
29.3. 11:00:00;1,310;;1,310;
29.3. 12:00:00;1,310;;1,310;
29.3. 13:00:00;2,280;;2,280;
29.3. 14:00:00;1,880;;1,880;
29.3. 15:00:00;1,870;;1,870;
29.3. 16:00:00;1,920;;1,920;
29.3. 17:00:00;1,870;;1,870;
29.3. 18:00:00;1,300;;1,300;
29.3. 19:00:00;1,910;;1,910;
29.3. 20:00:00;1,430;;1,430;
29.3. 21:00:00;1,260;;1,260;
29.3. 22:00:00;;1,180;1,180;
29.3. 23:00:00;;0,900;0,900;
30.3. 00:00:00;;0,710;0,710;
30.3. 01:00:00;;0,870;0,870;
30.3. 02:00:00;;3,530;3,530;
30.3. 03:00:00;;5,700;5,700;
30.3. 04:00:00;;3,110;3,110;
30.3. 05:00:00;;1,910;1,910;
30.3. 06:00:00;;1,240;1,240;
30.3. 07:00:00;0,980;;0,980;
30.3. 08:00:00;1,110;;1,110;
30.3. 09:00:00;1,000;;1,000;
30.3. 10:00:00;0,810;;0,810;
30.3. 11:00:00;1,270;;1,270;
30.3. 12:00:00;0,870;;0,870;
30.3. 13:00:00;0,730;;0,730;
30.3. 14:00:00;1,820;;1,820;
30.3. 15:00:00;1,390;;1,390;
30.3. 16:00:00;0,970;;0,970;
30.3. 17:00:00;0,660;;0,660;
30.3. 18:00:00;0,490;;0,490;
30.3. 19:00:00;0,930;;0,930;
30.3. 20:00:00;0,770;;0,770;
30.3. 21:00:00;1,020;;1,020;
30.3. 22:00:00;;0,660;0,660;
30.3. 23:00:00;;0,740;0,740;
31.3. 00:00:00;;0,930;0,930;
31.3. 01:00:00;;0,900;0,900;
31.3. 02:00:00;;3,130;3,130;
31.3. 03:00:00;;5,770;5,770;
31.3. 04:00:00;;4,060;4,060;
31.3. 05:00:00;;1,470;1,470;
31.3. 06:00:00;;0,960;0,960;
31.3. 07:00:00;1,320;;1,320;
31.3. 08:00:00;0,890;;0,890;
31.3. 09:00:00;0,910;;0,910;
31.3. 10:00:00;1,140;;1,140;
31.3. 11:00:00;2,220;;2,220;
31.3. 12:00:00;0,850;;0,850;
31.3. 13:00:00;0,930;;0,930;
31.3. 14:00:00;1,170;;1,170;
31.3. 15:00:00;2,620;;2,620;
31.3. 16:00:00;1,180;;1,180;
31.3. 17:00:00;0,870;;0,870;
31.3. 18:00:00;0,590;;0,590;
31.3. 19:00:00;0,650;;0,650;
31.3. 20:00:00;0,830;;0,830;
31.3. 21:00:00;0,950;;0,950;
31.3. 22:00:00;;0,630;0,630;
31.3. 23:00:00;;0,480;0,480;
1.4. 00:00:00;;0,590;0,590;
1.4. 01:00:00;;0,580;0,580;
1.4. 02:00:00;;2,640;2,640;
1.4. 03:00:00;;5,370;5,370;
1.4. 04:00:00;;3,410;3,410;
1.4. 05:00:00;;1,030;1,030;
1.4. 06:00:00;;1,200;1,200;
1.4. 07:00:00;0,870;;0,870;
1.4. 08:00:00;0,950;;0,950;
1.4. 09:00:00;1,470;;1,470;
1.4. 10:00:00;0,800;;0,800;
1.4. 11:00:00;0,850;;0,850;
1.4. 12:00:00;0,970;;0,970;
1.4. 13:00:00;1,370;;1,370;
1.4. 14:00:00;2,100;;2,100;
1.4. 15:00:00;1,140;;1,140;
1.4. 16:00:00;1,870;;1,870;
1.4. 17:00:00;1,570;;1,570;
1.4. 18:00:00;0,430;;0,430;
1.4. 19:00:00;1,180;;1,180;
1.4. 20:00:00;2,620;;2,620;
1.4. 21:00:00;1,190;;1,190;
1.4. 22:00:00;;1,320;1,320;
1.4. 23:00:00;;1,250;1,250;
2.4. 00:00:00;;0,910;0,910;
2.4. 01:00:00;;0,820;0,820;
2.4. 02:00:00;;3,330;3,330;
2.4. 03:00:00;;5,460;5,460;
2.4. 04:00:00;;3,050;3,050;
2.4. 05:00:00;;1,830;1,830;
2.4. 06:00:00;;0,830;0,830;
2.4. 07:00:00;1,030;;1,030;
2.4. 08:00:00;1,330;;1,330;
2.4. 09:00:00;1,340;;1,340;
2.4. 10:00:00;1,460;;1,460;
2.4. 11:00:00;1,330;;1,330;
2.4. 12:00:00;1,820;;1,820;
2.4. 13:00:00;1,270;;1,270;
2.4. 14:00:00;1,750;;1,750;
2.4. 15:00:00;1,860;;1,860;
2.4. 16:00:00;3,500;;3,500;
2.4. 17:00:00;2,010;;2,010;
2.4. 18:00:00;2,020;;2,020;
2.4. 19:00:00;1,340;;1,340;
2.4. 20:00:00;1,350;;1,350;
2.4. 21:00:00;1,450;;1,450;
2.4. 22:00:00;;1,070;1,070;
2.4. 23:00:00;;1,210;1,210;
3.4. 00:00:00;;1,170;1,170;
3.4. 01:00:00;;0,810;0,810;
3.4. 02:00:00;;3,110;3,110;
3.4. 03:00:00;;4,970;4,970;
3.4. 04:00:00;;4,400;4,400;
3.4. 05:00:00;;3,560;3,560;
3.4. 06:00:00;;1,530;1,530;
3.4. 07:00:00;0,800;;0,800;
3.4. 08:00:00;1,320;;1,320;
3.4. 09:00:00;1,350;;1,350;
3.4. 10:00:00;1,270;;1,270;
3.4. 11:00:00;1,820;;1,820;
3.4. 12:00:00;1,950;;1,950;
3.4. 13:00:00;1,580;;1,580;
3.4. 14:00:00;1,690;;1,690;
3.4. 15:00:00;2,260;;2,260;
3.4. 16:00:00;2,070;;2,070;
3.4. 17:00:00;1,190;;1,190;
3.4. 18:00:00;2,520;;2,520;
3.4. 19:00:00;1,330;;1,330;
3.4. 20:00:00;0,910;;0,910;
3.4. 21:00:00;1,300;;1,300;
3.4. 22:00:00;;1,180;1,180;
3.4. 23:00:00;;1,420;1,420;
4.4. 00:00:00;;1,010;1,010;
4.4. 01:00:00;;0,850;0,850;
4.4. 02:00:00;;3,070;3,070;
4.4. 03:00:00;;2,750;2,750;
4.4. 04:00:00;;1,340;1,340;
4.4. 05:00:00;;2,110;2,110;
