Time period;Average power, day;Average power, night;Average power;Temperature
20.6. 01:00:00;;1,470;1,470;
20.6. 02:00:00;;1,240;1,240;
20.6. 03:00:00;;1,230;1,230;
20.6. 04:00:00;;1,070;1,070;
20.6. 05:00:00;;0,430;0,430;
20.6. 06:00:00;;0,250;0,250;
20.6. 07:00:00;0,700;;0,700;
20.6. 08:00:00;1,290;;1,290;
20.6. 09:00:00;0,760;;0,760;
20.6. 10:00:00;0,270;;0,270;
20.6. 11:00:00;0,250;;0,250;
20.6. 12:00:00;0,250;;0,250;
20.6. 13:00:00;0,240;;0,240;
20.6. 14:00:00;0,350;;0,350;
20.6. 15:00:00;2,060;;2,060;
20.6. 16:00:00;2,000;;2,000;
20.6. 17:00:00;0,660;;0,660;
20.6. 18:00:00;1,950;;1,950;
20.6. 19:00:00;0,720;;0,720;
20.6. 20:00:00;1,090;;1,090;
20.6. 21:00:00;0,990;;0,990;
20.6. 22:00:00;;1,030;1,030;
20.6. 23:00:00;;1,520;1,520;
21.6. 00:00:00;;1,250;1,250;
21.6. 01:00:00;;1,260;1,260;
21.6. 02:00:00;;1,260;1,260;
21.6. 03:00:00;;1,390;1,390;
21.6. 04:00:00;;2,450;2,450;
21.6. 05:00:00;;0,940;0,940;
21.6. 06:00:00;;0,290;0,290;
21.6. 07:00:00;0,260;;0,260;
21.6. 08:00:00;0,400;;0,400;
21.6. 09:00:00;0,280;;0,280;
21.6. 10:00:00;0,720;;0,720;
21.6. 11:00:00;0,900;;0,900;
21.6. 12:00:00;0,260;;0,260;
21.6. 13:00:00;0,410;;0,410;
21.6. 14:00:00;1,130;;1,130;
21.6. 15:00:00;0,800;;0,800;
21.6. 16:00:00;0,810;;0,810;
21.6. 17:00:00;1,110;;1,110;
21.6. 18:00:00;1,590;;1,590;
21.6. 19:00:00;0,380;;0,380;
21.6. 20:00:00;1,230;;1,230;
21.6. 21:00:00;0,560;;0,560;
21.6. 22:00:00;;1,090;1,090;
21.6. 23:00:00;;1,270;1,270;
22.6. 00:00:00;;1,850;1,850;
22.6. 01:00:00;;1,820;1,820;
22.6. 02:00:00;;1,230;1,230;
22.6. 03:00:00;;0,630;0,630;
22.6. 04:00:00;;0,210;0,210;
22.6. 05:00:00;;0,440;0,440;
22.6. 06:00:00;;0,670;0,670;
22.6. 07:00:00;1,460;;1,460;
22.6. 08:00:00;0,850;;0,850;
22.6. 09:00:00;0,350;;0,350;
22.6. 10:00:00;0,200;;0,200;
22.6. 11:00:00;0,200;;0,200;
22.6. 12:00:00;0,200;;0,200;
22.6. 13:00:00;0,230;;0,230;
22.6. 14:00:00;0,800;;0,800;
22.6. 15:00:00;0,300;;0,300;
22.6. 16:00:00;0,280;;0,280;
22.6. 17:00:00;1,160;;1,160;
22.6. 18:00:00;1,290;;1,290;
22.6. 19:00:00;0,600;;0,600;
22.6. 20:00:00;0,550;;0,550;
22.6. 21:00:00;0,480;;0,480;
22.6. 22:00:00;;0,240;0,240;
22.6. 23:00:00;;1,200;1,200;
23.6. 00:00:00;;1,750;1,750;
23.6. 01:00:00;;1,220;1,220;
23.6. 02:00:00;;1,230;1,230;
23.6. 03:00:00;;1,220;1,220;
23.6. 04:00:00;;0,800;0,800;
23.6. 05:00:00;;0,360;0,360;
23.6. 06:00:00;;0,240;0,240;
23.6. 07:00:00;0,170;;0,170;
23.6. 08:00:00;0,170;;0,170;
23.6. 09:00:00;0,780;;0,780;
23.6. 10:00:00;0,230;;0,230;
23.6. 11:00:00;0,680;;0,680;
23.6. 12:00:00;0,760;;0,760;
23.6. 13:00:00;0,350;;0,350;
23.6. 14:00:00;0,160;;0,160;
23.6. 15:00:00;0,160;;0,160;
23.6. 16:00:00;0,580;;0,580;
23.6. 17:00:00;0,360;;0,360;
23.6. 18:00:00;0,220;;0,220;
23.6. 19:00:00;0,790;;0,790;
23.6. 20:00:00;0,180;;0,180;
23.6. 21:00:00;0,150;;0,150;
23.6. 22:00:00;;0,160;0,160;
23.6. 23:00:00;;1,450;1,450;
24.6. 00:00:00;;1,180;1,180;
24.6. 01:00:00;;0,330;0,330;
24.6. 02:00:00;;0,180;0,180;
24.6. 03:00:00;;0,170;0,170;
24.6. 04:00:00;;0,990;0,990;
24.6. 05:00:00;;0,460;0,460;
24.6. 06:00:00;;0,170;0,170;
24.6. 07:00:00;0,170;;0,170;
24.6. 08:00:00;0,160;;0,160;
24.6. 09:00:00;0,150;;0,150;
24.6. 10:00:00;0,150;;0,150;
24.6. 11:00:00;0,150;;0,150;
24.6. 12:00:00;0,160;;0,160;
24.6. 13:00:00;0,730;;0,730;
24.6. 14:00:00;0,290;;0,290;
24.6. 15:00:00;0,160;;0,160;
24.6. 16:00:00;0,150;;0,150;
24.6. 17:00:00;0,150;;0,150;
24.6. 18:00:00;0,160;;0,160;
24.6. 19:00:00;0,150;;0,150;
24.6. 20:00:00;0,150;;0,150;
24.6. 21:00:00;0,160;;0,160;
24.6. 22:00:00;;0,160;0,160;
24.6. 23:00:00;;1,740;1,740;
25.6. 00:00:00;;1,330;1,330;
25.6. 01:00:00;;0,180;0,180;
25.6. 02:00:00;;0,170;0,170;
25.6. 03:00:00;;1,090;1,090;
25.6. 04:00:00;;0,780;0,780;
25.6. 05:00:00;;0,380;0,380;
25.6. 06:00:00;;0,170;0,170;
25.6. 07:00:00;0,160;;0,160;
25.6. 08:00:00;0,160;;0,160;
25.6. 09:00:00;0,440;;0,440;
25.6. 10:00:00;0,580;;0,580;
25.6. 11:00:00;0,150;;0,150;
25.6. 12:00:00;0,150;;0,150;
25.6. 13:00:00;0,160;;0,160;
25.6. 14:00:00;0,150;;0,150;
25.6. 15:00:00;0,160;;0,160;
25.6. 16:00:00;0,150;;0,150;
25.6. 17:00:00;0,150;;0,150;
25.6. 18:00:00;0,150;;0,150;
25.6. 19:00:00;0,160;;0,160;
25.6. 20:00:00;0,160;;0,160;
25.6. 21:00:00;0,160;;0,160;
25.6. 22:00:00;;0,490;0,490;
25.6. 23:00:00;;1,780;1,780;
26.6. 00:00:00;;0,990;0,990;
26.6. 01:00:00;;0,180;0,180;
26.6. 02:00:00;;0,180;0,180;
26.6. 03:00:00;;0,160;0,160;
26.6. 04:00:00;;0,160;0,160;
26.6. 05:00:00;;0,160;0,160;
26.6. 06:00:00;;0,170;0,170;
26.6. 07:00:00;0,570;;0,570;
26.6. 08:00:00;0,160;;0,160;
26.6. 09:00:00;0,160;;0,160;
26.6. 10:00:00;0,150;;0,150;
26.6. 11:00:00;0,530;;0,530;
26.6. 12:00:00;0,450;;0,450;
26.6. 13:00:00;0,150;;0,150;
26.6. 14:00:00;0,160;;0,160;
26.6. 15:00:00;0,240;;0,240;
26.6. 16:00:00;0,230;;0,230;
26.6. 17:00:00;0,250;;0,250;
26.6. 18:00:00;0,300;;0,300;
26.6. 19:00:00;0,300;;0,300;
26.6. 20:00:00;0,410;;0,410;
26.6. 21:00:00;0,340;;0,340;
26.6. 22:00:00;;0,210;0,210;
26.6. 23:00:00;;0,900;0,900;
27.6. 00:00:00;;1,160;1,160;
27.6. 01:00:00;;0,220;0,220;
27.6. 02:00:00;;0,210;0,210;
27.6. 03:00:00;;0,210;0,210;
27.6. 04:00:00;;0,210;0,210;
27.6. 05:00:00;;0,200;0,200;
27.6. 06:00:00;;0,300;0,300;
27.6. 07:00:00;0,250;;0,250;
27.6. 08:00:00;0,780;;0,780;
27.6. 09:00:00;0,150;;0,150;
27.6. 10:00:00;0,150;;0,150;
27.6. 11:00:00;0,160;;0,160;
27.6. 12:00:00;0,160;;0,160;
27.6. 13:00:00;0,160;;0,160;
27.6. 14:00:00;0,150;;0,150;
27.6. 15:00:00;0,160;;0,160;
27.6. 16:00:00;0,150;;0,150;
27.6. 17:00:00;0,150;;0,150;
27.6. 18:00:00;0,190;;0,190;
27.6. 19:00:00;1,230;;1,230;
27.6. 20:00:00;1,370;;1,370;
27.6. 21:00:00;0,760;;0,760;
27.6. 22:00:00;;0,250;0,250;
27.6. 23:00:00;;1,360;1,360;
28.6. 00:00:00;;1,250;1,250;
28.6. 01:00:00;;1,200;1,200;
28.6. 02:00:00;;0,220;0,220;
28.6. 03:00:00;;0,210;0,210;
28.6. 04:00:00;;0,210;0,210;
28.6. 05:00:00;;0,710;0,710;
28.6. 06:00:00;;0,890;0,890;
28.6. 07:00:00;0,240;;0,240;
28.6. 08:00:00;0,160;;0,160;
28.6. 09:00:00;0,160;;0,160;
28.6. 10:00:00;0,160;;0,160;
28.6. 11:00:00;0,160;;0,160;
28.6. 12:00:00;0,160;;0,160;
28.6. 13:00:00;0,160;;0,160;
28.6. 14:00:00;0,320;;0,320;
28.6. 15:00:00;0,670;;0,670;
28.6. 16:00:00;0,160;;0,160;
28.6. 17:00:00;0,160;;0,160;
28.6. 18:00:00;0,160;;0,160;
28.6. 19:00:00;1,210;;1,210;
28.6. 20:00:00;0,220;;0,220;
28.6. 21:00:00;0,230;;0,230;
28.6. 22:00:00;;0,260;0,260;
28.6. 23:00:00;;1,270;1,270;
29.6. 00:00:00;;1,250;1,250;
29.6. 01:00:00;;0,540;0,540;
29.6. 02:00:00;;0,250;0,250;
29.6. 03:00:00;;0,830;0,830;
29.6. 04:00:00;;0,240;0,240;
29.6. 05:00:00;;0,200;0,200;
29.6. 06:00:00;;0,640;0,640;
29.6. 07:00:00;0,810;;0,810;
29.6. 08:00:00;0,610;;0,610;
29.6. 09:00:00;0,150;;0,150;
29.6. 10:00:00;0,160;;0,160;
29.6. 11:00:00;0,160;;0,160;
29.6. 12:00:00;0,160;;0,160;
29.6. 13:00:00;0,160;;0,160;
29.6. 14:00:00;0,160;;0,160;
29.6. 15:00:00;0,520;;0,520;
29.6. 16:00:00;0,460;;0,460;
29.6. 17:00:00;0,150;;0,150;
29.6. 18:00:00;0,160;;0,160;
29.6. 19:00:00;0,160;;0,160;
29.6. 20:00:00;1,290;;1,290;
29.6. 21:00:00;0,330;;0,330;
29.6. 22:00:00;;0,290;0,290;
29.6. 23:00:00;;1,280;1,280;
30.6. 00:00:00;;1,240;1,240;
30.6. 01:00:00;;1,230;1,230;
30.6. 02:00:00;;1,730;1,730;
30.6. 03:00:00;;1,440;1,440;
30.6. 04:00:00;;1,230;1,230;
30.6. 05:00:00;;0,520;0,520;
30.6. 06:00:00;;0,380;0,380;
30.6. 07:00:00;0,170;;0,170;
30.6. 08:00:00;0,170;;0,170;
30.6. 09:00:00;0,250;;0,250;
30.6. 10:00:00;0,760;;0,760;
30.6. 11:00:00;0,160;;0,160;
30.6. 12:00:00;0,150;;0,150;
30.6. 13:00:00;0,160;;0,160;
30.6. 14:00:00;0,150;;0,150;
30.6. 15:00:00;0,150;;0,150;
30.6. 16:00:00;0,150;;0,150;
30.6. 17:00:00;0,160;;0,160;
30.6. 18:00:00;1,210;;1,210;
30.6. 19:00:00;0,610;;0,610;
30.6. 20:00:00;2,170;;2,170;
30.6. 21:00:00;1,280;;1,280;
30.6. 22:00:00;;0,340;0,340;
30.6. 23:00:00;;1,430;1,430;
1.7. 00:00:00;;1,210;1,210;
1.7. 01:00:00;;0,230;0,230;
1.7. 02:00:00;;0,220;0,220;
1.7. 03:00:00;;0,210;0,210;
1.7. 04:00:00;;0,210;0,210;
1.7. 05:00:00;;0,200;0,200;
1.7. 06:00:00;;0,200;0,200;
1.7. 07:00:00;0,200;;0,200;
1.7. 08:00:00;0,660;;0,660;
1.7. 09:00:00;0,730;;0,730;
1.7. 10:00:00;0,930;;0,930;
1.7. 11:00:00;0,710;;0,710;
1.7. 12:00:00;0,160;;0,160;
1.7. 13:00:00;0,160;;0,160;
1.7. 14:00:00;0,150;;0,150;
1.7. 15:00:00;0,160;;0,160;
1.7. 16:00:00;0,160;;0,160;
1.7. 17:00:00;0,160;;0,160;
1.7. 18:00:00;0,160;;0,160;
1.7. 19:00:00;0,160;;0,160;
1.7. 20:00:00;0,750;;0,750;
1.7. 21:00:00;0,250;;0,250;
1.7. 22:00:00;;0,160;0,160;
1.7. 23:00:00;;1,260;1,260;
2.7. 00:00:00;;1,190;1,190;
2.7. 01:00:00;;1,170;1,170;
2.7. 02:00:00;;0,480;0,480;
2.7. 03:00:00;;0,170;0,170;
2.7. 04:00:00;;0,170;0,170;
2.7. 05:00:00;;0,170;0,170;
2.7. 06:00:00;;0,170;0,170;
2.7. 07:00:00;0,320;;0,320;
2.7. 08:00:00;0,710;;0,710;
2.7. 09:00:00;0,160;;0,160;
2.7. 10:00:00;0,160;;0,160;
2.7. 11:00:00;0,160;;0,160;
2.7. 12:00:00;0,150;;0,150;
2.7. 13:00:00;0,150;;0,150;
2.7. 14:00:00;0,160;;0,160;
2.7. 15:00:00;0,160;;0,160;
2.7. 16:00:00;0,150;;0,150;
2.7. 17:00:00;0,160;;0,160;
2.7. 18:00:00;0,160;;0,160;
2.7. 19:00:00;0,160;;0,160;
2.7. 20:00:00;0,150;;0,150;
2.7. 21:00:00;0,160;;0,160;
2.7. 22:00:00;;0,160;0,160;
2.7. 23:00:00;;0,860;0,860;
3.7. 00:00:00;;0,680;0,680;
3.7. 01:00:00;;0,250;0,250;
3.7. 02:00:00;;0,220;0,220;
3.7. 03:00:00;;0,210;0,210;
3.7. 04:00:00;;0,210;0,210;
3.7. 05:00:00;;0,780;0,780;
3.7. 06:00:00;;0,310;0,310;
3.7. 07:00:00;0,210;;0,210;
3.7. 08:00:00;0,200;;0,200;
3.7. 09:00:00;0,190;;0,190;
3.7. 10:00:00;0,210;;0,210;
3.7. 11:00:00;0,910;;0,910;
3.7. 12:00:00;1,080;;1,080;
3.7. 13:00:00;2,540;;2,540;
3.7. 14:00:00;1,130;;1,130;
3.7. 15:00:00;0,310;;0,310;
3.7. 16:00:00;0,260;;0,260;
3.7. 17:00:00;0,300;;0,300;
3.7. 18:00:00;0,400;;0,400;
3.7. 19:00:00;1,470;;1,470;
3.7. 20:00:00;0,360;;0,360;
3.7. 21:00:00;0,240;;0,240;
3.7. 22:00:00;;0,300;0,300;
3.7. 23:00:00;;1,670;1,670;
4.7. 00:00:00;;1,460;1,460;
4.7. 01:00:00;;1,200;1,200;
4.7. 02:00:00;;1,210;1,210;
4.7. 03:00:00;;0,940;0,940;
4.7. 04:00:00;;0,180;0,180;
4.7. 05:00:00;;0,690;0,690;
4.7. 06:00:00;;1,370;1,370;
4.7. 07:00:00;0,540;;0,540;
4.7. 08:00:00;0,300;;0,300;
4.7. 09:00:00;1,000;;1,000;
4.7. 10:00:00;0,460;;0,460;
4.7. 11:00:00;0,520;;0,520;
4.7. 12:00:00;0,580;;0,580;
4.7. 13:00:00;1,140;;1,140;
4.7. 14:00:00;0,720;;0,720;
4.7. 15:00:00;0,610;;0,610;
4.7. 16:00:00;1,170;;1,170;
4.7. 17:00:00;0,340;;0,340;
4.7. 18:00:00;0,220;;0,220;
4.7. 19:00:00;0,560;;0,560;
4.7. 20:00:00;0,510;;0,510;
4.7. 21:00:00;0,630;;0,630;
4.7. 22:00:00;;0,360;0,360;
4.7. 23:00:00;;2,550;2,550;
5.7. 00:00:00;;1,520;1,520;
5.7. 01:00:00;;1,210;1,210;
5.7. 02:00:00;;1,630;1,630;
5.7. 03:00:00;;1,220;1,220;
5.7. 04:00:00;;1,230;1,230;
5.7. 05:00:00;;0,410;0,410;
5.7. 06:00:00;;1,700;1,700;
5.7. 07:00:00;1,220;;1,220;
5.7. 08:00:00;0,880;;0,880;
5.7. 09:00:00;0,520;;0,520;
5.7. 10:00:00;0,200;;0,200;
5.7. 11:00:00;0,430;;0,430;
5.7. 12:00:00;0,580;;0,580;
5.7. 13:00:00;0,690;;0,690;
5.7. 14:00:00;0,870;;0,870;
5.7. 15:00:00;0,440;;0,440;
5.7. 16:00:00;0,460;;0,460;
5.7. 17:00:00;0,510;;0,510;
5.7. 18:00:00;0,390;;0,390;
5.7. 19:00:00;1,130;;1,130;
5.7. 20:00:00;1,160;;1,160;
5.7. 21:00:00;0,820;;0,820;
5.7. 22:00:00;;0,630;0,630;
5.7. 23:00:00;;1,680;1,680;
6.7. 00:00:00;;1,250;1,250;
6.7. 01:00:00;;1,230;1,230;
6.7. 02:00:00;;1,570;1,570;
6.7. 03:00:00;;1,680;1,680;
6.7. 04:00:00;;1,630;1,630;
6.7. 05:00:00;;1,300;1,300;
6.7. 06:00:00;;1,020;1,020;
6.7. 07:00:00;0,230;;0,230;
6.7. 08:00:00;0,620;;0,620;
6.7. 09:00:00;1,050;;1,050;
6.7. 10:00:00;0,910;;0,910;
6.7. 11:00:00;0,420;;0,420;
6.7. 12:00:00;0,620;;0,620;
6.7. 13:00:00;0,450;;0,450;
6.7. 14:00:00;0,350;;0,350;
6.7. 15:00:00;0,330;;0,330;
6.7. 16:00:00;0,420;;0,420;
6.7. 17:00:00;0,780;;0,780;
6.7. 18:00:00;0,780;;0,780;
6.7. 19:00:00;0,660;;0,660;
6.7. 20:00:00;0,540;;0,540;
6.7. 21:00:00;0,600;;0,600;
6.7. 22:00:00;;0,500;0,500;
6.7. 23:00:00;;2,480;2,480;
7.7. 00:00:00;;1,620;1,620;
7.7. 01:00:00;;1,270;1,270;
7.7. 02:00:00;;1,410;1,410;
7.7. 03:00:00;;0,620;0,620;
7.7. 04:00:00;;0,260;0,260;
7.7. 05:00:00;;0,310;0,310;
7.7. 06:00:00;;1,030;1,030;
7.7. 07:00:00;1,120;;1,120;
7.7. 08:00:00;0,470;;0,470;
7.7. 09:00:00;0,690;;0,690;
7.7. 10:00:00;0,490;;0,490;
7.7. 11:00:00;0,470;;0,470;
7.7. 12:00:00;1,340;;1,340;
7.7. 13:00:00;1,590;;1,590;
7.7. 14:00:00;0,390;;0,390;
7.7. 15:00:00;0,390;;0,390;
7.7. 16:00:00;0,860;;0,860;
7.7. 17:00:00;0,950;;0,950;
7.7. 18:00:00;1,060;;1,060;
7.7. 19:00:00;1,170;;1,170;
7.7. 20:00:00;0,610;;0,610;
7.7. 21:00:00;0,660;;0,660;
7.7. 22:00:00;;0,620;0,620;
7.7. 23:00:00;;1,810;1,810;
8.7. 00:00:00;;1,820;1,820;
8.7. 01:00:00;;1,580;1,580;
8.7. 02:00:00;;1,390;1,390;
8.7. 03:00:00;;1,670;1,670;
8.7. 04:00:00;;0,820;0,820;
8.7. 05:00:00;;0,290;0,290;
8.7. 06:00:00;;0,680;0,680;
8.7. 07:00:00;1,340;;1,340;
8.7. 08:00:00;0,590;;0,590;
8.7. 09:00:00;0,590;;0,590;
8.7. 10:00:00;0,610;;0,610;
8.7. 11:00:00;0,550;;0,550;
8.7. 12:00:00;0,850;;0,850;
8.7. 13:00:00;1,090;;1,090;
8.7. 14:00:00;0,460;;0,460;
8.7. 15:00:00;0,320;;0,320;
8.7. 16:00:00;0,160;;0,160;
8.7. 17:00:00;0,210;;0,210;
8.7. 18:00:00;2,410;;2,410;
8.7. 19:00:00;4,030;;4,030;
8.7. 20:00:00;0,830;;0,830;
8.7. 21:00:00;0,400;;0,400;
8.7. 22:00:00;;0,290;0,290;
8.7. 23:00:00;;1,800;1,800;
9.7. 00:00:00;;1,850;1,850;
9.7. 01:00:00;;2,300;2,300;
9.7. 02:00:00;;2,660;2,660;
9.7. 03:00:00;;1,700;1,700;
9.7. 04:00:00;;0,830;0,830;
9.7. 05:00:00;;0,660;0,660;
9.7. 06:00:00;;1,080;1,080;
9.7. 07:00:00;0,480;;0,480;
9.7. 08:00:00;0,620;;0,620;
9.7. 09:00:00;0,480;;0,480;
9.7. 10:00:00;0,780;;0,780;
9.7. 11:00:00;0,210;;0,210;
9.7. 12:00:00;0,450;;0,450;
9.7. 13:00:00;1,250;;1,250;
9.7. 14:00:00;0,330;;0,330;
9.7. 15:00:00;0,850;;0,850;
9.7. 16:00:00;1,380;;1,380;
9.7. 17:00:00;0,840;;0,840;
9.7. 18:00:00;2,490;;2,490;
9.7. 19:00:00;1,050;;1,050;
9.7. 20:00:00;0,660;;0,660;
9.7. 21:00:00;1,030;;1,030;
9.7. 22:00:00;;1,490;1,490;
9.7. 23:00:00;;1,640;1,640;
10.7. 00:00:00;;1,280;1,280;
10.7. 01:00:00;;1,250;1,250;
10.7. 02:00:00;;1,260;1,260;
10.7. 03:00:00;;1,250;1,250;
10.7. 04:00:00;;1,250;1,250;
10.7. 05:00:00;;2,190;2,190;
10.7. 06:00:00;;0,950;0,950;
10.7. 07:00:00;0,330;;0,330;
10.7. 08:00:00;0,330;;0,330;
10.7. 09:00:00;0,440;;0,440;
10.7. 10:00:00;0,890;;0,890;
10.7. 11:00:00;0,240;;0,240;
10.7. 12:00:00;0,770;;0,770;
10.7. 13:00:00;2,150;;2,150;
10.7. 14:00:00;1,470;;1,470;
10.7. 15:00:00;0,720;;0,720;
10.7. 16:00:00;0,270;;0,270;
10.7. 17:00:00;1,890;;1,890;
10.7. 18:00:00;0,530;;0,530;
10.7. 19:00:00;0,610;;0,610;
10.7. 20:00:00;0,470;;0,470;
10.7. 21:00:00;0,370;;0,370;
10.7. 22:00:00;;1,350;1,350;
10.7. 23:00:00;;2,320;2,320;
11.7. 00:00:00;;0,910;0,910;
11.7. 01:00:00;;0,240;0,240;
11.7. 02:00:00;;0,240;0,240;
11.7. 03:00:00;;0,710;0,710;
11.7. 04:00:00;;0,680;0,680;
11.7. 05:00:00;;0,230;0,230;
11.7. 06:00:00;;0,230;0,230;
11.7. 07:00:00;0,620;;0,620;
11.7. 08:00:00;1,130;;1,130;
11.7. 09:00:00;0,860;;0,860;
11.7. 10:00:00;0,800;;0,800;
11.7. 11:00:00;0,900;;0,900;
11.7. 12:00:00;0,510;;0,510;
11.7. 13:00:00;1,540;;1,540;
11.7. 14:00:00;1,740;;1,740;
11.7. 15:00:00;0,490;;0,490;
11.7. 16:00:00;1,660;;1,660;
11.7. 17:00:00;0,330;;0,330;
11.7. 18:00:00;0,270;;0,270;
11.7. 19:00:00;1,120;;1,120;
11.7. 20:00:00;0,680;;0,680;
11.7. 21:00:00;0,380;;0,380;
11.7. 22:00:00;;0,350;0,350;
11.7. 23:00:00;;1,370;1,370;
12.7. 00:00:00;;1,250;1,250;
12.7. 01:00:00;;1,540;1,540;
12.7. 02:00:00;;1,670;1,670;
12.7. 03:00:00;;1,250;1,250;
12.7. 04:00:00;;1,230;1,230;
12.7. 05:00:00;;1,240;1,240;
12.7. 06:00:00;;1,220;1,220;
12.7. 07:00:00;0,910;;0,910;
12.7. 08:00:00;1,030;;1,030;
12.7. 09:00:00;1,770;;1,770;
12.7. 10:00:00;0,450;;0,450;
12.7. 11:00:00;0,920;;0,920;
12.7. 12:00:00;0,680;;0,680;
12.7. 13:00:00;2,560;;2,560;
12.7. 14:00:00;0,900;;0,900;
12.7. 15:00:00;1,230;;1,230;
12.7. 16:00:00;0,920;;0,920;
12.7. 17:00:00;0,240;;0,240;
12.7. 18:00:00;0,160;;0,160;
12.7. 19:00:00;0,430;;0,430;
12.7. 20:00:00;0,280;;0,280;
12.7. 21:00:00;0,440;;0,440;
12.7. 22:00:00;;0,370;0,370;
12.7. 23:00:00;;1,490;1,490;
13.7. 00:00:00;;1,840;1,840;
13.7. 01:00:00;;1,260;1,260;
13.7. 02:00:00;;1,250;1,250;
13.7. 03:00:00;;1,240;1,240;
13.7. 04:00:00;;1,240;1,240;
13.7. 05:00:00;;0,320;0,320;
13.7. 06:00:00;;0,220;0,220;
13.7. 07:00:00;0,360;;0,360;
13.7. 08:00:00;1,080;;1,080;
13.7. 09:00:00;0,540;;0,540;
13.7. 10:00:00;0,450;;0,450;
13.7. 11:00:00;2,360;;2,360;
13.7. 12:00:00;1,360;;1,360;
13.7. 13:00:00;0,280;;0,280;
13.7. 14:00:00;0,330;;0,330;
13.7. 15:00:00;0,300;;0,300;
13.7. 16:00:00;0,610;;0,610;
13.7. 17:00:00;0,790;;0,790;
13.7. 18:00:00;0,220;;0,220;
13.7. 19:00:00;0,410;;0,410;
13.7. 20:00:00;0,550;;0,550;
13.7. 21:00:00;0,370;;0,370;
13.7. 22:00:00;;0,300;0,300;
13.7. 23:00:00;;1,840;1,840;
14.7. 00:00:00;;2,110;2,110;
14.7. 01:00:00;;1,960;1,960;
14.7. 02:00:00;;1,260;1,260;
14.7. 03:00:00;;1,260;1,260;
14.7. 04:00:00;;1,220;1,220;
14.7. 05:00:00;;1,210;1,210;
14.7. 06:00:00;;0,230;0,230;
14.7. 07:00:00;0,290;;0,290;
14.7. 08:00:00;1,520;;1,520;
14.7. 09:00:00;1,170;;1,170;
14.7. 10:00:00;1,970;;1,970;
14.7. 11:00:00;0,650;;0,650;
14.7. 12:00:00;0,260;;0,260;
14.7. 13:00:00;0,210;;0,210;
14.7. 14:00:00;0,210;;0,210;
14.7. 15:00:00;0,160;;0,160;
14.7. 16:00:00;0,160;;0,160;
14.7. 17:00:00;0,230;;0,230;
14.7. 18:00:00;0,240;;0,240;
14.7. 19:00:00;0,310;;0,310;
14.7. 20:00:00;0,240;;0,240;
14.7. 21:00:00;0,320;;0,320;
14.7. 22:00:00;;0,730;0,730;
14.7. 23:00:00;;1,130;1,130;
15.7. 00:00:00;;0,710;0,710;
15.7. 01:00:00;;0,350;0,350;
15.7. 02:00:00;;0,310;0,310;
15.7. 03:00:00;;0,300;0,300;
15.7. 04:00:00;;0,300;0,300;
15.7. 05:00:00;;0,290;0,290;
15.7. 06:00:00;;0,690;0,690;
15.7. 07:00:00;0,300;;0,300;
15.7. 08:00:00;0,780;;0,780;
15.7. 09:00:00;0,670;;0,670;
15.7. 10:00:00;0,420;;0,420;
15.7. 11:00:00;0,310;;0,310;
15.7. 12:00:00;0,230;;0,230;
15.7. 13:00:00;0,210;;0,210;
15.7. 14:00:00;0,750;;0,750;
15.7. 15:00:00;1,170;;1,170;
15.7. 16:00:00;0,790;;0,790;
15.7. 17:00:00;0,920;;0,920;
15.7. 18:00:00;0,380;;0,380;
15.7. 19:00:00;0,410;;0,410;
15.7. 20:00:00;0,350;;0,350;
15.7. 21:00:00;0,390;;0,390;
15.7. 22:00:00;;0,360;0,360;
15.7. 23:00:00;;2,100;2,100;
16.7. 00:00:00;;1,570;1,570;
16.7. 01:00:00;;1,180;1,180;
16.7. 02:00:00;;0,220;0,220;
16.7. 03:00:00;;0,510;0,510;
16.7. 04:00:00;;0,320;0,320;
16.7. 05:00:00;;0,220;0,220;
16.7. 06:00:00;;0,470;0,470;
16.7. 07:00:00;1,650;;1,650;
16.7. 08:00:00;0,460;;0,460;
16.7. 09:00:00;0,160;;0,160;
16.7. 10:00:00;0,150;;0,150;
16.7. 11:00:00;0,150;;0,150;
16.7. 12:00:00;0,150;;0,150;
16.7. 13:00:00;0,240;;0,240;
16.7. 14:00:00;0,770;;0,770;
16.7. 15:00:00;0,160;;0,160;
16.7. 16:00:00;0,150;;0,150;
16.7. 17:00:00;0,150;;0,150;
16.7. 18:00:00;0,150;;0,150;
16.7. 19:00:00;0,150;;0,150;
16.7. 20:00:00;0,150;;0,150;
16.7. 21:00:00;0,450;;0,450;
16.7. 22:00:00;;0,970;0,970;
16.7. 23:00:00;;2,450;2,450;
17.7. 00:00:00;;0,880;0,880;
17.7. 01:00:00;;0,170;0,170;
17.7. 02:00:00;;0,170;0,170;
17.7. 03:00:00;;0,310;0,310;
17.7. 04:00:00;;0,430;0,430;
17.7. 05:00:00;;0,160;0,160;
17.7. 06:00:00;;0,530;0,530;
17.7. 07:00:00;0,520;;0,520;
17.7. 08:00:00;0,160;;0,160;
17.7. 09:00:00;0,150;;0,150;
17.7. 10:00:00;0,150;;0,150;
17.7. 11:00:00;0,150;;0,150;
17.7. 12:00:00;0,150;;0,150;
17.7. 13:00:00;0,270;;0,270;
17.7. 14:00:00;0,760;;0,760;
17.7. 15:00:00;0,150;;0,150;
17.7. 16:00:00;0,540;;0,540;
17.7. 17:00:00;0,300;;0,300;
