Time period;Average power, day;Average power, night;Average power;Temperature
20.3. 20:00:00;1,970;;1,970;
20.3. 21:00:00;2,060;;2,060;
20.3. 22:00:00;;3,110;3,110;
20.3. 23:00:00;;2,910;2,910;
21.3. 00:00:00;;2,620;2,620;-3,5
21.3. 01:00:00;;2,000;2,000;
21.3. 02:00:00;;3,710;3,710;
21.3. 03:00:00;;2,510;2,510;
21.3. 04:00:00;;1,810;1,810;
21.3. 05:00:00;;2,030;2,030;
21.3. 06:00:00;;1,680;1,680;
21.3. 07:00:00;2,330;;2,330;
21.3. 08:00:00;2,160;;2,160;
21.3. 09:00:00;1,860;;1,860;
21.3. 10:00:00;1,300;;1,300;
21.3. 11:00:00;1,860;;1,860;
21.3. 12:00:00;2,510;;2,510;
21.3. 13:00:00;1,940;;1,940;
21.3. 14:00:00;1,520;;1,520;
21.3. 15:00:00;1,560;;1,560;
21.3. 16:00:00;1,320;;1,320;
21.3. 17:00:00;1,740;;1,740;
21.3. 18:00:00;1,640;;1,640;
21.3. 19:00:00;1,770;;1,770;
21.3. 20:00:00;1,530;;1,530;
21.3. 21:00:00;2,350;;2,350;
21.3. 22:00:00;;5,260;5,260;
21.3. 23:00:00;;5,480;5,480;
22.3. 00:00:00;;3,350;3,350;-5,3
22.3. 01:00:00;;2,560;2,560;
22.3. 02:00:00;;3,400;3,400;
22.3. 03:00:00;;3,340;3,340;
22.3. 04:00:00;;2,340;2,340;
22.3. 05:00:00;;2,460;2,460;
22.3. 06:00:00;;3,810;3,810;
22.3. 07:00:00;3,640;;3,640;
22.3. 08:00:00;2,440;;2,440;
22.3. 09:00:00;1,840;;1,840;
22.3. 10:00:00;1,910;;1,910;
22.3. 11:00:00;2,350;;2,350;
22.3. 12:00:00;1,820;;1,820;
22.3. 13:00:00;1,580;;1,580;
22.3. 14:00:00;1,100;;1,100;
22.3. 15:00:00;2,030;;2,030;
22.3. 16:00:00;2,130;;2,130;
22.3. 17:00:00;1,490;;1,490;
22.3. 18:00:00;0,980;;0,980;
22.3. 19:00:00;2,220;;2,220;
22.3. 20:00:00;2,940;;2,940;
22.3. 21:00:00;1,570;;1,570;
22.3. 22:00:00;;3,950;3,950;
22.3. 23:00:00;;4,780;4,780;
23.3. 00:00:00;;3,850;3,850;-2,5
23.3. 01:00:00;;2,600;2,600;
23.3. 02:00:00;;1,870;1,870;
23.3. 03:00:00;;1,930;1,930;
23.3. 04:00:00;;1,930;1,930;
23.3. 05:00:00;;3,280;3,280;
23.3. 06:00:00;;2,400;2,400;
23.3. 07:00:00;2,030;;2,030;
23.3. 08:00:00;2,120;;2,120;
23.3. 09:00:00;2,900;;2,900;
23.3. 10:00:00;2,190;;2,190;
23.3. 11:00:00;1,740;;1,740;
23.3. 12:00:00;1,360;;1,360;
23.3. 13:00:00;1,690;;1,690;
23.3. 14:00:00;1,660;;1,660;
23.3. 15:00:00;1,200;;1,200;
23.3. 16:00:00;1,640;;1,640;
23.3. 17:00:00;1,970;;1,970;
23.3. 18:00:00;2,820;;2,820;
23.3. 19:00:00;2,880;;2,880;
23.3. 20:00:00;2,350;;2,350;
23.3. 21:00:00;2,170;;2,170;
23.3. 22:00:00;;3,440;3,440;
23.3. 23:00:00;;3,320;3,320;
24.3. 00:00:00;;2,450;2,450;
24.3. 01:00:00;;1,780;1,780;
24.3. 02:00:00;;1,290;1,290;
24.3. 03:00:00;;2,580;2,580;
24.3. 04:00:00;;2,360;2,360;
24.3. 05:00:00;;2,750;2,750;
24.3. 06:00:00;;2,410;2,410;
24.3. 07:00:00;2,090;;2,090;
24.3. 08:00:00;1,760;;1,760;
24.3. 09:00:00;1,140;;1,140;
24.3. 10:00:00;1,130;;1,130;
24.3. 11:00:00;0,840;;0,840;
24.3. 12:00:00;1,640;;1,640;
24.3. 13:00:00;1,280;;1,280;
24.3. 14:00:00;1,950;;1,950;
24.3. 15:00:00;3,450;;3,450;
24.3. 16:00:00;1,890;;1,890;
24.3. 17:00:00;1,450;;1,450;
24.3. 18:00:00;0,910;;0,910;
24.3. 19:00:00;0,870;;0,870;
24.3. 20:00:00;0,960;;0,960;
24.3. 21:00:00;1,220;;1,220;
24.3. 22:00:00;;3,030;3,030;
24.3. 23:00:00;;2,590;2,590;
25.3. 00:00:00;;3,220;3,220;1,3
25.3. 01:00:00;;2,420;2,420;
25.3. 02:00:00;;2,340;2,340;
25.3. 03:00:00;;2,400;2,400;
25.3. 04:00:00;;1,070;1,070;
25.3. 05:00:00;;1,030;1,030;
25.3. 06:00:00;;1,450;1,450;
25.3. 07:00:00;1,450;;1,450;
25.3. 08:00:00;1,490;;1,490;
25.3. 09:00:00;0,990;;0,990;
25.3. 10:00:00;1,380;;1,380;
25.3. 11:00:00;1,370;;1,370;
25.3. 12:00:00;1,560;;1,560;
25.3. 13:00:00;1,510;;1,510;
25.3. 14:00:00;1,350;;1,350;
25.3. 15:00:00;1,140;;1,140;
25.3. 16:00:00;0,850;;0,850;
25.3. 17:00:00;1,290;;1,290;
25.3. 18:00:00;1,290;;1,290;
25.3. 19:00:00;1,040;;1,040;
25.3. 20:00:00;1,450;;1,450;
25.3. 21:00:00;1,460;;1,460;
25.3. 22:00:00;;2,470;2,470;
25.3. 23:00:00;;2,570;2,570;
26.3. 00:00:00;;1,440;1,440;2,7
26.3. 01:00:00;;0,890;0,890;
26.3. 02:00:00;;1,440;1,440;
26.3. 03:00:00;;2,300;2,300;
26.3. 04:00:00;;1,490;1,490;
26.3. 05:00:00;;1,410;1,410;
26.3. 06:00:00;;1,380;1,380;
26.3. 07:00:00;1,610;;1,610;
26.3. 08:00:00;1,790;;1,790;
26.3. 09:00:00;1,450;;1,450;
26.3. 10:00:00;0,950;;0,950;
26.3. 11:00:00;0,840;;0,840;
26.3. 12:00:00;0,840;;0,840;
26.3. 13:00:00;1,050;;1,050;
26.3. 14:00:00;1,440;;1,440;
26.3. 15:00:00;1,300;;1,300;
26.3. 16:00:00;1,360;;1,360;
26.3. 17:00:00;1,280;;1,280;
26.3. 18:00:00;1,370;;1,370;
26.3. 19:00:00;1,510;;1,510;
26.3. 20:00:00;0,860;;0,860;
26.3. 21:00:00;0,710;;0,710;
26.3. 22:00:00;;2,200;2,200;
26.3. 23:00:00;;2,070;2,070;
27.3. 00:00:00;;1,630;1,630;4,3
27.3. 01:00:00;;1,090;1,090;
27.3. 02:00:00;;0,880;0,880;
27.3. 04:00:00;;1,490;1,490;
27.3. 05:00:00;;1,520;1,520;
27.3. 06:00:00;;2,610;2,610;
27.3. 07:00:00;1,610;;1,610;
27.3. 08:00:00;0,740;;0,740;
27.3. 09:00:00;0,930;;0,930;
27.3. 10:00:00;0,850;;0,850;
27.3. 11:00:00;1,030;;1,030;
27.3. 12:00:00;1,300;;1,300;
27.3. 13:00:00;0,690;;0,690;
27.3. 14:00:00;0,800;;0,800;
27.3. 15:00:00;1,170;;1,170;
27.3. 16:00:00;1,140;;1,140;
27.3. 17:00:00;1,150;;1,150;
27.3. 18:00:00;1,030;;1,030;
27.3. 19:00:00;1,450;;1,450;
27.3. 20:00:00;1,040;;1,040;
27.3. 21:00:00;0,950;;0,950;
27.3. 22:00:00;;1,020;1,020;
27.3. 23:00:00;;2,880;2,880;
28.3. 00:00:00;;2,460;2,460;
28.3. 01:00:00;;2,220;2,220;
28.3. 02:00:00;;1,630;1,630;
28.3. 03:00:00;;1,350;1,350;
28.3. 04:00:00;;1,630;1,630;
28.3. 05:00:00;;1,320;1,320;
28.3. 06:00:00;;0,790;0,790;
28.3. 07:00:00;1,530;;1,530;
28.3. 08:00:00;1,280;;1,280;
28.3. 09:00:00;1,310;;1,310;
28.3. 10:00:00;1,620;;1,620;
28.3. 11:00:00;0,990;;0,990;
28.3. 12:00:00;1,480;;1,480;
28.3. 13:00:00;1,730;;1,730;
28.3. 14:00:00;2,560;;2,560;
28.3. 15:00:00;1,540;;1,540;
28.3. 16:00:00;1,440;;1,440;
28.3. 17:00:00;0,450;;0,450;
28.3. 18:00:00;1,470;;1,470;
28.3. 19:00:00;1,400;;1,400;
28.3. 20:00:00;1,680;;1,680;
28.3. 21:00:00;1,740;;1,740;
28.3. 22:00:00;;1,450;1,450;
28.3. 23:00:00;;2,870;2,870;
29.3. 00:00:00;;2,780;2,780;
29.3. 01:00:00;;2,640;2,640;
29.3. 02:00:00;;2,210;2,210;
29.3. 03:00:00;;2,130;2,130;
29.3. 04:00:00;;2,730;2,730;
29.3. 05:00:00;;1,050;1,050;
29.3. 06:00:00;;1,360;1,360;
29.3. 07:00:00;2,240;;2,240;
29.3. 08:00:00;1,100;;1,100;
29.3. 09:00:00;1,480;;1,480;
29.3. 10:00:00;1,320;;1,320;
29.3. 11:00:00;1,020;;1,020;
29.3. 12:00:00;1,170;;1,170;
29.3. 13:00:00;0,700;;0,700;
29.3. 14:00:00;0,580;;0,580;
29.3. 15:00:00;0,640;;0,640;
29.3. 16:00:00;0,630;;0,630;
29.3. 17:00:00;0,660;;0,660;
29.3. 18:00:00;1,180;;1,180;
29.3. 19:00:00;1,130;;1,130;
29.3. 20:00:00;1,380;;1,380;
29.3. 21:00:00;1,600;;1,600;
29.3. 22:00:00;;1,420;1,420;
29.3. 23:00:00;;2,300;2,300;
30.3. 00:00:00;;2,160;2,160;
30.3. 01:00:00;;1,660;1,660;
30.3. 02:00:00;;0,870;0,870;
30.3. 03:00:00;;0,720;0,720;
30.3. 04:00:00;;0,820;0,820;
30.3. 05:00:00;;1,680;1,680;
30.3. 06:00:00;;2,170;2,170;
30.3. 07:00:00;1,890;;1,890;
30.3. 08:00:00;1,580;;1,580;
30.3. 09:00:00;1,490;;1,490;
30.3. 10:00:00;1,170;;1,170;
30.3. 11:00:00;1,360;;1,360;
30.3. 12:00:00;0,770;;0,770;
30.3. 13:00:00;0,860;;0,860;
30.3. 14:00:00;0,860;;0,860;
30.3. 15:00:00;1,030;;1,030;
30.3. 16:00:00;2,420;;2,420;
30.3. 17:00:00;1,920;;1,920;
30.3. 18:00:00;1,270;;1,270;
30.3. 19:00:00;1,440;;1,440;
30.3. 20:00:00;1,590;;1,590;
30.3. 21:00:00;1,160;;1,160;
30.3. 22:00:00;;1,440;1,440;
30.3. 23:00:00;;2,140;2,140;
31.3. 00:00:00;;1,950;1,950;
31.3. 01:00:00;;1,970;1,970;
31.3. 02:00:00;;2,080;2,080;
31.3. 03:00:00;;2,170;2,170;
31.3. 04:00:00;;2,200;2,200;
31.3. 05:00:00;;2,220;2,220;
31.3. 06:00:00;;2,440;2,440;
31.3. 07:00:00;2,780;;2,780;
31.3. 08:00:00;1,900;;1,900;
31.3. 09:00:00;1,220;;1,220;
31.3. 10:00:00;1,090;;1,090;
31.3. 11:00:00;1,060;;1,060;
31.3. 12:00:00;1,190;;1,190;
31.3. 13:00:00;1,460;;1,460;
31.3. 14:00:00;0,800;;0,800;
31.3. 15:00:00;1,540;;1,540;
31.3. 16:00:00;1,070;;1,070;
31.3. 17:00:00;1,020;;1,020;
31.3. 18:00:00;1,180;;1,180;
31.3. 19:00:00;0,800;;0,800;
31.3. 20:00:00;0,980;;0,980;
31.3. 21:00:00;1,270;;1,270;
31.3. 22:00:00;;1,390;1,390;
31.3. 23:00:00;;2,750;2,750;
1.4. 00:00:00;;2,250;2,250;
1.4. 01:00:00;;1,470;1,470;
1.4. 02:00:00;;1,240;1,240;
1.4. 03:00:00;;1,250;1,250;
1.4. 04:00:00;;1,690;1,690;
1.4. 05:00:00;;1,490;1,490;
1.4. 06:00:00;;1,190;1,190;
1.4. 07:00:00;2,120;;2,120;
1.4. 08:00:00;0,830;;0,830;
1.4. 09:00:00;1,430;;1,430;
1.4. 10:00:00;1,620;;1,620;
1.4. 11:00:00;1,200;;1,200;
1.4. 12:00:00;1,310;;1,310;
1.4. 13:00:00;1,360;;1,360;
1.4. 14:00:00;1,500;;1,500;
1.4. 15:00:00;0,990;;0,990;
1.4. 16:00:00;0,880;;0,880;
1.4. 17:00:00;1,200;;1,200;
1.4. 18:00:00;0,850;;0,850;
1.4. 19:00:00;1,200;;1,200;
1.4. 20:00:00;2,420;;2,420;
1.4. 21:00:00;2,670;;2,670;
1.4. 22:00:00;;1,790;1,790;
1.4. 23:00:00;;2,680;2,680;
2.4. 00:00:00;;2,700;2,700;
2.4. 01:00:00;;1,630;1,630;
2.4. 02:00:00;;0,990;0,990;
2.4. 03:00:00;;0,760;0,760;
2.4. 04:00:00;;1,100;1,100;
2.4. 05:00:00;;0,730;0,730;
2.4. 06:00:00;;2,070;2,070;
2.4. 07:00:00;2,010;;2,010;
2.4. 08:00:00;1,880;;1,880;
2.4. 09:00:00;2,160;;2,160;
2.4. 10:00:00;1,590;;1,590;
2.4. 11:00:00;3,650;;3,650;
2.4. 12:00:00;5,000;;5,000;
2.4. 13:00:00;1,530;;1,530;
2.4. 14:00:00;1,870;;1,870;
2.4. 15:00:00;2,150;;2,150;
2.4. 16:00:00;3,190;;3,190;
2.4. 17:00:00;2,120;;2,120;
2.4. 18:00:00;2,010;;2,010;
2.4. 19:00:00;3,610;;3,610;
2.4. 20:00:00;5,500;;5,500;
2.4. 21:00:00;1,760;;1,760;
2.4. 22:00:00;;0,730;0,730;
2.4. 23:00:00;;2,920;2,920;
3.4. 00:00:00;;2,850;2,850;
3.4. 01:00:00;;2,380;2,380;
3.4. 02:00:00;;1,770;1,770;
3.4. 03:00:00;;1,790;1,790;
3.4. 04:00:00;;2,500;2,500;
3.4. 05:00:00;;2,270;2,270;
3.4. 06:00:00;;2,790;2,790;
3.4. 07:00:00;2,270;;2,270;
3.4. 08:00:00;1,380;;1,380;
3.4. 09:00:00;1,250;;1,250;
3.4. 10:00:00;2,140;;2,140;
3.4. 11:00:00;2,410;;2,410;
3.4. 12:00:00;2,900;;2,900;
3.4. 13:00:00;1,900;;1,900;
3.4. 14:00:00;1,150;;1,150;
3.4. 15:00:00;1,270;;1,270;
3.4. 16:00:00;1,200;;1,200;
3.4. 17:00:00;1,400;;1,400;
3.4. 18:00:00;0,650;;0,650;
3.4. 19:00:00;1,320;;1,320;
3.4. 20:00:00;1,130;;1,130;
3.4. 21:00:00;1,190;;1,190;
3.4. 22:00:00;;2,180;2,180;
3.4. 23:00:00;;3,490;3,490;
4.4. 00:00:00;;2,980;2,980;
4.4. 01:00:00;;2,950;2,950;
4.4. 02:00:00;;2,760;2,760;
4.4. 03:00:00;;3,210;3,210;
4.4. 04:00:00;;2,250;2,250;
4.4. 05:00:00;;1,820;1,820;
4.4. 06:00:00;;1,940;1,940;
4.4. 07:00:00;1,740;;1,740;
4.4. 08:00:00;1,920;;1,920;
4.4. 09:00:00;1,510;;1,510;
4.4. 10:00:00;2,090;;2,090;
4.4. 11:00:00;1,640;;1,640;
4.4. 12:00:00;1,910;;1,910;
4.4. 13:00:00;1,290;;1,290;
4.4. 14:00:00;0,780;;0,780;
4.4. 15:00:00;0,790;;0,790;
4.4. 16:00:00;0,650;;0,650;
4.4. 17:00:00;0,750;;0,750;
4.4. 18:00:00;2,070;;2,070;
4.4. 19:00:00;0,810;;0,810;
4.4. 20:00:00;2,020;;2,020;
4.4. 21:00:00;1,240;;1,240;
4.4. 22:00:00;;1,300;1,300;
4.4. 23:00:00;;2,610;2,610;
5.4. 00:00:00;;2,490;2,490;
5.4. 01:00:00;;1,980;1,980;
5.4. 02:00:00;;1,580;1,580;
5.4. 03:00:00;;1,620;1,620;
5.4. 04:00:00;;2,440;2,440;
5.4. 05:00:00;;2,370;2,370;
5.4. 06:00:00;;1,770;1,770;
5.4. 07:00:00;2,020;;2,020;
5.4. 08:00:00;1,300;;1,300;
5.4. 09:00:00;1,360;;1,360;
5.4. 10:00:00;1,140;;1,140;
5.4. 11:00:00;0,640;;0,640;
5.4. 12:00:00;0,740;;0,740;
5.4. 13:00:00;0,730;;0,730;
5.4. 14:00:00;1,110;;1,110;
5.4. 15:00:00;1,280;;1,280;
5.4. 16:00:00;0,970;;0,970;
5.4. 17:00:00;1,550;;1,550;
5.4. 18:00:00;1,290;;1,290;
5.4. 19:00:00;2,100;;2,100;
5.4. 20:00:00;2,220;;2,220;
5.4. 21:00:00;1,640;;1,640;
5.4. 22:00:00;;0,900;0,900;
5.4. 23:00:00;;2,160;2,160;
6.4. 00:00:00;;2,610;2,610;
6.4. 01:00:00;;2,590;2,590;
6.4. 02:00:00;;1,730;1,730;
6.4. 03:00:00;;2,170;2,170;
6.4. 04:00:00;;1,740;1,740;
6.4. 05:00:00;;1,490;1,490;
6.4. 06:00:00;;1,950;1,950;
6.4. 07:00:00;0,990;;0,990;
6.4. 08:00:00;0,690;;0,690;
6.4. 09:00:00;1,020;;1,020;
6.4. 10:00:00;1,450;;1,450;
6.4. 11:00:00;1,320;;1,320;
6.4. 12:00:00;0,680;;0,680;
6.4. 13:00:00;0,970;;0,970;
6.4. 14:00:00;1,280;;1,280;
6.4. 15:00:00;1,280;;1,280;
6.4. 16:00:00;0,880;;0,880;
6.4. 17:00:00;0,870;;0,870;
6.4. 18:00:00;2,410;;2,410;
6.4. 19:00:00;1,280;;1,280;
6.4. 20:00:00;1,030;;1,030;
6.4. 21:00:00;1,770;;1,770;
6.4. 22:00:00;;1,440;1,440;
6.4. 23:00:00;;2,160;2,160;
7.4. 00:00:00;;2,680;2,680;
7.4. 01:00:00;;3,230;3,230;
7.4. 02:00:00;;3,060;3,060;
7.4. 03:00:00;;2,170;2,170;
7.4. 04:00:00;;1,920;1,920;
7.4. 05:00:00;;1,320;1,320;
7.4. 06:00:00;;0,900;0,900;
7.4. 07:00:00;0,950;;0,950;
7.4. 08:00:00;1,680;;1,680;
7.4. 09:00:00;0,800;;0,800;
7.4. 10:00:00;0,620;;0,620;
7.4. 11:00:00;0,950;;0,950;
7.4. 12:00:00;1,230;;1,230;
7.4. 13:00:00;1,660;;1,660;
7.4. 14:00:00;1,020;;1,020;
7.4. 15:00:00;0,960;;0,960;
7.4. 16:00:00;1,260;;1,260;
7.4. 17:00:00;0,680;;0,680;
7.4. 18:00:00;0,810;;0,810;
7.4. 19:00:00;1,330;;1,330;
7.4. 20:00:00;0,880;;0,880;
7.4. 21:00:00;0,700;;0,700;
7.4. 22:00:00;;0,770;0,770;
7.4. 23:00:00;;2,640;2,640;
8.4. 00:00:00;;2,880;2,880;
8.4. 01:00:00;;2,690;2,690;
8.4. 02:00:00;;0,690;0,690;
8.4. 03:00:00;;0,690;0,690;
8.4. 04:00:00;;0,990;0,990;
8.4. 05:00:00;;0,970;0,970;
8.4. 06:00:00;;1,890;1,890;
8.4. 07:00:00;2,020;;2,020;
8.4. 08:00:00;1,890;;1,890;
8.4. 09:00:00;1,370;;1,370;
8.4. 10:00:00;1,950;;1,950;
8.4. 11:00:00;2,610;;2,610;
8.4. 12:00:00;1,330;;1,330;
8.4. 13:00:00;0,570;;0,570;
8.4. 14:00:00;0,630;;0,630;
8.4. 15:00:00;0,780;;0,780;
8.4. 16:00:00;1,480;;1,480;
8.4. 17:00:00;2,240;;2,240;
8.4. 18:00:00;1,250;;1,250;
8.4. 19:00:00;1,350;;1,350;
8.4. 20:00:00;1,340;;1,340;
8.4. 21:00:00;1,560;;1,560;
8.4. 22:00:00;;1,750;1,750;
8.4. 23:00:00;;2,980;2,980;
9.4. 00:00:00;;1,900;1,900;
9.4. 01:00:00;;2,000;2,000;
9.4. 02:00:00;;2,080;2,080;
9.4. 03:00:00;;1,350;1,350;
9.4. 04:00:00;;1,750;1,750;
9.4. 05:00:00;;1,110;1,110;
9.4. 06:00:00;;0,890;0,890;
9.4. 07:00:00;1,810;;1,810;
9.4. 08:00:00;1,530;;1,530;
9.4. 09:00:00;1,490;;1,490;
9.4. 10:00:00;1,750;;1,750;
9.4. 11:00:00;1,680;;1,680;
9.4. 12:00:00;1,130;;1,130;
9.4. 13:00:00;0,860;;0,860;
9.4. 14:00:00;0,770;;0,770;
9.4. 15:00:00;0,770;;0,770;
9.4. 16:00:00;2,040;;2,040;
9.4. 17:00:00;2,300;;2,300;
9.4. 18:00:00;5,960;;5,960;
9.4. 19:00:00;5,680;;5,680;
9.4. 20:00:00;1,560;;1,560;
9.4. 21:00:00;0,990;;0,990;
9.4. 22:00:00;;1,000;1,000;
9.4. 23:00:00;;2,540;2,540;
10.4. 00:00:00;;2,780;2,780;
10.4. 01:00:00;;2,130;2,130;
10.4. 02:00:00;;1,950;1,950;
10.4. 03:00:00;;2,630;2,630;
10.4. 04:00:00;;3,570;3,570;
10.4. 05:00:00;;2,690;2,690;
10.4. 06:00:00;;3,060;3,060;
10.4. 07:00:00;2,400;;2,400;
10.4. 08:00:00;1,400;;1,400;
10.4. 09:00:00;1,860;;1,860;
10.4. 10:00:00;0,800;;0,800;
10.4. 11:00:00;2,080;;2,080;
10.4. 12:00:00;2,150;;2,150;
10.4. 13:00:00;3,790;;3,790;
10.4. 14:00:00;3,080;;3,080;
10.4. 15:00:00;3,140;;3,140;
10.4. 16:00:00;0,860;;0,860;
10.4. 17:00:00;0,360;;0,360;
10.4. 18:00:00;0,850;;0,850;
10.4. 19:00:00;1,960;;1,960;
10.4. 20:00:00;1,580;;1,580;
10.4. 21:00:00;1,320;;1,320;
10.4. 22:00:00;;0,990;0,990;
10.4. 23:00:00;;2,700;2,700;
11.4. 00:00:00;;3,230;3,230;
11.4. 01:00:00;;2,890;2,890;
11.4. 02:00:00;;3,180;3,180;
11.4. 03:00:00;;2,300;2,300;
11.4. 04:00:00;;1,620;1,620;
11.4. 05:00:00;;1,610;1,610;
11.4. 06:00:00;;2,020;2,020;
11.4. 07:00:00;2,550;;2,550;
11.4. 08:00:00;1,640;;1,640;
11.4. 09:00:00;0,810;;0,810;
11.4. 10:00:00;1,720;;1,720;
11.4. 11:00:00;3,000;;3,000;
11.4. 12:00:00;0,960;;0,960;
11.4. 13:00:00;1,590;;1,590;
11.4. 14:00:00;1,410;;1,410;
11.4. 15:00:00;0,560;;0,560;
11.4. 16:00:00;0,590;;0,590;
11.4. 17:00:00;0,220;;0,220;
11.4. 18:00:00;0,220;;0,220;
11.4. 19:00:00;0,570;;0,570;
11.4. 20:00:00;2,830;;2,830;
11.4. 21:00:00;1,490;;1,490;
11.4. 22:00:00;;1,200;1,200;
11.4. 23:00:00;;2,000;2,000;
12.4. 00:00:00;;1,920;1,920;
12.4. 01:00:00;;2,300;2,300;
12.4. 02:00:00;;1,990;1,990;
12.4. 03:00:00;;1,530;1,530;
12.4. 04:00:00;;1,630;1,630;
12.4. 05:00:00;;0,560;0,560;
12.4. 06:00:00;;1,380;1,380;
12.4. 07:00:00;2,710;;2,710;
12.4. 08:00:00;1,460;;1,460;
12.4. 09:00:00;0,820;;0,820;
12.4. 10:00:00;0,450;;0,450;
12.4. 11:00:00;0,330;;0,330;
12.4. 12:00:00;0,980;;0,980;
12.4. 13:00:00;0,460;;0,460;
12.4. 14:00:00;0,280;;0,280;
12.4. 15:00:00;0,270;;0,270;
12.4. 16:00:00;0,220;;0,220;
12.4. 17:00:00;1,060;;1,060;
12.4. 18:00:00;2,410;;2,410;
12.4. 19:00:00;1,280;;1,280;
12.4. 20:00:00;0,650;;0,650;
12.4. 21:00:00;0,910;;0,910;
12.4. 22:00:00;;1,250;1,250;
12.4. 23:00:00;;2,780;2,780;
13.4. 00:00:00;;2,350;2,350;
13.4. 01:00:00;;1,940;1,940;
13.4. 02:00:00;;1,020;1,020;
13.4. 03:00:00;;0,680;0,680;
13.4. 04:00:00;;1,880;1,880;
13.4. 05:00:00;;2,070;2,070;
13.4. 06:00:00;;1,330;1,330;
13.4. 07:00:00;1,590;;1,590;
13.4. 08:00:00;0,680;;0,680;
13.4. 09:00:00;0,810;;0,810;
13.4. 10:00:00;1,190;;1,190;
13.4. 11:00:00;0,540;;0,540;
13.4. 12:00:00;0,590;;0,590;
13.4. 13:00:00;0,510;;0,510;
13.4. 14:00:00;0,880;;0,880;
13.4. 15:00:00;1,660;;1,660;
13.4. 16:00:00;1,260;;1,260;
13.4. 17:00:00;1,690;;1,690;
13.4. 18:00:00;0,590;;0,590;
13.4. 19:00:00;0,790;;0,790;
13.4. 20:00:00;0,830;;0,830;
13.4. 21:00:00;1,450;;1,450;
13.4. 22:00:00;;0,900;0,900;
13.4. 23:00:00;;2,030;2,030;
14.4. 00:00:00;;2,010;2,010;
14.4. 01:00:00;;2,610;2,610;
14.4. 02:00:00;;2,750;2,750;
14.4. 03:00:00;;2,160;2,160;
14.4. 04:00:00;;2,030;2,030;
14.4. 05:00:00;;2,190;2,190;
14.4. 06:00:00;;2,560;2,560;
14.4. 07:00:00;2,350;;2,350;
14.4. 08:00:00;1,190;;1,190;
14.4. 09:00:00;0,890;;0,890;
14.4. 10:00:00;0,780;;0,780;
14.4. 11:00:00;1,360;;1,360;
14.4. 12:00:00;1,860;;1,860;
14.4. 13:00:00;1,230;;1,230;
14.4. 14:00:00;0,740;;0,740;
14.4. 15:00:00;0,730;;0,730;
14.4. 16:00:00;1,220;;1,220;
14.4. 17:00:00;1,180;;1,180;
14.4. 18:00:00;2,770;;2,770;
14.4. 19:00:00;1,010;;1,010;
14.4. 20:00:00;0,840;;0,840;
14.4. 21:00:00;1,440;;1,440;
14.4. 22:00:00;;1,700;1,700;
14.4. 23:00:00;;3,020;3,020;
15.4. 00:00:00;;2,070;2,070;
15.4. 01:00:00;;1,120;1,120;
15.4. 02:00:00;;0,740;0,740;
15.4. 03:00:00;;1,360;1,360;
15.4. 04:00:00;;2,440;2,440;
15.4. 05:00:00;;1,300;1,300;
15.4. 06:00:00;;1,960;1,960;
15.4. 07:00:00;2,670;;2,670;
15.4. 08:00:00;2,200;;2,200;
15.4. 09:00:00;1,390;;1,390;
15.4. 10:00:00;0,660;;0,660;
15.4. 11:00:00;0,620;;0,620;
15.4. 12:00:00;0,830;;0,830;
15.4. 13:00:00;1,400;;1,400;
15.4. 14:00:00;0,930;;0,930;
15.4. 15:00:00;0,760;;0,760;
15.4. 16:00:00;1,180;;1,180;
15.4. 17:00:00;1,530;;1,530;
15.4. 18:00:00;1,940;;1,940;
15.4. 19:00:00;1,030;;1,030;
15.4. 20:00:00;0,780;;0,780;
15.4. 21:00:00;1,110;;1,110;
15.4. 22:00:00;;1,430;1,430;
15.4. 23:00:00;;3,000;3,000;
16.4. 00:00:00;;2,390;2,390;
16.4. 01:00:00;;1,240;1,240;
16.4. 02:00:00;;1,150;1,150;
16.4. 03:00:00;;1,710;1,710;
16.4. 04:00:00;;2,270;2,270;
16.4. 05:00:00;;1,170;1,170;
16.4. 06:00:00;;2,770;2,770;
16.4. 07:00:00;2,070;;2,070;
16.4. 08:00:00;1,750;;1,750;
16.4. 09:00:00;0,950;;0,950;
16.4. 10:00:00;0,590;;0,590;
16.4. 11:00:00;0,500;;0,500;
16.4. 12:00:00;1,230;;1,230;
16.4. 13:00:00;2,250;;2,250;
16.4. 14:00:00;1,360;;1,360;
16.4. 15:00:00;1,220;;1,220;
16.4. 16:00:00;0,610;;0,610;
16.4. 17:00:00;0,560;;0,560;
16.4. 18:00:00;1,060;;1,060;
16.4. 19:00:00;0,620;;0,620;
16.4. 20:00:00;0,650;;0,650;
16.4. 21:00:00;0,750;;0,750;
16.4. 22:00:00;;1,200;1,200;
16.4. 23:00:00;;2,770;2,770;
17.4. 00:00:00;;2,960;2,960;
17.4. 01:00:00;;1,960;1,960;
17.4. 02:00:00;;1,580;1,580;
17.4. 03:00:00;;0,670;0,670;
17.4. 04:00:00;;0,560;0,560;
17.4. 05:00:00;;1,230;1,230;
17.4. 06:00:00;;0,680;0,680;
17.4. 07:00:00;0,800;;0,800;
17.4. 08:00:00;1,350;;1,350;
17.4. 09:00:00;2,570;;2,570;
17.4. 10:00:00;1,910;;1,910;
17.4. 11:00:00;3,310;;3,310;
17.4. 12:00:00;2,300;;2,300;
